ID	WT_GpB_1	WT_GpB_2	WT_GpA_1	WT_GpA_2	WT_GpA_3	WT_GpA_4	WT_GpA_5	WT_GpA_6	GpB_1	GpB_2	GpA_1	GpA_2	GpA_3	GpA_4	GpA_5	GpA_6
TCL1B	0	3	0	0	8	0	0	1	0	0	0	0	0	0	0	0
TCL6	0	30	7	2	46	2	1	2	0	0	0	0	0	0	0	0
TCN2	3	13	2	24	104	0	5	51	0	7	1	6	12	0	0	15
TCONS_00029157	135	157	323	86	535	490	382	62	0	0	0	0	0	0	0	0
TCP10L	52	6	37	24	4	23	46	29	0	0	0	0	0	0	0	0
TCP11	1	8	1	2	2	1	1	1	0	0	0	0	0	0	0	0
TCTA	586	445	1344	509	509	948	901	808	33	15	31	13	13	13	13	25
TCTE3	13	14	13	15	1	10	17	8	0	0	0	0	0	0	0	0
TCTN2	226	222	247	333	223	308	350	195	31	43	31	32	35	36	68	29
TDRD10	2	8	1	0	9	2	0	0	0	0	0	0	0	0	0	0
TDRD6	1	1	2	1	2	2	2	1	0	0	0	0	0	0	0	0
TDRD9	5	120	9	11	12	20	7	5	3	17	2	3	3	2	0	0
TEAD1	141	1799	79	161	28	71	51	7	51	58	19	30	8	21	23	6
TEAD3	16	7	39	74	84	32	15	24	11	3	7	11	4	12	10	6
TEAD4	3	49	9	25	47	40	14	19	3	8	3	4	5	2	2	3
TEC	131	143	208	110	425	148	201	149	7	24	20	15	90	14	11	16
TECTA	25	12	28	29	45	8	20	29	0	2	3	2	8	2	0	3
TEF	657	215	678	888	602	593	964	537	26	18	29	24	19	17	28	27
TEK	4	3	8	14	4	5	18	4	0	0	0	0	0	0	0	0
TEKT2	9	0	5	10	0	12	0	2	0	0	0	0	0	0	0	0
TEKT4P2	284	358	759	26	477	112	420	2	0	0	0	0	0	0	0	0
TEN1	0	0	0	0	0	0	0	0	20	12	20	20	32	43	47	20
TENM1	4	1	2	8	4	5	5	4	0	0	0	0	0	0	0	0
TENM2	14	12	6	14	3	3	4	7	3	1	2	3	0	0	7	4
TENM3	9	4	24	45	6	23	10	2	10	5	4	8	2	16	21	1
TENM4	60	13	108	148	172	76	47	5	50	13	28	26	19	40	56	9
TERT	0	5	2	1	0	1	0	7	0	0	0	0	0	0	0	0
TESK2	129	106	300	473	597	163	317	343	13	12	46	39	83	29	50	54
TET1	32	32	13	7	4	15	19	47	0	1	6	4	2	4	2	24
TEX11	0	0	0	0	0	0	0	0	4	2	8	2	3	3	17	7
TEX14	19	59	15	10	10	29	34	7	0	5	4	1	6	2	2	4
TEX21P	13	4	13	2	10	10	1	17	0	0	0	0	0	0	0	0
TEX22	7	6	13	9	6	7	5	7	0	0	0	0	0	0	0	0
TEX29	10	8	11	10	4	6	6	10	0	0	0	0	0	0	0	0
TEX30	110	235	96	187	231	167	100	160	14	54	22	36	58	29	18	20
TEX9	2	7	3	4	4	2	2	6	0	0	0	0	0	0	0	0
TF	20	5	13	10	3	6	13	5	0	1	2	2	0	0	4	7
TFAMP1	1	0	3	0	2	1	1	1	0	0	0	0	0	0	0	0
TFAP2A	1	13	3	6	3	5	5	2	0	0	0	0	0	0	0	0
TFAP2E	23	32	100	22	74	63	28	27	0	0	0	0	0	0	0	0
TFCP2L1	4	40	7	16	24	14	5	8	1	5	4	3	1	3	2	5
TFEC	322	977	1323	32	57	31	812	371	22	57	141	10	16	2	78	38
TFPI	1	840	2	6	1	6	7	3	0	162	0	3	2	1	0	1
TFPI2	418	3236	35	1467	0	1830	261	1210	206	1078	17	468	3	355	41	521
TFR2	43	44	64	129	216	9	189	153	35	16	23	37	39	11	24	35
TG	109	12	103	201	926	86	158	35	25	7	16	24	133	12	26	2
TGFA	3	270	4	46	64	15	13	72	0	0	0	0	0	0	0	0
TGFB1I1	2	16	2	8	2	5	0	1	0	0	0	0	0	0	0	0
TGFB2	117	7	83	13	124	22	15	0	13	3	22	1	28	9	2	0
TGFB3	106	35	159	374	70	123	182	152	17	5	12	25	4	16	28	15
TGFBI	88	50	104	156	249	389	2	546	39	21	69	82	32	45	22	138
TGFBR3	881	129	268	405	27	135	342	1932	81	29	84	86	14	46	60	275
TGFBR3L	3	5	2	7	13	5	1	2	0	0	0	0	0	0	0	0
TGM1	27	18	56	111	47	47	65	37	6	1	5	5	2	1	6	11
TGM2	19	6004	92	662	3793	393	165	885	13	2302	25	208	417	44	36	117
TGM5	3	26	2	13	2	29	3	5	0	0	0	0	0	0	0	0
TGM6	1	0	1	3	1	1	1	1	0	0	0	0	0	0	0	0
TH2LCRR	9	3	11	5	1	11	13	2	0	0	0	0	0	0	0	0
THAP10	1	60	0	1	1	1	1	1	0	0	0	0	0	0	0	0
THAP2	345	169	247	140	246	176	234	122	16	9	16	8	15	16	15	4
THAP6	360	297	312	109	221	331	261	317	17	30	38	14	30	15	16	23
THAP7-AS1	26	42	27	31	39	25	20	71	0	0	0	0	0	0	0	0
THAP8	31	43	57	71	92	40	53	86	12	11	16	6	7	10	4	17
THAP9	87	118	55	26	54	52	38	58	14	10	16	13	18	5	14	6
THAP9-AS1	1039	1281	586	368	525	696	812	617	0	0	0	0	0	0	0	0
THBD	5	67	2	8	19	4	5	12	0	0	0	0	0	0	0	0
THBS2	2	4	3	7	3	3	11	2	0	0	0	0	0	0	0	0
THBS4	5	6	18	8	23	30	8	13	0	0	0	0	0	0	0	0
THEM5	20	7	50	8	47	25	32	19	2	16	5	13	9	5	10	24
THEM6	275	254	256	270	135	289	333	424	43	49	32	24	10	21	30	42
THEMIS	11	9	16	31	5	22	10	73	11	7	17	45	21	21	35	36
THNSL1	237	381	10	80	254	343	1	8	37	91	2	34	48	78	1	3
THNSL2	154	216	4	366	1	406	18	488	25	51	2	46	0	53	6	69
THOC3	96	296	92	196	40	232	104	121	32	114	37	22	8	86	39	22
THOC7-AS1	2	1	1	2	3	3	3	2	0	0	0	0	0	0	0	0
THRA	350	215	648	1601	655	816	748	905	30	15	45	87	49	53	60	118
THRB	1	2	1	2	1	1	2	1	0	0	0	0	0	0	0	0
THRIL	14	6	30	28	33	17	67	28	0	0	0	0	0	0	0	0
THSD1	23	23	54	5	24	26	12	17	2	0	6	2	2	6	7	1
THSD4	3	1	4	6	3	4	4	7	0	0	0	0	0	0	0	0
THSD7A	6	4	6	12	7	7	8	6	3	2	2	5	2	2	4	4
THSD7B	5	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0
THTPA	335	183	491	413	318	544	563	519	36	23	19	18	17	20	23	27
THUMPD2	436	286	256	188	247	260	347	303	35	17	25	34	32	51	43	32
THUMPD3-AS1	509	474	424	219	203	394	515	461	0	0	0	0	0	0	0	0
THY1	1	63	3	4	1	1	5	5	0	0	0	0	0	0	0	0
TIAF1	15	5	25	18	17	20	32	18	13	3	31	6	20	14	5	17
TIAM1	12	59	80	165	147	81	93	335	3	14	13	36	23	8	18	118
TIAM2	129	834	310	761	426	1776	295	126	18	125	17	77	49	179	46	22
TICAM2	8	11	9	4	6	3	8	2	9	0	3	3	3	3	1	1
TICRR	36	519	73	584	491	802	106	634	4	128	13	99	60	93	17	105
TIE1	2	33	2	32	38	16	6	13	0	12	3	3	7	1	3	8
TIFAB	3	106	2	6	15	0	0	30	0	0	0	0	0	0	0	0
TIGD1	46	71	39	37	32	37	46	23	3	17	10	21	13	21	41	22
TIGD2	213	289	127	107	123	223	373	7	4	26	9	9	13	22	44	5
TIGD3	73	32	71	73	91	102	92	30	13	5	4	8	14	15	13	1
TIGD4	23	10	11	2	7	4	1	2	0	0	0	0	0	0	0	0
TIGD5	108	106	102	126	102	91	103	80	29	14	11	32	21	31	16	20
TIGD6	140	108	258	104	121	135	182	181	29	8	19	10	12	13	13	12
TIGD7	272	217	202	68	159	163	168	151	10	7	10	5	7	11	19	6
TIGIT	1951	326	3200	373	242	1259	1361	5198	149	31	194	22	9	49	34	311
TIMD4	0	23	3	4	0	11	8	65	0	0	0	0	0	0	0	0
TIMM23B	169	268	170	286	234	192	200	205	35	151	28	68	36	62	69	13
TIMM8A	227	214	271	330	195	337	327	282	41	33	20	29	18	30	26	22
TIMP1	58	419	158	891	831	393	146	206	29	166	32	100	207	69	17	51
TIMP3	3	88	5	24	11	4	0	41	0	0	0	0	0	0	0	0
TINAGL1	3	15	5	11	3	4	4	3	23	7	6	12	3	3	10	7
TINCR	7	8	12	13	9	13	10	18	0	0	0	0	0	0	0	0
TIPARP-AS1	10	8	9	3	6	8	6	5	0	0	0	0	0	0	0	0
TIRAP	192	112	324	219	253	280	279	307	14	9	47	14	11	20	20	50
TJP1	43	8	54	72	11	65	46	41	51	22	21	34	13	55	52	10
TJP3	8	5	6	15	13	10	4	10	6	2	1	2	2	1	0	1
TK2	228	200	525	192	165	325	235	235	21	22	21	13	11	21	21	20
TKTL1	1	22	5	17	12	1	4	45	0	0	0	0	0	0	0	0
TLCD1	106	77	84	182	162	102	74	58	36	21	15	13	25	16	13	14
TLCD2	15	37	12	22	37	26	22	19	0	0	0	0	0	0	0	0
TLDC1	213	118	397	205	483	335	422	105	44	33	40	19	67	42	39	8
TLDC2	2	11	13	8	6	3	11	9	0	0	0	0	0	0	0	0
TLE2	74	35	43	179	21	89	93	38	9	3	7	9	4	15	12	11
TLE6	1	13	1	6	25	0	0	0	0	4	0	2	11	0	2	0
TLL1	1	0	1	6	1	1	2	1	0	0	0	0	0	0	0	0
TLL2	27	14	9	8	4	9	0	27	0	0	0	0	0	0	0	0
TLN2	27	103	111	267	149	386	168	33	9	27	9	18	19	26	16	8
TLR1	241	265	185	67	181	234	157	111	21	33	22	18	15	33	24	12
TLR2	31	1041	242	36	221	16	168	209	15	422	46	20	41	1	20	43
TLR3	1	2	3	5	1	1	1	13	0	0	0	0	0	0	0	0
TLR4	140	143	56	32	49	153	114	161	14	7	5	10	6	8	3	4
TLR5	1	18	3	4	2	1	9	2	0	0	0	0	0	0	0	0
TLR8	8	532	4	45	145	30	32	48	1	132	2	8	66	4	2	2
TLR8-AS1	6	6	5	1	4	1	7	8	0	0	0	0	0	0	0	0
TLX1	1	0	2	3	1	1	1	1	0	0	0	0	0	0	0	0
TLX2	4	5	2	9	0	3	1	13	0	0	0	0	0	0	0	0
TM4SF1	6	1794	16	32	35	98	26	18	9	316	4	10	3	10	9	2
TM4SF19-AS1	2	7	7	5	3	9	11	12	0	0	0	0	0	0	0	0
TM4SF4	2	1	0	3	2	2	2	1	0	0	0	0	0	0	0	0
TM6SF1	85	535	66	42	455	115	63	20	9	95	14	14	65	10	8	5
TMC2	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
TMC3	3	1	2	5	3	3	3	3	3	1	3	3	7	6	1	4
TMC3-AS1	9	9	8	8	17	20	3	8	0	0	0	0	0	0	0	0
TMC4	12	9	6	10	2	7	4	5	4	5	2	6	2	2	0	9
TMC5	1	14	10	3	6	17	1	23	0	0	0	0	0	0	0	0
TMCC1-AS1	70	53	109	17	28	73	84	52	0	0	0	0	0	0	0	0
TMCC2	54	1192	164	356	1568	107	102	138	2	59	11	28	70	11	6	16
TMED10P1	55	2	40	28	51	32	77	17	0	0	0	0	0	0	0	0
TMED6	21	17	6	12	26	8	4	6	0	0	0	0	0	0	0	0
TMED7	1336	1075	941	668	1185	980	1485	732	29	31	18	46	19	26	66	23
TMEFF2	1	2	11	20	3	9	17	1	1	1	1	2	1	3	4	1
TMEM107	105	120	196	193	215	252	144	116	32	31	27	34	44	29	22	17
TMEM108	4	1	6	7	4	4	5	4	1	1	1	1	1	2	0	1
TMEM110	607	400	1262	622	589	1114	984	990	0	0	0	0	0	0	0	0
TMEM116	97	64	93	80	126	124	87	94	8	8	13	10	13	10	13	12
TMEM117	71	107	52	46	96	66	74	73	5	22	13	8	14	2	7	8
TMEM119	2	15	0	3	0	0	0	7	0	0	0	0	0	0	0	0
TMEM120B	252	341	467	462	428	398	475	547	11	29	16	25	20	17	22	41
TMEM121	10	28	8	41	24	24	12	13	0	7	1	10	12	8	4	12
TMEM125	0	4	1	1	4	1	0	42	0	0	0	0	0	0	0	0
TMEM132A	17	753	50	91	128	86	37	40	8	188	9	23	35	9	7	20
TMEM132B	7	18	2	3	2	2	2	10	0	0	0	0	0	0	0	0
TMEM132C	1	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0
TMEM133	75	52	19	40	26	16	53	39	0	0	0	0	0	0	0	0
TMEM136	19	139	39	100	14	353	161	32	0	7	1	4	3	23	10	1
TMEM139	50	39	56	18	11	29	80	42	0	0	0	0	0	0	0	0
TMEM141	225	252	274	487	271	393	353	408	32	44	16	26	18	32	23	35
TMEM143	62	138	122	212	102	194	107	296	13	20	31	32	18	36	30	69
TMEM144	6	31	2	8	4	7	8	4	0	0	0	0	0	0	0	0
TMEM145	9	3	5	6	6	11	1	1	0	0	0	0	0	0	0	0
TMEM147-AS1	76	132	181	68	78	134	98	135	0	0	0	0	0	0	0	0
TMEM14E	2	1	5	1	2	3	3	2	0	0	0	0	0	0	0	0
TMEM150B	0	79	2	12	45	5	8	18	0	30	1	16	13	4	2	10
TMEM150C	1	108	2	4	8	1	2	25	0	0	0	0	0	0	0	0
TMEM151A	16	2	12	27	2	2	9	10	4	2	3	4	1	3	4	11
TMEM151B	21	19	25	53	27	20	35	6	1	1	2	1	1	2	3	2
TMEM156	65	83	152	34	279	82	61	177	2	8	18	5	28	10	7	7
TMEM159	175	94	414	104	525	258	130	208	14	17	37	13	38	17	32	24
TMEM161B-AS1	63	44	105	22	49	35	59	86	0	0	0	0	0	0	0	0
TMEM163	1	43	4	7	6	4	4	31	0	0	0	0	0	0	0	0
TMEM169	4	20	20	12	12	7	1	49	0	0	0	0	0	0	0	0
TMEM17	0	24	1	16	8	8	3	7	0	0	0	0	0	0	0	0
TMEM170B	3058	1752	1244	482	519	831	865	927	32	17	26	17	9	15	16	31
TMEM171	3	15	11	10	4	4	4	11	1	5	2	4	1	5	2	2
TMEM173	10	869	55	216	82	99	78	112	6	240	16	20	20	27	4	29
TMEM176A	4	547	11	68	146	3	21	113	15	165	6	19	12	5	7	14
TMEM176B	3	566	18	71	309	41	24	88	7	330	7	17	79	2	7	14
TMEM177	94	86	157	119	136	163	186	132	18	11	22	18	19	27	31	33
TMEM178B	5	101	8	16	203	50	0	11	0	0	0	0	0	0	0	0
TMEM180	138	368	138	262	139	270	177	107	25	58	32	28	30	51	43	28
TMEM182	48	54	80	29	61	77	65	79	12	6	12	5	7	12	11	8
TMEM183A	62	42	60	54	66	53	66	91	0	0	0	0	0	0	0	0
TMEM184A	7	4	3	11	2	2	8	4	13	4	5	11	3	13	12	9
TMEM187	148	40	345	85	131	168	221	114	21	8	34	8	12	24	24	14
TMEM189	313	420	486	469	529	440	440	397	2	14	8	10	18	10	21	13
TMEM191A	27	18	23	12	20	18	21	40	0	0	0	0	0	0	0	0
TMEM191B	3	7	2	4	3	2	4	4	4	5	2	4	2	6	3	4
TMEM191C	5	3	3	6	4	4	3	3	4	4	4	7	4	6	5	4
TMEM198	10	36	25	56	78	37	25	13	0	5	1	1	9	3	1	0
TMEM198B	147	297	187	232	128	226	166	195	0	0	0	0	0	0	0	0
TMEM200A	6	13	7	5	96	30	5	3	0	0	0	0	0	0	0	0
TMEM204	2	48	17	19	73	2	7	27	0	0	0	0	0	0	0	0
TMEM212	1	16	0	4	4	5	1	4	0	0	0	0	0	0	0	0
TMEM216	208	178	325	266	298	230	231	240	55	33	35	28	30	26	13	32
TMEM217	83	110	60	105	80	78	113	48	5	7	7	7	7	7	8	5
TMEM220	5	80	23	32	56	79	29	17	0	0	0	0	0	0	0	0
TMEM220-AS1	0	5	1	1	0	6	2	0	0	0	0	0	0	0	0	0
TMEM229B	85	14	122	406	159	121	174	59	6	1	4	7	6	6	5	1
TMEM231	63	136	69	106	209	124	57	25	15	23	10	11	19	6	13	8
TMEM232	2	18	3	2	5	2	10	2	0	0	0	0	0	0	0	0
TMEM234	76	62	96	138	95	70	88	60	9	12	16	15	19	17	22	12
TMEM236	7	7	4	1	4	5	8	6	0	0	0	0	0	0	0	0
TMEM237	99	190	128	184	140	282	170	245	17	41	16	41	19	32	35	32
TMEM238	68	32	86	78	38	83	73	131	33	9	25	46	18	65	40	55
TMEM240	2	3	6	6	1	4	5	4	0	0	0	0	0	0	0	0
TMEM241	67	93	124	173	209	181	268	116	8	7	10	7	16	10	20	7
TMEM242	142	170	195	209	259	180	130	194	22	38	16	26	25	17	18	19
TMEM25	130	76	215	86	143	105	150	144	12	10	34	13	19	25	32	25
TMEM253	4	0	4	2	1	1	4	4	0	0	0	0	0	0	0	0
TMEM254	300	292	452	315	336	379	408	387	35	35	56	26	36	31	17	34
TMEM254-AS1	8	13	29	2	6	17	11	6	0	0	0	0	0	0	0	0
TMEM255A	6	20	15	15	37	6	2	62	6	2	4	4	4	3	0	7
TMEM255B	0	5	0	1	9	1	1	0	0	0	0	0	0	0	0	0
TMEM260	420	541	346	212	284	313	304	262	11	49	42	21	42	17	30	47
TMEM265	220	163	354	320	212	319	297	212	8	3	18	7	5	7	11	13
TMEM27	4	3	7	1	4	4	6	2	0	0	0	0	0	0	0	0
TMEM38A	34	106	23	46	24	88	59	60	6	19	2	4	6	7	10	1
TMEM38B	364	350	357	291	347	328	559	419	36	60	42	43	49	19	50	58
TMEM42	211	168	463	176	188	296	310	255	20	20	13	17	15	13	24	17
TMEM44	48	62	82	96	193	127	75	42	8	7	11	6	23	15	12	3
TMEM44-AS1	25	25	31	13	60	30	14	21	0	0	0	0	0	0	0	0
TMEM45B	0	1	0	7	10	0	2	5	0	0	0	0	0	0	0	0
TMEM47	10	2	10	22	11	12	14	9	71	19	9	25	4	37	33	6
TMEM51	2	94	3	41	32	5	23	15	0	0	0	0	0	0	0	0
TMEM52	1	2	0	1	6	0	1	6	0	0	0	0	0	0	0	0
TMEM52B	0	5	3	2	9	3	0	2	0	0	0	0	0	0	0	0
TMEM53	70	55	99	74	113	61	100	67	67	41	28	23	28	17	25	14
TMEM54	22	167	50	107	94	69	75	42	2	18	2	14	18	30	35	6
TMEM56	275	296	105	6	16	2	10	273	0	5	5	0	0	0	0	2
TMEM56-RWDD3	9	8	6	0	2	7	2	2	0	0	0	0	0	0	0	0
TMEM63C	20	21	22	38	6	47	10	19	3	4	2	1	2	4	0	1
TMEM64	711	185	770	350	715	859	954	529	37	14	60	33	45	59	67	53
TMEM65	251	174	182	225	351	119	302	262	17	20	12	25	35	8	22	12
TMEM67	174	115	46	97	198	90	38	65	20	27	14	36	71	23	14	16
TMEM72-AS1	0	2	3	3	0	2	0	7	0	0	0	0	0	0	0	0
TMEM75	2	1	2	3	3	3	3	2	0	0	0	0	0	0	0	0
TMEM79	85	89	170	121	212	187	168	102	6	5	16	15	24	23	33	15
TMEM80	126	99	312	80	202	139	207	254	15	10	54	13	18	25	25	42
TMEM81	55	43	73	32	71	37	33	19	0	0	0	0	0	0	0	0
TMEM86A	0	19	28	14	36	3	4	13	0	5	2	1	3	0	2	0
TMEM86B	47	47	65	96	60	75	48	59	3	2	9	1	3	6	2	6
TMEM88	3	7	8	9	22	8	0	2	0	0	0	0	0	0	0	0
TMEM8B	207	151	216	296	158	210	327	210	9	6	10	17	10	29	32	26
TMEM91	36	24	65	56	34	21	61	42	10	1	11	6	5	6	10	10
TMEM98	1	0	1	3	1	1	1	1	0	2	0	1	0	5	9	0
TMEM99	77	56	200	87	93	176	105	56	5	5	11	6	13	29	23	5
TMEM9B-AS1	68	64	80	45	34	56	57	69	0	0	0	0	0	0	0	0
TMIE	1	2	13	31	19	7	2	6	1	1	2	1	2	3	2	1
TMIGD2	0	14	8	10	13	11	11	9	0	0	0	0	0	0	0	0
TMIGD3	11	5	15	0	8	13	5	9	0	0	0	0	0	0	0	0
TMOD1	189	711	109	163	27	765	91	534	30	199	17	36	7	62	23	85
TMOD4	59	30	94	61	46	67	73	42	5	1	4	8	4	5	3	10
TMPO-AS1	160	332	182	366	175	335	171	263	0	0	0	0	0	0	0	0
TMPRSS11F	3	1	2	7	3	3	4	3	1	1	1	2	1	0	3	2
TMPRSS13	586	828	1111	228	33	181	511	2465	28	40	69	6	1	8	15	86
TMPRSS15	1	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0
TMPRSS3	34	66	11	24	0	16	724	16	2	8	2	2	0	1	74	1
TMPRSS4	1	20	1	1	1	1	1	8	0	0	0	0	0	0	0	0
TMPRSS5	9	4	8	13	9	6	8	16	0	0	0	0	0	0	0	0
TMPRSS6	43	2	15	66	109	36	7	13	5	3	2	10	4	13	12	6
TMPRSS9	0	0	0	0	0	0	0	0	1	1	1	2	4	3	0	1
TMSB15B	46	32	26	37	7	73	46	48	6	7	4	3	3	6	0	12
TMSB4Y	34	0	16	9	45	4	42	2	440	1469	116	258	142	193	158	43
TMTC2	63	192	266	48	57	249	106	256	11	29	28	15	17	32	24	35
TMTC3	450	515	190	113	143	156	241	258	38	41	35	35	40	25	42	21
TMTC4	246	268	210	264	241	370	414	465	6	16	26	36	37	75	88	91
TNC	57	23	52	166	242	29	27	29	27	16	9	30	29	9	12	13
TNFAIP6	38	1910	24	165	151	370	43	76	3	572	5	48	47	46	5	27
TNFAIP8L3	37	523	67	150	11	71	2	201	1	29	1	5	1	0	0	11
TNFRSF10C	1	5	1	2	2	6	2	1	0	0	0	0	0	0	0	0
TNFRSF10D	165	771	477	110	324	305	128	286	30	144	58	11	18	27	10	29
TNFRSF11A	38	163	66	161	28	50	29	68	2	37	5	22	5	9	3	17
TNFRSF12A	28	5	55	59	37	33	72	21	15	12	10	1	2	9	14	1
TNFRSF13B	279	63	253	107	1056	6	217	2032	45	14	100	21	97	2	20	185
TNFRSF17	21	6	21	2	6	3	5	197	0	0	0	0	0	0	0	0
TNFRSF19	0	8	0	11	10	13	0	0	0	0	0	0	0	0	0	0
TNFRSF1A	9	568	61	209	81	761	20	324	0	167	4	21	9	115	13	78
TNFRSF21	2	35	3	7	1	1	13	63	1	8	2	4	0	2	1	12
TNFRSF25	7	67	12	63	38	25	23	20	6	13	10	34	13	9	18	50
TNFRSF4	495	322	794	240	43	226	309	505	338	147	260	71	17	143	203	355
TNFRSF6B	0	0	0	0	0	0	0	0	0	80	3	0	2	3	4	5
TNFSF10	52	487	98	147	165	246	460	429	10	145	25	52	21	40	44	78
TNFSF11	36	3	52	0	0	57	3	3	10	0	5	0	0	13	0	0
TNFSF12	293	109	430	226	322	227	227	174	6	0	19	15	30	33	51	23
TNFSF13	67	63	133	152	129	94	86	57	10	4	6	4	8	6	6	3
TNFSF13B	64	447	15	47	148	46	30	149	0	57	2	12	22	3	1	6
TNFSF14	53	51	93	56	62	74	44	284	8	7	10	10	5	6	3	27
TNFSF15	4	3	4	9	48	7	10	7	0	0	0	0	0	0	0	0
TNFSF4	664	602	1959	198	1936	586	641	194	38	72	163	15	148	43	75	12
TNFSF8	11	41	15	38	49	20	21	47	0	0	0	0	0	0	0	0
TNIK	14	73	36	137	237	21	27	70	6	22	12	21	39	10	6	14
TNIP3	6	235	7	16	79	11	2	24	0	34	2	1	13	0	3	1
TNK1	85	82	72	72	12	165	73	129	17	13	5	4	1	10	2	11
TNKS2-AS1	21	5	36	16	8	23	49	58	0	0	0	0	0	0	0	0
TNNC1	18	10	23	27	21	32	24	15	0	0	0	0	0	0	0	0
TNNC2	1	7	6	20	8	11	1	17	0	8	1	0	1	1	8	0
TNNI1	6	4	12	16	7	7	8	6	0	0	0	0	0	0	0	0
TNNI2	84	33	43	80	27	87	32	34	5	5	5	4	5	19	11	3
TNNT1	2	4	3	8	11	2	9	2	1	1	2	3	1	2	0	2
TNNT2	32	340	70	56	38	42	55	30	31	10	5	15	1	21	22	7
TNNT3	3	23	3	11	2	4	1	12	0	0	0	0	0	0	0	0
TNR	1	1	3	2	2	2	2	1	0	0	0	0	0	0	0	0
TNRC18P1	7	7	7	10	10	8	9	4	0	0	0	0	0	0	0	0
TNRC6C-AS1	758	321	1588	392	899	602	783	608	0	0	0	0	0	0	0	0
TNS1	12	210	327	714	887	156	224	1511	20	32	38	59	44	22	29	92
TNS2	33	26	102	180	123	56	53	147	27	7	20	24	9	18	14	32
TNS4	24	27	31	109	21	127	102	31	3	5	3	5	3	14	3	4
TNXB	12	12	37	76	16	24	42	59	11	1	6	6	4	2	5	7
TOB1-AS1	14	5	24	11	15	23	14	17	0	0	0	0	0	0	0	0
TOB2P1	17	23	37	33	39	51	12	8	0	0	0	0	0	0	0	0
TOLLIP-AS1	3	3	1	2	5	3	1	2	0	0	0	0	0	0	0	0
TOM1L1	2	20	3	1	2	2	2	2	0	0	0	0	0	0	0	0
TOP1P1	82	43	53	36	61	16	46	56	0	0	0	0	0	0	0	0
TOP1P2	2	1	2	2	2	9	3	2	0	0	0	0	0	0	0	0
TOPORS-AS1	80	48	114	60	45	78	94	92	0	0	0	0	0	0	0	0
TOX	3	20	13	98	14	1102	14	70	1	7	2	25	2	210	3	17
TP53I3	80	55	180	162	136	116	50	136	37	16	33	21	31	24	17	18
TP53INP2	681	623	634	1028	1050	958	792	487	25	24	15	21	19	14	15	14
TP53TG1	181	89	360	133	125	219	233	253	0	0	0	0	0	0	0	0
TP53TG5	2	2	18	1	2	7	2	4	0	0	0	0	0	0	0	0
TP63	2	2	3	4	552	2	0	4	0	0	0	0	0	0	0	0
TP73	433	23	3156	189	441	644	281	157	197	10	621	77	126	276	124	50
TP73-AS1	911	613	1540	752	747	1112	1353	716	0	0	0	0	0	0	0	0
TPBG	2	65	1	2	10	2	0	3	0	0	0	0	0	0	0	0
TPGS1	71	44	48	201	134	58	70	53	48	19	29	44	29	46	41	30
TPH1	13	14	14	9	14	19	6	21	0	0	0	0	0	0	0	0
TPH2	6	1	10	12	6	7	8	5	4	1	2	2	1	0	5	1
TPI1P2	27	46	26	45	43	44	2	54	0	0	0	0	0	0	0	0
TPI1P3	25	45	29	173	23	46	31	33	0	0	0	0	0	0	0	0
TPK1	182	161	202	120	205	202	218	210	40	27	20	12	26	16	12	8
TPM2	55	1405	121	250	68	34	62	2464	48	240	42	128	17	59	67	155
TPM3P9	98	410	311	279	338	196	225	330	0	0	0	0	0	0	0	0
TPPP	5	3	11	37	49	11	7	5	0	0	0	0	0	0	0	0
TPPP3	3	1	7	17	80	3	4	3	0	0	0	0	0	0	0	0
TPRG1	0	4	8	3	389	1	1	3	0	0	0	0	0	0	0	0
TPRXL	2	1	2	10	2	2	2	2	0	0	0	0	0	0	0	0
TPSAB1	2	92	1	6	0	4	3	5	0	0	0	0	0	0	0	0
TPST1	20	292	74	159	97	172	53	42	1	35	5	16	10	36	22	9
TPT1-AS1	84	60	125	59	38	79	151	42	0	0	0	0	0	0	0	0
TPTE2	0	0	0	0	0	0	0	0	11	2	3	3	3	1	3	2
TPTE2P5	36	17	47	14	38	21	54	23	0	0	0	0	0	0	0	0
TPTEP1	2	71	0	4	7	2	0	4	0	0	0	0	0	0	0	0
TRABD2A	312	98	557	168	196	137	297	231	65	17	68	21	29	25	53	33
TRAF3IP2-AS1	350	166	700	190	233	445	358	268	0	0	0	0	0	0	0	0
TRAM1L1	0	0	0	0	0	0	0	0	4	2	2	3	3	0	4	2
TRAM2	422	373	1578	418	277	1467	882	4120	56	25	64	61	17	45	23	213
TRAM2-AS1	102	89	108	69	50	143	79	87	0	0	0	0	0	0	0	0
TRAPPC2	615	352	867	404	299	925	563	740	43	69	85	75	52	105	53	69
TRAPPC2B	55	32	92	30	44	43	38	42	0	0	0	0	0	0	0	0
TRAT1	17	9	10	27	24	9	20	13	3	1	3	5	2	8	0	8
TRDMT1	266	244	189	114	82	210	213	130	23	28	34	30	14	37	34	50
TRDN	1	0	4	2	1	2	2	1	1	0	2	0	1	0	0	2
TREM1	0	222	2	13	22	9	8	4	0	92	0	1	4	0	0	1
