geneIDs,disper,pval,padj,TEB,TEA,"log2FC_TE(A vs
B)
",fold change
CEBPZ,0.045815577947026,2.14609440575275E-05,0.004044756750607,0.159141196844678,0.468195097013928,1.55680247233405,2.9420106565548
RANBP6,0.083656278194428,2.39898174586584E-05,0.00445584783406,0.034712625988151,0.153322623308014,2.14303817420568,4.4169122601197
C8orf44,0.089964301899181,2.5811705915979E-05,0.00472575461456,0.047604865900009,0.422385233715762,3.14937844968998,8.87273235057444
GSTM5,0.25915026161349,2.62526451372258E-05,0.004738787325052,8.56416668046656,0.419426733069841,-4.35182215174571,0.048974611158198
RBBP6,0.047457192378429,2.76687655269559E-05,0.004925040263798,0.12457745314518,0.366928298053428,1.55845518819606,2.94538288261374
ZNF23,0.111846561309966,2.82219359620806E-05,0.004954689469726,0.018627995345833,0.125440404600725,2.75145778597304,6.73397229663714
TRIM33,0.030098078560804,2.87161453933482E-05,0.004973325937313,0.121836978529677,0.288125479227298,1.24174517554788,2.36484425914352
MBTD1,0.053631190501811,3.02194533998712E-05,0.00516390019697,0.024758765450574,0.087471754057076,1.82087784519146,3.53296105299333
CAPRIN2,0.06162237087302,3.16029891015424E-05,0.005260050757472,0.029812048681606,0.119523367217285,2.00332527174072,4.00923024424793
ATR,0.056189401641998,3.14304735961057E-05,0.005260050757472,0.139498268556644,0.451039990757045,1.69300813792708,3.23330171351838
ZNF83,0.103131969930623,3.5543319633069E-05,0.005632206981859,0.016355278544902,0.09442802087277,2.52945870305109,5.7735501485669
ARHGAP5,0.090979049519454,3.55968137898399E-05,0.005632206981859,0.054107534231781,0.239879371188577,2.14840769411607,4.43338205287647
CDK5RAP1,0.022677490174576,3.51366006390297E-05,0.005632206981859,0.316380156881697,0.146288904470693,-1.11283876795181,0.462383310990629
PPIP5K2,0.09265334143358,3.44996323319302E-05,0.005632206981859,0.061299631873419,0.277940013036199,2.18082322883239,4.53412205819003
ARFGAP2,0.036578824653046,3.65005806235441E-05,0.005636041461101,0.249400872061169,0.098426910256783,-1.34134179733105,0.394653432617681
HECTD2,0.07832140690305,3.63493184840635E-05,0.005636041461101,0.028592310726453,0.138122885049117,2.27225325083435,4.83077028542957
CNTRL,0.077307679956082,3.79421426973669E-05,0.005720782362464,0.092898854474067,0.360962348687499,1.95811564800826,3.88554143892335
PPP4R3B,0.049371733282405,3.7776866419037E-05,0.005720782362464,0.064391269647215,0.190065044876428,1.56155622636905,2.95172072111253
COX5B,0.030745274243365,3.84715821307724E-05,0.005733160425442,0.404881823239634,0.172379880996945,-1.23190947339701,0.425753568331764
ANKIB1,0.06127494057591,3.95292743516906E-05,0.005823071035532,0.047443182215929,0.160454058248545,1.7578875931925,3.38202563053779
NXPE3,0.058200596245017,4.13237633428709E-05,0.006018242625025,0.016232635499525,0.060617133146417,1.90082837017757,3.73427550616727
CARF,0.261365215867476,4.36982941732778E-05,0.006292554360952,0.006727429156669,0.127216651846187,4.24108841869613,18.9101436646244
CSAD,0.034437735857054,4.56193739778454E-05,0.006496198854445,0.054247916101528,0.164456001564529,1.60006203449184,3.03156348451695
GPBP1,0.034994614315693,5.11308039919944E-05,0.007201015208367,0.053150146811252,0.130402481732593,1.2948257443504,2.4534735942627
ETNK1,0.020300399105199,5.37319097105859E-05,0.007485088639683,0.126629742059625,0.250193018318568,0.982425234986528,1.97578400026087
U2SURP,0.047143218879919,5.46310274857076E-05,0.007528508045772,0.112785650677182,0.315513689361697,1.48411907116839,2.79746304132934
PNN,0.035352260741833,5.54843551935358E-05,0.007564760597451,0.073509333809769,0.180250847641639,1.29400669170002,2.4520810936486
ERBB2IP,0.054580439786535,5.69844134263864E-05,0.007687497289185,0.107743758789355,0.326982619217797,1.60160964964329,3.03481726358801
EPC2,0.030023922773743,5.89693605930197E-05,0.007872409639168,0.08390412336821,0.195609018630827,1.22115927079709,2.33133975755165
BRWD1,0.062798661369573,6.04374035265698E-05,0.007985214057696,0.0426724706147,0.14374368068428,1.75212098711937,3.36853429420989
BIRC3,0.246621685327264,6.45893590001112E-05,0.008345263040442,0.0085677965909,0.095466312077929,3.47799559379399,11.1424578145709
SHPRH,0.043727438856011,6.44453065852257E-05,0.008345263040442,0.163960892059838,0.449743217771129,1.45574978111678,2.74299079567702
VPS54,0.062743489852309,6.5115972537777E-05,0.008345263040442,0.024672464836978,0.08781841034862,1.83162156820216,3.55936915621831
PHIP,0.087812707851314,6.88477292156708E-05,0.008650514682628,0.097791343609769,0.39290599364692,2.00640550574026,4.01779931784954
SNX12,0.035220910033747,6.83197736630614E-05,0.008650514682628,0.178328357746533,0.071911997369771,-1.3102317518234,0.403256096105494
ESCO1,0.134910485072369,7.22432924282756E-05,0.008989029473406,0.023196734920181,0.139422360246271,2.58746829920555,6.01043037850009
KIAA1109,0.087406191541975,7.50229783277323E-05,0.00924513932931,0.091530888219685,0.366718435886728,2.00234221010039,4.00649925964401
RFC1,0.044440301860295,7.70464634596291E-05,0.00940407119713,0.099684113960957,0.267797044197974,1.42570452235346,2.68645658327125
PTPN4,0.108617759659421,7.89279880245575E-05,0.009542840514365,0.029648286919875,0.157559327871236,2.40987451444757,5.31428100035064
ATP11B,0.081831219727258,8.80569827791389E-05,0.010543554806851,0.059804955022888,0.226311011314682,1.91996985544003,3.78415151768063
ZBED6,0.064334325484404,8.88501809566122E-05,0.010543554806851,0.087549841340588,0.291767310345783,1.73664178324076,3.33258525518901
ROCK1,0.092368728009663,8.97791143398274E-05,0.010556047058525,0.080431442099578,0.327947559270477,2.02763364566632,4.07735520723927
ENSA,0.025516864765149,9.26406334976759E-05,0.010793475990057,0.14321585050662,0.068477294630221,-1.06449356200402,0.478140473892977
TLK1,0.078081795154233,9.38824932598115E-05,0.010839621924484,0.042420905822044,0.154645634464016,1.86611877528546,3.64550524009923
FBXW7,0.151300116495197,9.80853532127624E-05,0.011223766846203,0.016631028074177,0.104658300630095,2.65373747971429,6.29295435996538
AGAP6,0.073837848300914,0.000110313656493,0.012470146749796,0.0464014496228,0.205331098006265,2.14571036220139,4.4251009327384
HSBP1,0.034525973369052,0.000110923590003,0.012470146749796,0.27410124174673,0.114711150191972,-1.25670323244508,0.418499199277489
MRPL15,0.009090957737471,0.000112284195931,0.012513341348252,0.266715690310812,0.163427492785945,-0.706651995030511,0.612740452560169
TAOK1,0.067610783539289,0.000117831514772,0.013018350804424,0.03165858827912,0.105127921270179,1.73147706099692,3.32067622040861
NDUFA8,0.02154001184901,0.000120346909328,0.013034730783682,0.391147768450892,0.192958852210494,-1.01942050352639,0.493314465207592
SETD2,0.05307394881465,0.00012756256884,0.013034730783682,0.111974463229871,0.316215505649276,1.49773836169541,2.82399661965891
RPN2,0.01403369244475,0.000128104038736,0.013034730783682,0.450533659215206,0.264848535415603,-0.766467362610762,0.587855157985196
MCF2,0.561177703243968,0.000128150443098,0.013034730783682,0.014874479711652,0.360133249301954,4.59761969152038,24.2114854625707
TACO1,0.025853304138913,0.000122773381796,0.013034730783682,0.38012475213518,0.174947696243371,-1.11954930360965,0.460237580585532
CCSER2,0.1035366078526,0.000124110120341,0.013034730783682,0.035390132600771,0.157941915488449,2.15797501988603,4.46288001432947
FAM208A,0.066213117707861,0.000123329757907,0.013034730783682,0.093250919342991,0.298682513539583,1.67942292328703,3.20299805775624
ZNF37A,0.104470165439296,0.000121713342761,0.013034730783682,0.013131565990157,0.064349477545101,2.29288946175167,4.90036585075493
USP45,0.07469454056013,0.000128052794808,0.013034730783682,0.037895220874185,0.137667581180559,1.86110104401774,3.63284810075727
AGTPBP1,0.081266183580222,0.000120925851795,0.013034730783682,0.066009494073393,0.24412237386682,1.88685907872342,3.69829184867543
PHF3,0.093127526172096,0.000133793364376,0.013484391229243,0.149689798123706,0.592001918553258,1.98362595123066,3.95485815315229
CBWD6,0.148234142305311,0.000134675567833,0.013484391229243,0.107919727745171,0.751604546686202,2.80001518024872,6.96447778723973
R3HDM1,0.036640037975869,0.0001389797061,0.013807472196692,0.081150637558475,0.195310086371985,1.26709212161341,2.40675972793497
AP3S2,0.220132684775719,0.000147738350155,0.014564728427591,3.76011600162145,0.255461892615943,-3.8795971657634,0.067939896669619
ARID4A,0.072897476999903,0.000149280969233,0.014604464898436,0.090686535634715,0.307120549811548,1.75984477535256,3.38661685179629
PURB,0.02328155285926,0.00015329344141,0.014619935347049,0.01923220042573,0.04132545333868,1.10350680982726,2.14876365802602
PTEN,0.074006353409437,0.000153896413976,0.014619935347049,0.033489221483933,0.115805897044525,1.78993997626922,3.45800505097097
TRAK2,0.062343378626066,0.000154002127953,0.014619935347049,0.030043426081561,0.097245610104607,1.69458378114513,3.23683490160568
PDS5B,0.046862401669842,0.000150684121637,0.014619935347049,0.164944348961283,0.434252502038346,1.39655480973357,2.63272130735607
UBN2,0.061989732404176,0.000159824798897,0.01506113693133,0.040124940419102,0.128044650916033,1.67407583028467,3.19114868654302
PABPC1,0.16428271155828,0.000168468995288,0.015533083766944,0.025029645641166,0.153455595938044,2.6161114850934,6.13095359550986
TOPBP1,0.06225911423489,0.000168115787733,0.015533083766944,0.080645386343169,0.244339656043346,1.59922412489656,3.02980327980091
KTN1,0.112917648958172,0.000168129433847,0.015533083766944,0.059986700380209,0.267339391613089,2.15595784766345,4.45664438814992
ZNF638,0.059084398285785,0.00017293327616,0.015718530973549,0.105242669467666,0.30826813860265,1.5504660379281,2.92911744031124
MYSM1,0.059925083469406,0.000172430781581,0.015718530973549,0.04755748025284,0.145086210716895,1.60916622567223,3.05075479074043
ARF3,0.035167741802531,0.000175512287341,0.01584060193356,0.129367901869651,0.056417583950202,-1.19726291750706,0.436101870207706
USP16,0.068933093651421,0.000181550090145,0.01627095073634,0.069733728291117,0.225125669832558,1.69080204667121,3.22836130161762
C6orf48,0.307731126611568,0.000183678278187,0.016347366758623,0.001634417694247,0.023484507882557,3.84486072923017,14.3687308117282
RHOQ,0.105032337840341,0.00018533116866,0.016380719017547,0.023649984177569,0.104896861078809,2.14906038404779,4.43538821384501
SENP6,0.069725007845396,0.000190210038007,0.01651099699682,0.080214879032417,0.256674035095454,1.67799558995838,3.19983073204815
RABEP1,0.081716066144918,0.000190670065194,0.01651099699682,0.054370768605636,0.192021851513621,1.82036736680586,3.53171118301457
GANAB,0.026459229697178,0.00018987019732,0.01651099699682,0.415873095971329,0.204675225285077,-1.02280687260277,0.492157889673121
CHD9,0.177706480755926,0.000195304666954,0.016798822897212,0.070727715657129,0.46633266072734,2.72101190439686,6.59335108443213
CHD1,0.085931945973816,0.000202586123648,0.017308958404474,0.124025247029051,0.448016237809436,1.85291719123439,3.6122986935434
HNRNPF,0.020750466463388,0.000207086428017,0.017576289148746,0.249776473568475,0.133959824338653,-0.898837206628708,0.536318823085349
POLR2D,0.041670942603166,0.000213517680484,0.017879375250426,0.075053224765207,0.028984329227731,-1.37264096224996,0.386183662572854
ZNF146,0.056720957693637,0.00021345996851,0.017879375250426,0.030574908510558,0.087743488830925,1.52094388973966,2.86978745335008
CHCHD2,0.032224747050386,0.000215312294356,0.017879375250426,0.217768325817307,0.100158562903673,-1.12050836334258,0.459931730327486
ATP11C,0.062516230313544,0.00021623776247,0.017879375250426,0.088103184151925,0.268913144135653,1.60987420816652,3.05225227356074
SMCHD1,0.07224090293114,0.000223736123825,0.018234355168591,0.119049029143715,0.381508477191446,1.68015925903677,3.20463325014514
ZC3H11A,0.066413101802563,0.000222101754693,0.018234355168591,0.048715146215461,0.150077940566187,1.62326963473386,3.08072441992499
ZNF594,0.115954442852069,0.000224799322459,0.018234355168591,0.023511918517332,0.133921628979834,2.50992481215461,5.69590392553948
IL6ST,0.118275636961089,0.000235210167231,0.018840334395171,0.053186526954345,0.250251500669047,2.2342459823179,4.70516717295462
SOS2,0.079966781725556,0.000234179649226,0.018840334395171,0.05729701213724,0.197957796358975,1.78866107355703,3.45494099910168
AAR2,0.039113032626995,0.00024019127152,0.019119821961482,0.198109678164969,0.082548286274592,-1.26298919148396,0.416679725287591
EHBP1,0.045992762556845,0.000249515397651,0.019739440347515,0.145974572859269,0.386182603388895,1.40356608613785,2.64554706908583
MPV17,0.035877536946227,0.000253430994838,0.019804705060022,0.436740698461409,0.189962651694131,-1.20106117742354,0.434955231704645
ANKRD17,0.020019314147456,0.000252984541133,0.019804705060022,0.118822768606912,0.219049393784193,0.882444912752398,1.84349680075919
FRS2,0.098879421296627,0.000261714183314,0.020328054383987,0.021071633851201,0.093194024313472,2.1449352688107,4.42272416897371
CFAP44,0.21471815017502,0.00026910253375,0.020776012485173,0.017451666754543,0.171422255748102,3.29611769122447,9.82268674729766
UBTF,0.025568680874478,0.000275603566956,0.020900208959228,0.236278583986561,0.119361393657322,-0.985152585417763,0.505172291298777
ZNF658,0.17121051981715,0.000273981186621,0.020900208959228,0.032838786089301,0.384832855188442,3.55075927187321,11.7188514259309
TMEM199,0.017489949755893,0.000275034926872,0.020900208959228,0.205175608821816,0.109234884588666,-0.909425574083398,0.53239702913971
SUCO,0.097342879371563,0.000280686679702,0.021160473453278,0.051720050363613,0.201333597623908,1.96079235753629,3.89275718427283
FKTN,0.072343781214146,0.000282763869651,0.021192407914928,0.022259207411813,0.081338204503454,1.8695309211899,3.6541374990867
YOD1,0.132558343265617,0.000290075832548,0.021614022499592,0.018657982344807,0.104075752770905,2.47976910523821,5.57808185513019
RBM25,0.033910393528517,0.000293351051765,0.021731717222089,0.108632444685811,0.23806563804902,1.13190435001376,2.19147823412757
SUFU,0.046817980169313,0.000297164985023,0.02176266541747,0.269955930057343,0.102011729840914,-1.4039888581346,0.377882900439511
ZBTB1,0.065598505017879,0.000295717097513,0.02176266541747,0.042687603649117,0.12796666946092,1.58387900946072,2.99774778909535
ABCA5,0.121262439539244,0.000299484956268,0.021807949997331,0.046817060802239,0.215442483393501,2.20219649560155,4.60179429681752
BRCC3,0.055623017685359,0.000306651551156,0.022203651297258,0.133759005750608,0.376519041775658,1.49308679964067,2.8149061041742
RPP25L,0.037608222539109,0.000310008229262,0.022298560448675,0.331635718284653,0.133906568951499,-1.30837266274194,0.403776075882644
KANSL1L,0.058823139421739,0.000311442128614,0.022298560448675,0.093340526310449,0.31169487472271,1.73955892533409,3.33933058922359
MATR3,0.041100507513102,0.000320842032547,0.022843952717379,0.093955490177165,0.219890835262403,1.22673810457881,2.34037239173326
TTC4,0.068092259065496,0.000338526586715,0.023412163619527,10.5212849359331,2.99057614656511,-1.81481555047897,0.284240581333507
REV3L,0.201658888534042,0.000339783273504,0.023412163619527,0.040785864065639,0.28341569679458,2.79677854157814,6.94887072487819
PCNXL4,0.118550914266141,0.000337445220993,0.023412163619527,0.030874365714406,0.138815138338729,2.16868350481918,4.49612923623417
LEPR,0.1530357233637,0.000337159554415,0.023412163619527,0.04074505437449,0.243949114098933,2.58188338304278,5.98720796533453
SLC25A37,0.059274997986304,0.00033725046171,0.023412163619527,0.068901054861776,0.209580900902856,1.60490927454544,3.04176621567409
MAP3K2,0.086114000951099,0.00033376638431,0.023412163619527,0.045186562130156,0.158184893182139,1.8076461239232,3.50070653143518
FAM13B,0.125635188096655,0.000346212333611,0.023601368444429,0.015502000924161,0.072872756211713,2.23292511400504,4.70086129966215
USPL1,0.065385366998675,0.000345980532339,0.023601368444429,0.061237381740829,0.187525495220838,1.61460224647682,3.06227160420557
RICTOR,0.105505533571392,0.000348879956476,0.02365738371532,0.116528274093999,0.464813282698204,1.99597124754911,3.98884550820048
CCNL1,0.05819665601428,0.000350749723178,0.02365899185394,0.078160812024787,0.218025447345691,1.47997917144805,2.78944706045978
ZNF148,0.089304236640059,0.000359425267272,0.02411724725315,0.062959429325663,0.222992564235661,1.82450123458279,3.54184538557703
TOPORS,0.05401388088931,0.000368862292655,0.024621558034698,0.135023101501712,0.363427673904149,1.428462017208,2.69159625176839
THOC2,0.061882350130575,0.000384236950591,0.024955449892034,0.129778145237267,0.367312263681504,1.50095961244615,2.83030908640253
CAPZB,0.047703514890294,0.000376139387406,0.024955449892034,0.339617328164981,0.137219464316715,-1.30742493130692,0.404041410543267
ZNF431,0.041940058761971,0.000385547680916,0.024955449892034,0.056442705869479,0.151907874719324,1.42833760166999,2.69136414314729
CIR1,0.050426190438893,0.000380141178138,0.024955449892034,0.095841129665816,0.251983158448039,1.39461049476803,2.62917558804519
CIDEB,0.235736975224159,0.000378928337833,0.024955449892034,0.304375682795662,2.89342589687034,3.24885368725837,9.50610071834415
DNAJB14,0.085123898603598,0.000384076385687,0.024955449892034,0.069315370157738,0.240299852945154,1.79358856595603,3.46676144696788
RBM27,0.037741456627557,0.000389972918719,0.025115039830653,0.156927115950595,0.352978333340402,1.16948496827078,2.24931383720535
PBRM1,0.020644077141696,0.000392377464748,0.025143547941021,0.168868907585582,0.308541793291012,0.869562200493792,1.82710836294505
MRPS18A,0.014747926842069,0.000401576482438,0.025604996014526,0.338412311709125,0.194856349966129,-0.796371109080266,0.575795688348401
CEP162,0.135856516810255,0.000404468589641,0.02566172992497,0.100832830416233,0.499915232893818,2.30971804193334,4.9578617483035
SMURF2,0.060372901280301,0.000407331394464,0.025690268540247,0.045759350772795,0.138819787297802,1.60107473492789,3.03369223892782
RC3H1,0.093557103323357,0.000408927495491,0.025690268540247,0.074178072142602,0.268365043487443,1.85513208378631,3.61784872181004
TNFSF12,0.173631100431244,0.000429659457388,0.026730658281024,0.012271021497357,0.110676728326712,3.17302464691229,9.01935738198736
DNAJC10,0.045461828497902,0.000428414575098,0.026730658281024,0.070508520200645,0.171590108069036,1.28309687844749,2.43360813105631
EDEM3,0.093325428136601,0.000439545461597,0.027213597274525,0.043135891606881,0.157460185607317,1.8680264024217,3.65032875736823
JMJD1C,0.137355247078334,0.00044822939139,0.027497866597933,0.130283043214086,0.607413065384079,2.22102861663511,4.66225727001137
TM9SF4,0.020882512707912,0.000448428067959,0.027497866597933,0.412405008382042,0.225198159835146,-0.872866814623159,0.546060681267303
STIP1,0.022292929610189,0.000458737957726,0.02780686850862,0.480287475458084,0.259545209321486,-0.887912328901566,0.540395539304745
TTC14,0.115168630812271,0.00046836217285,0.02780686850862,0.044635785321352,0.186291669580622,2.06129044859173,4.1735945327147
BTAF1,0.081976904686812,0.000465308281075,0.02780686850862,0.076579287111279,0.248657580345779,1.69913427739577,3.2470605267512
PCED1A,0.075687566929059,0.000466776035799,0.02780686850862,0.06204844114359,0.210380399705125,1.76153343001825,3.39058316095758
KAT6B,0.050653311046812,0.000468529853154,0.02780686850862,0.096129840785079,0.247535310438308,1.36457808812793,2.57501009485423
PAPOLA,0.042347760647575,0.000468655087224,0.02780686850862,0.039368317565238,0.092508704191008,1.23255405677233,2.34982620320796
BCLAF1,0.043491307759136,0.000462546893112,0.02780686850862,0.113464457807556,0.266543141848876,1.23212861100274,2.34913334976626
RNF6,0.062869571151236,0.000476340279357,0.028132612996491,0.10245651485492,0.288971949843726,1.49591773561982,2.8204350914426
