geneIDs,disper,pval,padj,TEB,TEA,"log2FC_TE(A vs
B)
",fold change
FAM53C,0.065311189408955,0.164389095860809,0.627664833375107,0.072456538999572,0.047444912464234,-0.610862500032114,0.654805116547368
FXYD5,0.087221806758722,0.164405591662076,0.627664833375107,0.461975125655196,0.286354401346875,-0.690013395764427,0.619848094506718
MPP6,0.242635465762834,0.164493335139933,0.627664833375107,0.06836141407051,0.153451828573801,1.16653169256238,2.24471407825949
MICAL3,0.084552093710306,0.164549611575397,0.627664833375107,0.204055225881088,0.127470434160702,-0.678796995406328,0.624685957491645
DDX58,0.149103389669696,0.164404010620599,0.627664833375107,0.13055841358517,0.246203157296941,0.915153830643724,1.88577013565142
CPEB2,0.16335725756909,0.164753950453946,0.628044803396123,0.08790424283881,0.171903602636176,0.967595073987926,1.9555779912853
ATF3,0.132407565531527,0.164855569043005,0.628058553167405,0.126017107231324,0.069764602269183,-0.853052476697445,0.553612154745933
HP1BP3,0.067150521871632,0.164842694209276,0.628058553167405,0.213844681732803,0.140818323107217,-0.602728260276507,0.658507482936464
WDR36,0.052773866611621,0.165008111367833,0.628079582800758,0.30994098176238,0.449652605814156,0.536817302359906,1.45076847617037
PDHX,0.065240541420027,0.164990286300636,0.628079582800758,0.214212013294446,0.326663455641848,0.608765676611422,1.5249539492112
POMGNT1,0.070996124368021,0.164999772104386,0.628079582800758,0.075134428248563,0.117069654740282,0.639821128843144,1.55813596335606
SH3YL1,0.173919215117007,0.165084968371928,0.628185556607668,0.041339334129241,0.083427545145781,1.0130086439215,2.01811535921113
CGGBP1,0.056427994477947,0.165242720657213,0.628303939662368,0.068666585295389,0.101193549542398,0.559437203087036,1.47369421541912
ALG13,0.033674692730889,0.165222896943954,0.628303939662368,0.17584525802496,0.239671772432347,0.446753573539584,1.36296977879454
FCGR2C,0.445695654024572,0.165263153917123,0.628303939662368,0.939754488854312,0.314513759958165,-1.57916076519027,0.334676517844144
DHX40,0.072760674800555,0.165539423840889,0.62840571652144,0.075069988825668,0.117052002248748,0.640841439513576,1.55923830654315
APLP1,0.398111157663617,0.165641066947476,0.62840571652144,0.85781910920505,0.272208676594881,-1.65596040134477,0.317326431264909
CCDC6,0.064522741556587,0.165566101617103,0.62840571652144,0.099659547810156,0.150378511420262,0.593518492368297,1.50892227312451
ATP1B3,0.149421753358548,0.165455873431101,0.62840571652144,0.288723792030172,0.154781851082112,-0.899453678034875,0.536089700103194
OAT,0.14520068354499,0.165682187587855,0.62840571652144,0.349214868322185,0.188115811042279,-0.89249387330595,0.538682135574833
COMT,0.05720543422653,0.165508568877518,0.62840571652144,0.18776971659881,0.127036237519202,-0.563724315279011,0.676553385819016
TMEM168,0.064304634990836,0.165674528991439,0.62840571652144,0.071892095456064,0.109941962880361,0.612837082272002,1.52926357456851
DNAJB11,0.066139262121334,0.16551332305891,0.62840571652144,0.286221293384546,0.188629480083232,-0.601575838925933,0.659033707285374
BRF2,0.041951543343733,0.165774978434766,0.628416614561281,0.262677504831534,0.182703374639079,-0.523789374646104,0.69554252373554
FXR2,0.073442114850359,0.165783128420076,0.628416614561281,0.165320045750888,0.10653745776622,-0.633900907745639,0.644431576838275
NT5C3A,0.086282755513961,0.16583509833433,0.628427741056407,0.098181490223729,0.161046982183489,0.713958657119346,1.64029881616694
ADGRL3,0.317306687036248,0.165929459104344,0.628599452521807,0.971566008277194,0.312993931820173,-1.63417732883118,0.322154057628242
CDC16,0.020898833171509,0.166085856395967,0.629006009329406,0.184642450473541,0.145501850573185,-0.34369677363659,0.788019494975426
ARHGEF9,0.1303693226372,0.166272234519554,0.629309522947602,0.041208480974724,0.077103227322591,0.903849964494868,1.87105240229272
C19orf73,0.411242260248671,0.166215551980093,0.629309522947602,0.028725961874525,0.138613384167909,2.27063946057284,4.82536963508386
PRELID1,0.120016943045407,0.16633166096462,0.629309522947602,0.204409705814961,0.357522378081814,0.806569845868242,1.74904795570449
DYNLL1,0.069081962877407,0.166386046791753,0.629309522947602,0.332720380389177,0.21775260337847,-0.611620272173175,0.654461272025983
KBTBD4,0.092527027716708,0.166411514768213,0.629309522947602,0.161638996667651,0.098438609905504,-0.715479111377377,0.609002851631805
POR,0.067934890784657,0.166472134455707,0.629353060526355,0.340633630482858,0.223717117166603,-0.60654523326956,0.656767556537144
CXCR5,0.152333862351513,0.166608833159969,0.629604941494189,0.333046071585808,0.178059569537351,-0.903361791628766,0.534639453002751
KIAA1107,0.335040788020592,0.166655951592562,0.629604941494189,0.141233484162514,0.395350782877334,1.48505111279496,2.79927090393389
RRAGA,0.114743690003705,0.16668613970738,0.629604941494189,0.265259651936938,0.153540312440477,-0.788787758114075,0.578830256766601
PM20D2,0.107727788561028,0.16694071187984,0.630380719932831,0.087779753144624,0.149765250202228,0.770742798192455,1.70614799924851
ALS2CR12,0.579319513566279,0.166993574274284,0.630394594373849,0.035234945670941,0.16284647366187,2.20843358473488,4.62173193575191
CAB39,0.040489171076424,0.167084600376021,0.630552484811272,0.095438487210991,0.132210714639817,0.470196020417812,1.38529767710516
PGPEP1,0.090629896467938,0.167191907670266,0.630771707006808,0.05636661219509,0.032757264538372,-0.783025972881273,0.581146591265698
AIM2,0.157895182710192,0.167392804018754,0.630972404795396,0.155763472682948,0.299337765230286,0.942417350648284,1.92174558049036
FLG,1.31558601300398,0.167354898684631,0.630972404795396,0.301806927617919,3.30856500599071,3.45450779890189,10.9625217423083
NDUFB4,0.050426886978962,0.167329069080941,0.630972404795396,1.35676022632472,0.943567105206677,-0.523968753671215,0.695456048090877
RNF41,0.018533432483183,0.167733416698889,0.631784288493714,0.115830001773389,0.091665858473268,-0.337552584086371,0.791382690752297
MRC2,0.513930191916791,0.16769835967159,0.631784288493714,0.508172225206278,0.158529630803785,-1.68056500525355,0.311960439670692
SLC36A2,0.450731646926571,0.167756080972543,0.631784288493714,0.390475412543776,1.6925578213817,2.11590150746194,4.3346079343522
BCAS4,0.272078985576429,0.168234517376518,0.632153116271764,0.458087124285771,0.198131331265183,-1.20916497562719,0.43251888289613
RPS24,0.143447333847519,0.168138373043778,0.632153116271764,0.116296226596292,0.212990709774266,0.872986217183473,1.83144987595889
PTTG1,0.168428808763215,0.168025580404142,0.632153116271764,0.677237219927668,0.349351354376583,-0.954982530370439,0.515847836026933
MAP3K5,0.093886603714454,0.168060999585757,0.632153116271764,0.135873039226954,0.222478387320991,0.711405976186933,1.63739906450003
CCDC115,0.158978166569602,0.16819292191667,0.632153116271764,0.172210302376064,0.090488638081911,-0.928362892400342,0.525454266286038
KIF13A,0.276765639746587,0.168248617322331,0.632153116271764,0.061311656442739,0.144246792878813,1.23430595572427,2.35268138634501
BRIX1,0.046796542807387,0.167908947781882,0.632153116271764,0.190901504251093,0.271385854214339,0.507517052486494,1.42160144457209
SPATS2,0.051082310822872,0.168024475080848,0.632153116271764,0.077154843212943,0.113921003782504,0.562205136846886,1.47652433779288
MGRN1,0.027448477401461,0.168376809350928,0.632265241637081,0.320446658352941,0.245062166198945,-0.386936453742305,0.76475182315377
SWT1,0.214957877558541,0.168377127786155,0.632265241637081,0.152876314139147,0.330905118116338,1.11405270566923,2.16452836385857
ACAD8,0.031254929087841,0.16843326062055,0.632290763946386,0.176038601371296,0.128140621783481,-0.458163918565158,0.727912064656833
TCEAL6,0.155513626772543,0.168542483009071,0.632330346090239,3.28690978152209,1.3426980750027,-1.29159692766204,0.408498609408419
DNM2,0.029924989655235,0.168528370875469,0.632330346090239,0.310703689394678,0.235400290246592,-0.400423273374005,0.757635967262588
BOLA1,0.094559738458948,0.168593483482565,0.632336577205898,0.210643886364718,0.118958676886356,-0.824345538095005,0.564738331310435
MSTO1,0.048441414258501,0.168756420953142,0.632753482821322,3.24329550814654,2.02086838213211,-0.682485115869767,0.623091043371187
TMEM140,0.126558467768542,0.168803383096606,0.632753482821322,0.165533315437981,0.092473929933563,-0.840002998482947,0.558642407958109
NUP214,0.02867090821209,0.169116479002138,0.633022610754171,0.329773253498409,0.250792157281982,-0.394982159482294,0.760498780969791
MED12,0.058800554444513,0.169094194958194,0.633022610754171,0.429743054383852,0.291458639832101,-0.560183153989508,0.678216056917971
ZNF672,0.102493902645861,0.169016826793407,0.633022610754171,0.027283294282022,0.046832861679713,0.779503344296217,1.71653984286545
DDX59,0.07448217925208,0.169122145694622,0.633022610754171,0.121825421673693,0.190164339330881,0.642431513273717,1.56095777645023
KARS,0.0311921502576,0.169034547144005,0.633022610754171,0.249903393390305,0.1882973138519,-0.408358072248976,0.753480420163054
RNGTT,0.058967042078837,0.169185163442061,0.633073592605387,0.108407548400379,0.160736928061001,0.568236200259018,1.48270974145965
C10orf12,0.115873353687497,0.169354778939527,0.633191396258093,0.119027934170018,0.209382257761847,0.814839005722794,1.75910183791621
AKT3,0.495536156159347,0.169359376983797,0.633191396258093,0.024511824659636,0.076335789515782,1.63888173104409,3.11424345497559
SUSD6,0.155484469441859,0.169364864729459,0.633191396258093,0.098700233093574,0.052471423650381,-0.911521558203899,0.531624110762079
GNA11,0.070775709653416,0.169494384136649,0.633490821550101,0.239426915352594,0.150542452482182,-0.669414963350768,0.628761608779383
ARAP3,0.242881809260517,0.169567099618109,0.633577827610986,0.39649731833353,0.170327823771685,-1.21899698383632,0.42958127557475
HAX1,0.059217809007471,0.169665280014004,0.63375990342742,0.161113323501325,0.108923299814268,-0.564763210372735,0.67606637022401
PLCL2,0.193079084928391,0.169849803732811,0.634264302051195,0.109473196123483,0.220900794367331,1.0128209291285,2.01785279127286
PITRM1,0.033204818543302,0.169954995965524,0.634472248265119,0.399205519213591,0.297169972086298,-0.42584332247923,0.744403465843118
FAM177A1,0.042170755054398,0.170031253269691,0.634572085586594,0.204388452892758,0.289634178332873,0.502918165712762,1.41707701307785
GSTO1,0.227465304844318,0.170176461231225,0.634929119982353,0.442423714455746,0.206076395613644,-1.10224945259732,0.465789669225014
COQ6,0.046866132613706,0.170322291860861,0.635103431041256,0.318670800446396,0.216636182832025,-0.55679260845838,0.679811838827277
GLIPR2,0.065723451493684,0.170317402017829,0.635103431041256,0.095650015913789,0.062998862282271,-0.602439433869212,0.658639328811533
AP4S1,0.111261961233933,0.170499565171393,0.635261852108449,0.066887214686576,0.117703604957585,0.815356132070929,1.75973249161483
FAM101B,0.854682687731159,0.170497922467821,0.635261852108449,0.007410672659771,0.036514164564171,2.30077981675774,4.92724024397774
CLK1,0.109617446693129,0.170513480903017,0.635261852108449,0.066757816404978,0.113619412828211,0.767200681254096,1.70196418856712
CENPT,0.061278095579454,0.170674329319389,0.635676316349111,0.355410345484001,0.237172745332304,-0.583547444414102,0.667320882315117
DYNC1LI2,0.045957858126307,0.170973630441151,0.636321720500373,0.084738103786933,0.120701189906173,0.510357148152082,1.42440277174087
PSTK,0.162770152482998,0.17099592833147,0.636321720500373,0.121463991756995,0.059746060117179,-1.02361320285091,0.491882896757654
SETBP1,0.108492181856785,0.170996567213115,0.636321720500373,0.086474947678457,0.146460008008609,0.760152639030624,1.69366980773666
NCOA1,0.111714270123279,0.171692775819099,0.638727028997845,0.115328747286738,0.196645370144079,0.769844050068621,1.70508546022064
PDE7A,0.142025480050969,0.171819022062595,0.639011197549106,0.02753656779819,0.05018505216643,0.865908964374799,1.8224875567001
RAB37,0.170258208148768,0.172269972872649,0.640502457886821,0.081023890197584,0.037573233999616,-1.10864205793415,0.46373031346669
KIF3A,0.170920632795042,0.172369777794401,0.640687665955058,0.088960859244817,0.172313456516645,0.953792742920101,1.93695809572214
GOLGA8R,0.588755294413013,0.172508722956689,0.641018206266434,0.16813346138207,0.623542433985525,1.89088086955507,3.708615934389
OXSR1,0.059331305032665,0.172677518943442,0.641393658553703,0.119656416123258,0.081086209584714,-0.561369278237885,0.677658684856374
ARHGDIA,0.06628675712183,0.172709856091513,0.641393658553703,0.239454915269895,0.15941731984134,-0.586945670988294,0.665750876993515
PLEK,0.191369599580093,0.173016306199253,0.642345591034075,0.20797983775104,0.104055452608751,-0.999091109844012,0.500315096568685
CIZ1,0.049310599851008,0.173072410172699,0.642367798660097,0.13078921542235,0.186599416576441,0.512700891024193,1.42671867840071
ATPAF2,0.089817976476567,0.173202846564593,0.642665802423806,0.240505220441608,0.147682353498405,-0.703570760301063,0.614050510950386
SART1,0.02323653795752,0.173316464396189,0.642715222135866,0.23026088220541,0.180091276692704,-0.354541038866932,0.782118417022519
PCDH1,0.608518264847787,0.173282273437384,0.642715222135866,1.23996313256666,0.35029913842923,-1.82363788114533,0.282507704647741
OGFRL1,0.264365068399828,0.173584869628876,0.643524353243759,0.115954848452883,0.265289719865639,1.19400562629823,2.28787086874973
ZBTB5,0.111266845854279,0.173773037423551,0.644035641301397,0.038090795135435,0.065254392890466,0.776632622303158,1.71312761149899
IGF2R,0.208676168046459,0.173971482347747,0.644584711699544,0.424280491429879,0.206319170544619,-1.04014046626347,0.486280125322986
DND1,0.168145577191122,0.174044340113622,0.64466828407404,0.292758657667069,0.612362818308321,1.06467485159943,2.09169840847102
CYP4F2,0.488369874335524,0.17435354814624,0.645024375573659,2.18673809332039,0.589416166579607,-1.89142190191424,0.269541271714267
DNAJB12,0.026564677770131,0.174257027208512,0.645024375573659,0.212344945712761,0.161482866761877,-0.395028665772398,0.760474266151427
PPIL4,0.086061028914573,0.174392124013946,0.645024375573659,0.287526352799331,0.458064408691766,0.671856280558486,1.59312147993424
UGCG,0.094453877602528,0.174268137665393,0.645024375573659,0.097647348931797,0.158705683810805,0.700701015667867,1.62529434282599
C4orf29,0.072018551698588,0.174387438992916,0.645024375573659,0.120373887719506,0.190668901219008,0.663547086788537,1.58397227863324
TPP2,0.151071299628226,0.174489845255477,0.64519961246226,0.181417037902671,0.335321344047252,0.886234363323131,1.84834538102838
TRAPPC11,0.055628857217502,0.174923702603284,0.646430845606599,0.203034625899893,0.295759752448264,0.542699952830231,1.4566961233208
NPRL2,0.056872030322127,0.17492057768834,0.646430845606599,0.339567697039179,0.23099903567494,-0.555812393323296,0.680273882613419
AP5Z1,0.049285560923165,0.175002229332608,0.646534612604988,0.477435927747977,0.334896028959341,-0.511593866062669,0.701447062308478
KIAA1211,0.862748571056273,0.175175496321828,0.646988230795548,0.082657232598217,0.374485723867495,2.17969775381241,4.53058627897463
COG8,0.056529427679069,0.175284759994356,0.647205267671469,0.631740967032151,0.429962339485364,-0.555122831587891,0.680599109323682
DENND6A,0.052016173970133,0.175458084036814,0.647597346477597,0.047816541449076,0.071366187680314,0.577730922748317,1.49249999095645
PIAS3,0.130971175964801,0.175492008763787,0.647597346477597,0.357594229344126,0.201517248087684,-0.827420129375039,0.563536073994518
BRAF,0.095008077183673,0.175633183675716,0.64793174495912,0.232612537276036,0.380510085436409,0.710005836108606,1.63581073441827
PGAM1,0.349069689221957,0.175698412227396,0.647985856433469,0.844498595460133,0.332421611817624,-1.34508084410327,0.393631929768338
EVI5L,0.092110596910883,0.17587958584568,0.648426228550669,0.182885324896407,0.111019761611648,-0.720122814469522,0.607045763100637
ZNF674,0.080060618175885,0.175919007230858,0.648426228550669,0.074571743984954,0.129406660934233,0.795210892050479,1.73533102511782
GOLGA8B,0.419888735886221,0.176011873016265,0.648581990965054,0.029981997028452,0.083770489633669,1.48234562508917,2.7940263470166
C16orf91,0.059937289156944,0.176262648922283,0.649319375851674,0.192622257844724,0.126482200487084,-0.606840046330862,0.656633360559212
ZNF248,0.106745546447634,0.176457276200539,0.64984955511095,0.031244771506945,0.057933171416219,0.890774854435847,1.85417171008409
CBX5,0.119552845329073,0.176631932092901,0.650119138915169,0.063550006426292,0.036891676990847,-0.78459689977618,0.580514134701715
ZNF70,0.062233502042157,0.176615233814104,0.650119138915169,0.129426445423013,0.077979784126842,-0.730960364169324,0.602502710106699
ZNF8,0.048620013635307,0.17672137581247,0.650261599888777,0.434919481020795,0.297729620894919,-0.5467455704464,0.684562623398981
CTR9,0.09221285583498,0.176840770873329,0.650483048823091,0.250027945037621,0.402695961723149,0.687601654317061,1.61060381335597
BCAS3,0.084844222818066,0.176883070002222,0.650483048823091,0.353170260608948,0.221338403299544,-0.674110075620738,0.626718690633533
VPS36,0.061388441061028,0.17693708323714,0.650495025463909,0.061932464002235,0.092706100616151,0.581968434675439,1.49689023535065
NFE2L2,0.109311439191057,0.177137005215224,0.65104326321718,0.220400614921863,0.370227274093198,0.748282931262571,1.67979238272294
ASTN2,0.147107099492013,0.177614889041183,0.65261250514673,0.0751232725369,0.165391585515426,1.1385540211499,2.20160251184728
BBS10,0.135527432452833,0.177839868928394,0.653014992042256,0.04988357910652,0.091173213338009,0.870045042199283,1.82771996258167
SCN8A,0.432710884341352,0.177928242213761,0.653014992042256,0.039164283583524,0.123518548589581,1.65711723227719,3.15385696577745
LMNB2,0.112347137221311,0.177878433231052,0.653014992042256,0.110466970860839,0.065383333337229,-0.756620239829859,0.591881291101893
COX19,0.089995711148173,0.177855227782829,0.653014992042256,0.054553822132214,0.032783625683679,-0.734704860545422,0.600940949732659
CNPPD1,0.102775504859959,0.178079973180976,0.653384751298994,0.426723621139977,0.258573519266552,-0.722727437549357,0.605950799198277
EXOC3L4,0.836491361906423,0.17820905540994,0.653671223278131,0.260200150886691,1.36988554623144,2.39636165745936,5.26473770888773
ADRBK2,0.104671769811315,0.17840730551846,0.654211166673699,0.036003174921384,0.059835721219971,0.732882878055325,1.66195679549452
HSCB,0.04065129739396,0.178507897558966,0.65439279608573,0.263678974138724,0.375217436153464,0.508944335937626,1.4230085556843
PPID,0.055599062347885,0.178561364396827,0.65439294906493,0.135161972081026,0.196841644838742,0.542346171597564,1.45633895250315
INCA1,0.597797853978305,0.178648652338206,0.65439294906493,0.050427241408188,0.203468387265118,2.01252945062201,4.03489030102054
INSC,0.32588125880839,0.178661121159347,0.65439294906493,0.18264019775657,0.511304874221189,1.48517945238927,2.79951993318949
ARPC3,0.11771164871536,0.178776820694934,0.654442654677597,0.492535256314956,0.288507160235996,-0.771619873807687,0.585759408157997
RGPD4,0.290757696152595,0.17872996816407,0.654442654677597,0.877113658402247,2.09144891430792,1.25366705153726,2.3844673883174
SDE2,0.05606038899353,0.178862305239945,0.654568619062003,0.220500782578908,0.150821741820811,-0.547939359678969,0.683996401540382
TBL3,0.079395116823647,0.178979941330993,0.654812140479018,0.587888155643698,0.377449012029016,-0.639259941682261,0.642042212290764
ABCA9,0.894889088135861,0.179038740231289,0.654840323859646,0.050075665818498,0.239164413597837,2.25582113638911,4.77606058129518
CIRH1A,0.032847003809376,0.179113348903418,0.654926299442569,0.296700693189999,0.222503488426378,-0.415180342492878,0.749925745147795
TMEM104,0.063127380146454,0.179265354403813,0.655295146046569,0.210253518521049,0.1387796244049,-0.599334176409447,0.66005851117781
NEK6,0.202181036914711,0.17934595227941,0.655402829886775,0.246459771283471,0.12217550952537,-1.01239705877935,0.495721913921793
KLF14,1.34764049412933,0.179538302481035,0.655830692119106,0.305382053537974,0.405445521730258,0.408892796261313,1.32766649851557
GLE1,0.071702572839973,0.179590912348409,0.655830692119106,0.263843097340621,0.173339626292609,-0.606078740861449,0.656979955283147
EPS15,0.117722981968818,0.179616551914643,0.655830692119106,0.10199190970459,0.173928763746436,0.770041822404531,1.70531921845767
TLK2,0.075688665005305,0.179725717936083,0.656042381392434,0.15582208251667,0.240846664876258,0.628215245169065,1.54565168804294
NDUFB8,0.044906599142969,0.179859025051587,0.656342045860232,0.695202004413126,0.498102501828738,-0.480989584470547,0.716485997834867
PNPT1,0.101499540430523,0.180024287419634,0.656384428896168,0.176829730191256,0.292175447994892,0.724474097211877,1.65229821749364
RIOK1,0.067215231641498,0.180011728489484,0.656384428896168,0.161773657073316,0.243478718122252,0.589818974313118,1.50505788474515
ZDHHC4,0.12841433131113,0.179958979094529,0.656384428896168,0.066721097646013,0.119200213766234,0.837171894802524,1.78654455594613
FADD,0.066501830575377,0.180121443945289,0.656551884414911,0.255523493392872,0.169156771881057,-0.595095007883791,0.662000858061906
KCTD13,0.05003782698577,0.18029029551662,0.656980502513791,0.109710443504741,0.162155761197763,0.563679417288289,1.47803395937193
CAMK1,0.325609434646982,0.180458998540598,0.657221518981616,0.524914168931853,0.207845969009877,-1.33656677210212,0.395961818734712
MOGAT2,0.944515585303464,0.180443491034194,0.657221518981616,0.05389257699228,0.4266802071935,2.98499670934086,7.91723519279139
ISCA2,0.076148433038363,0.180803602631278,0.657599155272335,0.185317618066794,0.118577835512821,-0.644165676764171,0.639862721903118
POMK,0.104967019022658,0.18062013465927,0.657599155272335,0.567520905662006,0.331500406521324,-0.775662898144983,0.584120167581549
RPL7A,0.314408643463959,0.180790762279755,0.657599155272335,0.116645325844292,0.279170017423653,1.25901550839049,2.39332365358826
FUT11,0.061699412880933,0.180819243381688,0.657599155272335,0.434758200213603,0.292168489910332,-0.573412645990106,0.672025253961364
GLRX5,0.122429435405198,0.180693970774823,0.657599155272335,0.106923816245481,0.186652957918934,0.803775136225493,1.74566307557156
HMOX2,0.057828927132332,0.180968878215974,0.657770034944958,0.347369293077263,0.237837202677907,-0.54649582741309,0.68468113738829
COX15,0.031013479106846,0.180938225462909,0.657770034944958,0.138555763379769,0.10400392849877,-0.413828698820593,0.750628670809632
UNC45A,0.035188609967984,0.181069228408062,0.657948180118437,0.266366111768148,0.198306587365438,-0.425677946340933,0.744488801706311
TRIM35,0.05159762879211,0.181310127632709,0.658077200719571,0.14270133324064,0.098697922910687,-0.531907185074752,0.691639809308935
LRP8,0.063569399281533,0.181245314117852,0.658077200719571,0.072216959323105,0.108008916446265,0.580740833557765,1.49561706084887
NUMA1,0.077816786181517,0.181286845161011,0.658077200719571,0.26169577799546,0.16980856362267,-0.623981431869032,0.648877734762752
SZT2,0.106537929681729,0.18128971560332,0.658077200719571,0.247475968586191,0.148885938893172,-0.733080928431746,0.601617764115621
ZGLP1,0.288707524113593,0.181536117892606,0.65812235874477,0.049604438681925,0.157987934081933,1.67127325443805,3.18495558623267
FAM118B,0.047048061308967,0.181571964752273,0.65812235874477,0.188524404150681,0.130783575622839,-0.527569917686415,0.693722259524066
PARD3,0.531622520111366,0.181511753637254,0.65812235874477,0.230491548804033,0.069071680289143,-1.73854762854958,0.299671205506405
MTMR9,0.127091000297475,0.181495362606128,0.65812235874477,0.049736559219456,0.087160167407477,0.809362262215305,1.75243661353601
P4HB,0.040534560565795,0.181579327443938,0.65812235874477,0.16338859332149,0.119519914275928,-0.451056249373423,0.731507088997065
DAG1,0.0972836158963,0.181776356564327,0.658464043450656,0.335070996332846,0.206055971753307,-0.70143053731551,0.61496212447054
CDS2,0.036205032343521,0.181736869373297,0.658464043450656,0.182451649830136,0.134996286746084,-0.434594472079078,0.7399017047627
ATP5O,0.025526161513928,0.181848096503151,0.658537780385526,0.190157295160838,0.244523859804674,0.362781957982505,1.28590312350547
PTPN23,0.079652461244424,0.18212173196005,0.659342405875706,0.425097285389146,0.274199289277842,-0.632568214491928,0.645027147201922
MAGT1,0.084190017629577,0.182188254617462,0.659396970115049,0.164620817590149,0.104669859106619,-0.653300725976535,0.635823953731123
DDX18,0.053069906304472,0.182427487679032,0.660076420692963,0.216910089547149,0.309916100496462,0.514780545171103,1.42877678554965
ZNF471,1.27192284371356,0.182536594900577,0.66028478697313,0.011036110899951,0.082716448902333,2.90594239141272,7.49507228154986
FBXO7,0.069686755633042,0.182821965322907,0.661130447962295,0.226609561365804,0.150585925591049,-0.589621798435662,0.664517086937764
HIST1H4J,0.553042696934997,0.183043178733118,0.661743689321195,280.246436506648,77.1792339738716,-1.86041139855765,0.275397735421484
UGT8,0.079789818150171,0.183407172705152,0.662593589074462,0.196916267222054,0.312802816488813,0.667671205812107,1.58850673386003
NHLRC3,0.09099256694749,0.183464125853075,0.662593589074462,0.051861451775588,0.08484727937656,0.710205807952255,1.63603748972758
CTDP1,0.025253057492919,0.183425791501572,0.662593589074462,0.244949590700276,0.189351089431171,-0.371421159154731,0.773020640246193
POP5,0.068457537272218,0.183536769757673,0.662593589074462,0.248921505183112,0.164364188426424,-0.598794875375686,0.6603052970675
PBX3,0.13878336458628,0.183508080129315,0.662593589074462,0.063834005277161,0.115077122769823,0.850203977548072,1.80275579246781
MYBBP1A,0.082363241758841,0.183793750127079,0.662651420157073,0.480062401948053,0.308066338169027,-0.639980899445794,0.64172144479326
BNIP2,0.055356614678413,0.183948891267673,0.662651420157073,0.145158912760622,0.209460838746165,0.529047383541209,1.44297607885491
TCTN3,0.118184776122804,0.183656148631353,0.662651420157073,0.255216021516636,0.149639199057156,-0.770230749991091,0.586323688332402
SEPHS2,0.086683154334085,0.183954502624106,0.662651420157073,0.071070513301456,0.113129113414609,0.670647225845537,1.59178691920734
GPR65,0.20742263467587,0.183966428910648,0.662651420157073,0.044819778445471,0.094174398453416,1.07119939558014,2.10117947298625
FGFR1OP,0.123356090244293,0.183820906056163,0.662651420157073,0.09323088779215,0.163504941739509,0.810454329870214,1.75376364648623
NHP2L1,0.03371539473047,0.183776270365848,0.662651420157073,0.220315100321773,0.165600025151076,-0.411865488301712,0.751650816985378
TMEM106A,0.058561549148988,0.183699307672811,0.662651420157073,0.110169117730977,0.072316163217235,-0.607329826994607,0.656410477878426
ATP6V0E1,0.136478744748268,0.184036272962158,0.662709062661828,0.21874893680625,0.123779220228251,-0.82150686643335,0.565850614112401
ZNFX1,0.083863408154057,0.184111378686374,0.662709062661828,0.269137157782039,0.172347625805117,-0.643020162163675,0.640370981195739
GID8,0.071979356003082,0.184137560248031,0.662709062661828,0.179676248671689,0.118433682763544,-0.601320267672371,0.659150464455382
OCIAD2,0.069441660324351,0.184299272548382,0.66291874178503,0.157102602163682,0.102728121842274,-0.612875903104627,0.653891917940634
GAB1,0.288487477027443,0.184264635355176,0.66291874178503,0.054321756990295,0.125462708066751,1.20765655996861,2.30962168784719
TIMM50,0.065758546725834,0.184426529764054,0.663190349454579,0.343948018993199,0.230658986952255,-0.576429042413605,0.670621646920478
AOC2,0.308111569208978,0.184529144683504,0.663373216904288,0.014175792075065,0.064613355534881,2.188403051509,4.55800671967634
UBE2A,0.049241039237203,0.184695015115906,0.663384832282184,0.19846693273031,0.140527663757191,-0.498044492900374,0.708065881927794
PLA2G15,0.09187637618098,0.184686560400739,0.663384832282184,0.224754531865073,0.136798219619982,-0.71630075180343,0.608656112447627
RPL10,0.415910481795107,0.184683746088395,0.663384832282184,0.143296709744494,0.388346806147932,1.43834011689664,2.71008878599081
FGFR1,0.496126064600884,0.184739424657859,0.663384832282184,0.236739615506624,0.078637618355857,-1.59000961028337,0.332169240824234
PAK1IP1,0.058323168623454,0.185037290474227,0.664189355018624,0.165110573881651,0.241742671697405,0.550039640667677,1.4641259249131
TRRAP,0.048154322250397,0.185067118193782,0.664189355018624,0.364000934479998,0.259673463994735,-0.487243561495001,0.71338680590394
CSTF1,0.053196857685472,0.185215938108122,0.664537363604057,0.484087639378741,0.337380919017013,-0.520889874527697,0.696941817085009
LRRC75A,0.137589370601786,0.185442807085953,0.665165131713846,0.0526479956798,0.11832027172249,1.16824675699509,2.24738416334218
TNKS,0.038213810777835,0.185633319574717,0.665662177859423,0.129996965324605,0.177194947243998,0.446859520605139,1.36306987475853
SAP30,0.186125542141711,0.185915422488528,0.665669171494098,0.187910044738774,0.092776101656006,-1.01821705593434,0.493726143192506
ZC3HC1,0.036501306849616,0.185946912761304,0.665669171494098,0.320660700962777,0.235317556408198,-0.446438592867012,0.73385218613214
HERC2,0.022665345444903,0.185924873262169,0.665669171494098,0.256573296928655,0.201809127243978,-0.346379603748956,0.786555458653575
MYL4,0.631461917841482,0.185843608366768,0.665669171494098,1.35379540879504,0.3116415929534,-2.1190500299926,0.230198441307154
JAGN1,0.059861132177766,0.185899950372715,0.665669171494098,0.162607053671202,0.110768927810234,-0.553836598334165,0.681206167318008
