,log2FC_TE_v1,pvalue_v1,log2FC_TE_v2,pvalue_v2,log2FC_TE_final,pvalue_final,pvalue.adjust
DIEXF,-0.293072127065328,0.335216625498553,-0.29239145841721,0.484944167578597,-0.29239145841721,0.484944167578597,0.768210154705405
DIMT1,-0.624291224323046,0.004560925366024,-0.623864533276968,0.031582303544208,-0.623864533276968,0.031582303544208,0.164005232097921
DIP2A,0.005527356378293,0.969744283152881,0.005735313073824,0.98475482906808,0.005735313073824,0.98475482906808,0.999899522891475
DIP2B,-0.139748359177141,0.594896949108297,-0.139690741886954,0.65888986550058,-0.139690741886954,0.65888986550058,0.876657394987638
DIS3,1.0152065743796,2.44948129665155E-05,0.991719514315724,0.002236978785032,0.991719514315724,0.002236978785032,0.027570187805893
DIS3L,0.226197456140085,0.227457944962358,0.227247746923919,0.430368436754958,0.227247746923919,0.430368436754958,0.726933670064446
DIS3L2,-0.589323861012522,0.000307421908694,-0.588714839480565,0.010654926912856,-0.588714839480565,0.010654926912856,0.079655020139919
DKC1,-0.239902487503529,0.321105848085758,-0.239908400915942,0.489051275988559,-0.239908400915942,0.489051275988559,0.770811431687958
DLAT,0.264761563489955,0.138279274963828,0.256825813410891,0.259862195476261,0.256825813410891,0.259862195476261,0.564785566734839
DLD,0.305014781449814,0.246345791250273,0.303884575781565,0.500860088515385,0.303884575781565,0.500860088515385,0.780058818404424
DLG1,0.946002626004323,4.57880281445085E-05,0.915100893992735,0.009040147620431,0.915100893992735,0.009040147620431,0.071665699218418
DLGAP4,-0.892005691777454,0.001925878676738,-0.885984257639614,0.021351193501596,-0.885984257639614,0.021351193501596,0.126562900861973
DLST,-0.856968098469091,0.002219459552287,-0.851170032232415,0.027591551943501,-0.851170032232415,0.027591551943501,0.149589389125968
DMAP1,-0.707768914586029,4.36079163363861E-05,-0.707248254107027,0.00324541870042,-0.707248254107027,0.00324541870042,0.035872471649141
DMD,0.357581073327621,0.551331027919169,0.357800644504454,0.73140518848577,0.357800644504454,0.73140518848577,0.912288817746768
DMTF1,2.25630138820695,6.39988947599655E-26,2.23787141390798,2.68502898800616E-11,2.23787141390798,2.68502898800616E-11,2.46754163997766E-08
DMWD,-0.117011960840121,0.635774928774887,-0.115484266474746,0.719273694058508,-0.115484266474746,0.719273694058508,0.905744531832677
DMXL1,1.42426430337343,4.18127746246445E-08,1.4059341739986,6.34712056216715E-06,1.4059341739986,6.34712056216715E-06,0.000371191150695
DMXL2,1.78103539842259,5.02898542436929E-05,1.58286549726202,0.024304981282142,1.58286549726202,0.024304981282142,0.137514463138101
DNA2,0.578087322406766,0.229907902009696,0.412838376552267,0.399687663674998,0.412838376552267,0.399687663674998,0.704967696374579
DNAAF2,0.308003898348962,0.202915374989259,0.308798485117286,0.370191435109748,0.308798485117286,0.370191435109748,0.679635131866726
DNAAF5,-0.086634921364647,0.636879255038983,-0.086209056021144,0.718112454540988,-0.086209056021144,0.718112454540988,0.905298016840263
DNAH1,-0.486410758492984,0.15834706015246,-0.485354609818605,0.34894414194748,-0.485354609818605,0.34894414194748,0.660708657880246
DNAJA1,-0.121854938817137,0.486371400115118,-0.12191548585864,0.580104994808201,-0.12191548585864,0.580104994808201,0.830769241229109
DNAJA2,-0.858090122543487,0.000178732259582,-0.857929236840482,0.001272925804761,-0.857929236840482,0.001272925804761,0.01867441665228
DNAJA3,-0.422791938511123,0.02411067332044,-0.422545949908592,0.115081852384073,-0.422545949908592,0.115081852384073,0.356313760350002
DNAJB1,-0.726388176761245,0.003257595895818,-0.72594561371876,0.025643076670859,-0.72594561371876,0.025643076670859,0.142269868239445
DNAJB11,-0.62117281866639,0.005839545825736,-0.62008625394277,0.040686430960271,-0.62008625394277,0.040686430960271,0.191556294380973
DNAJB12,-0.417790778109395,0.013292311160335,-0.417131390943892,0.06309029411764,-0.417131390943892,0.06309029411764,0.253618523318896
DNAJB14,1.77621058421158,6.11734720398133E-11,1.74507489955128,2.90699370101169E-06,1.74507489955128,2.90699370101169E-06,0.000208946262331
DNAJB2,-0.270262707650354,0.405071039531281,-0.269804216279098,0.533366170906474,-0.269804216279098,0.533366170906474,0.801780628683365
DNAJB6,-0.605726363910361,0.05480519417659,-0.586260826267289,0.191834662905816,-0.586260826267289,0.191834662905816,0.47934448882234
DNAJB9,-0.317212728578522,0.403207061766393,-0.316161337919207,0.508564600375573,-0.316161337919207,0.508564600375573,0.78503506519048
DNAJC1,0.142356621866282,0.657809082451765,0.143775347302063,0.810972715422981,0.143775347302063,0.810972715422981,0.947853829635908
DNAJC10,1.25850899269712,9.69191771475796E-11,1.2455839512569,9.28146395091705E-06,1.2455839512569,9.28146395091705E-06,0.000491421050175
DNAJC11,-0.914373795685616,7.81223205357399E-08,-0.914074111006522,9.85836684398953E-05,-0.914074111006522,9.85836684398953E-05,0.002998528317134
DNAJC13,1.08220192240915,3.79911195424493E-08,1.06846786650469,0.000162001746672,1.06846786650469,0.000162001746672,0.004307644247685
DNAJC14,0.428340811457098,0.067992286273479,0.42903242840914,0.283396711850096,0.42903242840914,0.283396711850096,0.59047483314386
DNAJC15,-0.232512579960488,0.420482452261652,-0.231963545601087,0.547631249651385,-0.231963545601087,0.547631249651385,0.811916076497521
DNAJC16,0.042723313910583,0.851393717576565,0.043620025325723,0.925911382825611,0.043620025325723,0.925911382825611,0.988694461784428
DNAJC17,-0.499498596739757,0.025004233056144,-0.498021731409437,0.099238705391862,-0.498021731409437,0.099238705391862,0.328480880774812
DNAJC18,-0.155303085809188,0.564158857706479,-0.155088479103723,0.665607322726209,-0.155088479103723,0.665607322726209,0.88076024209191
DNAJC2,1.33522672249223,0.000132750874155,1.25531760309602,0.016858922605753,1.25531760309602,0.016858922605753,0.108889005143382
DNAJC21,1.25461591169407,3.36647418148786E-10,1.24082079815432,1.39958059866268E-05,1.24082079815432,1.39958059866268E-05,0.000669405352505
DNAJC3,0.295308324295134,0.385459569030497,0.295502595044699,0.576825369686765,0.295502595044699,0.576825369686765,0.828192747058354
DNAJC30,-0.351216335315403,0.209003329601645,-0.350720607687923,0.399407674886216,-0.350720607687923,0.399407674886216,0.704907976006318
DNAJC4,1.5295078079915,1.72131776205922E-10,1.47956070128187,0.00098043763814,1.47956070128187,0.00098043763814,0.015540165750972
DNAJC5,-0.987572788647314,1.8870123130717E-05,-0.984693903609359,0.004330037780429,-0.984693903609359,0.004330037780429,0.043637319853759
DNAJC7,0.047581159840004,0.774447253942493,0.047536974033427,0.882952229018569,0.047536974033427,0.882952229018569,0.974387239303744
DNAJC8,-0.455346853839558,0.006714302755308,-0.455230801537561,0.094578832029209,-0.455230801537561,0.094578832029209,0.319215963506768
DNAJC9,-0.155724134259231,0.622330091607478,-0.155669609773067,0.710769823629025,-0.155669609773067,0.710769823629025,0.901942742875809
DNASE1L1,0.637141447422888,0.085646210409202,0.640019281575756,0.311880759774785,0.640019281575756,0.311880759774785,0.620290285246928
DNASE2,-0.402810369173804,0.188882799872324,-0.402912805877743,0.324430134240774,-0.402912805877743,0.324430134240774,0.633497967391379
DNHD1,0.437716619376326,0.183450103286794,0.438510829601549,0.39327834234744,0.438510829601549,0.39327834234744,0.698594388049449
DNLZ,-0.360285399617318,0.166215903288685,-0.359310385383526,0.342881195796545,-0.359310385383526,0.342881195796545,0.654577940205517
DNM1L,1.22210822560563,6.517702744511E-09,1.18652814097982,0.00122347507869,1.18652814097982,0.00122347507869,0.01819795417622
DNM2,-0.423980351952118,0.010237586746681,-0.42390818882585,0.081706618575277,-0.42390818882585,0.081706618575277,0.294794546996497
DNMBP,-0.340818257217355,0.287789263483053,-0.34081243857323,0.453469490465559,-0.34081243857323,0.453469490465559,0.743606737742783
DNMT1,-0.124963180662349,0.73081311803001,-0.125151251181382,0.761726443187359,-0.125151251181382,0.761726443187359,0.928153463211342
DNMT3A,0.137968095481662,0.44684921107156,0.13910644767074,0.68536392800476,0.13910644767074,0.68536392800476,0.888721255564325
DNPEP,-0.571348003502802,0.013063471763958,-0.569512756485396,0.082955873489553,-0.569512756485396,0.082955873489553,0.297300910394592
DNPH1,0.054868759165068,0.808722392929328,0.055289231909549,0.911973208976114,0.055289231909549,0.911973208976114,0.983938102998586
DNTTIP1,-0.617658032194769,0.00081985771229,-0.617072830680913,0.020602143703759,-0.617072830680913,0.020602143703759,0.123455246055397
DNTTIP2,0.867730143929325,0.000162197845259,0.834059749858214,0.017793847762043,0.834059749858214,0.017793847762043,0.113110496692908
DOCK10,1.04553869204739,0.009068657800913,1.04477901438067,0.061024989997768,1.04477901438067,0.061024989997768,0.248858168402943
DOCK11,1.33898502182608,4.34203920271996E-05,1.29196267356404,0.002151853964707,1.29196267356404,0.002151853964707,0.02687211992759
DOCK2,-0.4120960967551,0.084545492694841,-0.412249460348562,0.181471446174319,-0.412249460348562,0.181471446174319,0.464361898663244
DOCK4,0.554211593043362,0.255796707169871,0.447282960977904,0.317085416318387,0.447282960977904,0.317085416318387,0.625420966787118
DOCK6,-0.144400426626184,0.729788652982066,-0.142770807830416,0.761096519590643,-0.142770807830416,0.761096519590643,0.928067700610325
DOCK7,0.600313121189841,0.003129997559347,0.581498432027746,0.051215065351732,0.581498432027746,0.051215065351732,0.222537328880574
DOCK8,-0.324107156118365,0.274012792275673,-0.324129760484875,0.403772853162665,-0.324129760484875,0.403772853162665,0.707991204559361
DOCK9,0.998829372468713,0.011575720310389,1.00057217952271,0.098039529315925,1.00057217952271,0.098039529315925,0.326105631897282
DOHH,-0.214960588746134,0.450221092532307,-0.213377943447836,0.605680208164109,-0.213377943447836,0.605680208164109,0.847567618684415
DOK1,-0.321343109412253,0.264296392218972,-0.320736787394966,0.415392368005074,-0.320736787394966,0.415392368005074,0.715990475016044
DOK3,-0.890092662387206,0.056047349564801,-0.888651068129557,0.122835728214248,-0.888651068129557,0.122835728214248,0.370832742847972
DOLK,0.681463039327872,0.010687100634776,0.68523609133565,0.08327460121064,0.68523609133565,0.08327460121064,0.297614171993358
DOLPP1,-0.563602450549821,0.028270839558985,-0.561991346380464,0.146635937901979,-0.561991346380464,0.146635937901979,0.411687584608092
DONSON,0.539721556983167,0.224646848372485,0.541184890373138,0.433200144410914,0.541184890373138,0.433200144410914,0.728759552561561
DOPEY1,1.25460704230433,0.000150526206404,1.19476623774542,0.009486767281313,1.19476623774542,0.009486767281313,0.074229257528216
DOPEY2,-0.133480671564428,0.613220707986067,-0.133181087264181,0.700698982705896,-0.133181087264181,0.700698982705896,0.896078032008735
DOT1L,-0.486986362021295,0.128406943932153,-0.486794999719744,0.218079218523609,-0.486794999719744,0.218079218523609,0.513132265092311
DPAGT1,-0.465406401666522,0.05575552649828,-0.464058708244343,0.097313082489426,-0.464058708244343,0.097313082489426,0.324222995512134
DPF2,-0.760210917748065,0.000987434008975,-0.758360380915958,0.021212348184713,-0.758360380915958,0.021212348184713,0.12600095648408
DPH1,-0.965653465888439,0.000138881716667,-0.962560311031531,0.004295644059119,-0.962560311031531,0.004295644059119,0.043381284509121
DPH2,0.273730624960516,0.285333226665047,0.274478521865681,0.527106721493775,0.274478521865681,0.527106721493775,0.798018700602435
DPH5,0.684422696604855,0.078256855688997,0.685391486371104,0.314637545304471,0.685391486371104,0.314637545304471,0.622884544989587
DPH7,-0.137731127030524,0.559813985812198,-0.135724440523581,0.652252475002528,-0.135724440523581,0.652252475002528,0.873441562467934
DPM1,-0.299239687849474,0.138146579121993,-0.299310984843756,0.326395429783139,-0.299310984843756,0.326395429783139,0.634639170904103
DPM2,-0.742607569515686,0.018927380269438,-0.742659314534834,0.132605938056833,-0.742659314534834,0.132605938056833,0.386697189265459
DPM3,0.020338508095644,0.967321464548717,0.022219430152075,0.983847880221608,0.022219430152075,0.983847880221608,0.999899522891475
DPP3,-0.619297138260644,0.01275879301525,-0.615376893657714,0.08920124998059,-0.615376893657714,0.08920124998059,0.308180258391588
DPP7,0.722188203234442,5.03770948906386E-05,0.707992053957758,0.01118655523611,0.707992053957758,0.01118655523611,0.082384785156146
DPP8,1.02798446542728,1.14107183881286E-05,1.0001560199849,0.003583272462637,1.0001560199849,0.003583272462637,0.038579400421998
DPP9,-0.071096508973279,0.762135326267477,-0.070925698822094,0.780895285070239,-0.070925698822094,0.780895285070239,0.936470666784534
DPY19L4,0.991915756923552,2.13895991394587E-05,0.953827796204625,0.009757931068793,0.953827796204625,0.009757931068793,0.075357467665717
DPY30,-0.548810494607519,0.021046850496405,-0.544565830613266,0.141480737432894,-0.544565830613266,0.141480737432894,0.403764128855185
DPYSL2,-0.761891444865685,0.05773422245779,-0.761571493219474,0.147001286537432,-0.761571493219474,0.147001286537432,0.411872507097255
DR1,-0.493938186165446,0.083050628034181,-0.493666211857519,0.219434534262295,-0.493666211857519,0.219434534262295,0.515047349615307
DRAM1,-0.043906358985387,0.915486445356417,-0.043261087161457,0.891287189090611,-0.043906358985387,0.915486445356417,0.984614554757499
DRAM2,0.495535978053244,0.18769861041824,0.496011777520713,0.418418519696961,0.496011777520713,0.418418519696961,0.717913291646896
DRAP1,-0.254890016216959,0.385463009583705,-0.254774760143963,0.509985726973734,-0.254774760143963,0.509985726973734,0.785439399389533
DRG1,-0.835721484178008,7.35923643404132E-05,-0.835022523921192,0.003807016696534,-0.835022523921192,0.003807016696534,0.040178705531799
DRG2,-0.565179855525155,0.003297234038122,-0.564655305949143,0.025537845643738,-0.564655305949143,0.025537845643738,0.141869569107226
DROSHA,0.196348756731527,0.159103987096046,0.196895384839301,0.367238865492093,0.196895384839301,0.367238865492093,0.677149257423461
DSCR3,-1.04232965751191,9.164705012561E-05,-1.03501637040916,0.008867109354997,-1.03501637040916,0.008867109354997,0.070859769541237
DSE,1.32133425045323,3.20974758941493E-06,1.27299176492882,0.002674993204916,1.27299176492882,0.002674993204916,0.031333443324732
DSN1,-0.070987631538332,0.780271450241685,-0.069694977857284,0.824812887658222,-0.069694977857284,0.824812887658222,0.953182947506761
DSTYK,0.023874150296397,0.931497010212557,0.025693069463062,0.968912421524666,0.025693069463062,0.968912421524666,0.999899522891475
DTD1,-0.685067681867026,0.009375005931276,-0.684854260038455,0.067176487366311,-0.684854260038455,0.067176487366311,0.261761483028647
DTL,-0.35258546512369,0.538410259866058,-0.351650598812399,0.592684001592755,-0.351650598812399,0.592684001592755,0.839162800098205
DTNB,-0.162773684418561,0.563117355836459,-0.161434793794198,0.608534209344138,-0.161434793794198,0.608534209344138,0.848093321848074
DTNBP1,-1.0314844668418,3.84161072558831E-05,-1.02980376622651,0.00144404982615,-1.02980376622651,0.00144404982615,0.0204234653128
DTX2,0.089538180987076,0.78676495347294,0.090239359608522,0.882552875475657,0.090239359608522,0.882552875475657,0.974387239303744
DTX3L,0.037522646364212,0.912474520256636,0.037833991834064,0.969018806707937,0.037833991834064,0.969018806707937,0.999899522891475
DTYMK,-0.894094430515669,0.001502790147166,-0.892662215556671,0.034071811611091,-0.892662215556671,0.034071811611091,0.171639752618754
DUS1L,1.24483145244813,6.84965182270724E-09,1.20523241002689,0.002356637767795,1.20523241002689,0.002356637767795,0.02860424671741
DUS2,-0.789224011773376,0.000271844562664,-0.788045659734772,0.006749540112628,-0.788045659734772,0.006749540112628,0.059501128076084
DUS3L,0.164005674649137,0.617414188282366,0.164811061395642,0.742021030617307,0.164811061395642,0.742021030617307,0.917886346300017
DUSP1,-0.417904428382974,0.406122101192245,-0.140419291143779,0.730909221950616,-0.140419291143779,0.730909221950616,0.911846994047961
DUSP10,-0.303833330496309,0.604962612842835,-0.303753422921442,0.642555004721312,-0.303753422921442,0.642555004721312,0.867129002932392
DUSP11,-0.934889523106417,0.000641341519252,-0.923870318481197,0.023312587578557,-0.923870318481197,0.023312587578557,0.134141212784306
DUSP12,0.124074998041915,0.608393772725512,0.12507045608735,0.771356902586035,0.12507045608735,0.771356902586035,0.932388014825847
DUSP16,0.415620324211066,0.43074355183626,0.417120335007138,0.641419691243738,0.417120335007138,0.641419691243738,0.866677772268634
DUSP2,0.285487089956468,0.508997696775988,0.285835818266369,0.674403071068659,0.285835818266369,0.674403071068659,0.884270991194778
DUSP22,-0.13595978438079,0.712239617628838,-0.136005150551836,0.750285846656904,-0.136005150551836,0.750285846656904,0.922160651804331
DUSP3,-0.700634539500209,0.029027114944887,-0.699114680380603,0.106784310910064,-0.699114680380603,0.106784310910064,0.342018158867035
DUSP4,-0.15955892384969,0.664236601140676,-0.159747515011937,0.708248588805434,-0.159747515011937,0.708248588805434,0.900961671304204
DUSP5,-0.246236873097843,0.572203805055158,-0.246563129043369,0.632270524184256,-0.246563129043369,0.632270524184256,0.861229385948018
DUSP6,-0.471705297285911,0.345408546694295,-0.47146899293822,0.455822374869126,-0.47146899293822,0.455822374869126,0.745310141944107
DUSP7,0.129220153920381,0.724393941208248,0.130984156361386,0.866733575106868,0.130984156361386,0.866733575106868,0.968755584575708
DUT,-0.553198751257939,0.2226182591333,-0.534997172697051,0.390883049631127,-0.534997172697051,0.390883049631127,0.696165741494197
DVL1,0.20097674548002,0.488051589474915,0.202484236027495,0.669352978596575,0.202484236027495,0.669352978596575,0.88253847315933
DVL2,-0.331219257335654,0.011650316360167,-0.330882614356875,0.056624779184483,-0.330882614356875,0.056624779184483,0.237384949165057
DVL3,-0.00240141879681,0.996099030544352,-0.001761748079897,0.971361531640625,-0.00240141879681,0.996099030544352,0.999899522891475
DXO,-0.012345438424553,0.962233594290347,-0.010539561316055,0.953361805432273,-0.012345438424553,0.962233594290347,0.999481621546137
DYM,0.448293157190853,0.046762033623693,0.449134434851283,0.266691525332071,0.449134434851283,0.266691525332071,0.571828046628709
DYNC1H1,-0.732148124365185,1.21855751028337E-05,-0.732042841168892,0.001168662329283,-0.732042841168892,0.001168662329283,0.017544935272521
DYNC1I2,0.024704580543667,0.925201184984997,0.024736489711168,0.995537319198521,0.024736489711168,0.995537319198521,0.999899522891475
DYNC1LI1,-0.208612810799297,0.250632586515846,-0.208463901268115,0.414830958968372,-0.208463901268115,0.414830958968372,0.715642526752363
DYNC1LI2,0.478332761624264,0.014873569381358,0.466146420986085,0.077244575516576,0.466146420986085,0.077244575516576,0.285173230587164
DYNLL1,-0.635580291082617,0.005408694502541,-0.635147795150547,0.029562818063946,-0.635147795150547,0.029562818063946,0.156976977800546
DYNLL2,-1.14931259777121,7.34823613069598E-08,-1.14751976767268,0.000382148952824,-1.14751976767268,0.000382148952824,0.007859116110143
DYNLRB1,-0.61427671148151,0.020561893212742,-0.614102332572008,0.102360295255491,-0.614102332572008,0.102360295255491,0.33397571282131
DYNLT1,-0.958526492459637,5.01594675700526E-05,-0.956801985676722,0.001665932205503,-0.956801985676722,0.001665932205503,0.02263345697572
DYRK1A,0.313835365535674,0.117502422888001,0.31417807984099,0.221297752277059,0.31417807984099,0.221297752277059,0.51729957863311
DYRK1B,-0.107042519411015,0.810609890975328,-0.107065689054069,0.814155212902003,-0.107065689054069,0.814155212902003,0.948479458661707
DYRK2,1.14300832762601,0.000124026941501,1.14007526432417,0.041137767597336,1.14007526432417,0.041137767597336,0.193237867070946
DYRK4,-0.547609551530486,0.019916536716408,-0.545564920774495,0.082383450730294,-0.545564920774495,0.082383450730294,0.296074155613398
DZIP3,1.34107094088367,3.4637443238724E-07,1.28066823920244,0.005351703882278,1.28066823920244,0.005351703882278,0.050259140255026
E2F1,0.603182901843781,0.294015492037401,0.603025492252835,0.540958114243427,0.603025492252835,0.540958114243427,0.806990327059985
E2F3,0.310911331823639,0.165503988383812,0.312459345538608,0.343748956649323,0.312459345538608,0.343748956649323,0.655241302575338
E2F4,0.260632651141073,0.107656400095231,0.261143472020159,0.331329559094409,0.261143472020159,0.331329559094409,0.64029541391455
E2F5,0.411983202227222,0.083326036384262,0.413097533713598,0.250427088131566,0.413097533713598,0.250427088131566,0.55380287631775
E4F1,-0.217251190133765,0.350986150111536,-0.216806955002094,0.5081573119607,-0.216806955002094,0.5081573119607,0.784773973795026
EAF1,-0.838650911992132,0.000960248022476,-0.834938074268638,0.018242508772262,-0.834938074268638,0.018242508772262,0.114715600128992
EAF2,-0.22158156256813,0.472553714598351,-0.220226431224309,0.5816391003655,-0.220226431224309,0.5816391003655,0.832097428544709
EAPP,-0.546417353290283,0.036214631900803,-0.540231882618,0.15693557339539,-0.540231882618,0.15693557339539,0.42677307798883
EARS2,-0.382231211386473,0.067492697299197,-0.381332024085148,0.201004662819025,-0.381332024085148,0.201004662819025,0.49072599465457
EBAG9,0.338590604742866,0.178518234876305,0.339225995447098,0.444785562105362,0.339225995447098,0.444785562105362,0.738302592367517
EBI3,-0.342863768971829,0.359657784747182,-0.342515473086242,0.432133269533,-0.342515473086242,0.432133269533,0.728608844913933
EBNA1BP2,-0.698374808672642,0.000638730097484,-0.698085777133356,0.00802267022138,-0.698085777133356,0.00802267022138,0.066507522595542
EBP,-0.592950142467763,0.008717758755917,-0.591670522162824,0.062321155816319,-0.591670522162824,0.062321155816319,0.252304591168269
ECD,-0.261718463539909,0.157052149929936,-0.261641559518921,0.291408798481328,-0.261641559518921,0.291408798481328,0.598637330554171
ECE1,-0.664067697346832,0.087693094743909,-0.664316475575462,0.211031985554985,-0.664316475575462,0.211031985554985,0.504180954446237
ECH1,-0.935328957051421,3.83877720740252E-09,-0.935382111493966,2.2464379228179E-05,-0.935382111493966,2.2464379228179E-05,0.00093839838685
ECHDC1,0.109157533511341,0.662271906660876,0.109463147930708,0.714049060599065,0.109463147930708,0.714049060599065,0.903002000903585
ECHS1,-1.11075254868713,8.48524396399526E-08,-1.1101261270085,4.86587369550041E-06,-1.1101261270085,4.86587369550041E-06,0.000306883975325
ECI1,0.178761453966834,0.335666252039785,0.17906897353403,0.560575304602459,0.17906897353403,0.560575304602459,0.819845172285451
ECI2,-0.688834611405618,0.009946502499152,-0.687055018956585,0.056365583954962,-0.687055018956585,0.056365583954962,0.237052748578102
ECSIT,0.684182471693259,0.015203574905235,0.685442777820027,0.163957994624569,0.685442777820027,0.163957994624569,0.438070337975617
ECT2,1.11693492710615,0.012602015644974,0.899354032385519,0.168320064693253,0.899354032385519,0.168320064693253,0.444865643455915
EDC3,-0.877491800445411,1.09830981511357E-06,-0.877026858957207,0.001328617464287,-0.877026858957207,0.001328617464287,0.019358994672158
EDC4,-0.6035145390633,0.000328163043758,-0.603537352473468,0.022945787304537,-0.603537352473468,0.022945787304537,0.132564211701916
EDEM1,0.26852435513729,0.411636686139082,0.268552243382729,0.597710719702246,0.268552243382729,0.597710719702246,0.842967771706986
EDEM2,-0.209420588089502,0.449562545567717,-0.208281481554186,0.528851567548872,-0.208281481554186,0.528851567548872,0.799001851826523
EDEM3,1.84689906916599,7.39127377364769E-12,1.79759684652868,5.47457977159434E-05,1.79759684652868,5.47457977159434E-05,0.001891307046391
EDF1,-0.216256345951172,0.220971450392175,-0.216084918287327,0.392416548566695,-0.216084918287327,0.392416548566695,0.697834321196835
EDRF1,1.05752376743155,1.42551034704368E-07,1.04444978367087,0.000211096232748,1.04444978367087,0.000211096232748,0.005105195734098
EEA1,2.06695494268139,9.4991651948072E-08,1.955766272436,0.000643553360583,1.955766272436,0.000643553360583,0.011694855278625
EED,0.100673615199377,0.771679215618214,0.100559168627982,0.840227862219095,0.100559168627982,0.840227862219095,0.957941663740441
EEF1A1,1.92490938653728,4.72146805723762E-08,1.66695705721994,0.037223530454536,1.66695705721994,0.037223530454536,0.18214177479328
EEF1B2,1.62520805611577,4.02785595751796E-07,1.61559588447965,0.05130652692531,1.61559588447965,0.05130652692531,0.22262177179477
EEF1D,0.645271610649244,0.001484500505858,0.645104203635704,0.083624990095591,0.645104203635704,0.083624990095591,0.298617574956944
EEF1E1,0.284402365223301,0.400934766375816,0.285125508185323,0.516812256727568,0.285125508185323,0.516812256727568,0.789264688497344
EEF1G,1.86188534087478,3.68716614437311E-16,1.77433499064983,0.001993266069907,1.77433499064983,0.001993266069907,0.025645361255424
EEF2,0.95554268370719,8.30968000203852E-06,0.955767998690645,0.007583959046394,0.955767998690645,0.007583959046394,0.064236482614156
EEF2K,-0.475857692265674,0.194298373282328,-0.475169782705344,0.347890227637197,-0.475169782705344,0.347890227637197,0.658907061501572
EEF2KMT,0.361061902148212,0.244102093172064,0.364500575930959,0.352212671045635,0.364500575930959,0.352212671045635,0.663585162663764
EEFSEC,-0.370785764652174,0.128070721049546,-0.369966181521687,0.251089883380021,-0.369966181521687,0.251089883380021,0.554500933671017
EFCAB14,0.987513595889835,3.68728090172689E-05,0.988664716002327,0.025333574411971,0.988664716002327,0.025333574411971,0.141039276670019
EFHD2,-1.1626002881618,2.28358269618407E-05,-1.15589278489425,0.002844874050548,-1.15589278489425,0.002844874050548,0.032768262788141
EFR3A,0.960113363909068,8.11570387169918E-05,0.921289939840267,0.015069118808453,0.921289939840267,0.015069118808453,0.101136819295543
EFTUD1,0.496081111233479,0.005766526443569,0.477149435863487,0.098158922304029,0.477149435863487,0.098158922304029,0.326334029551328
EFTUD2,-0.957050056749839,7.46573900911064E-07,-0.957060684847594,0.000109661409878,-0.957060684847594,0.000109661409878,0.003258438105056
EGLN1,0.727873259850574,0.001035924851546,0.728921082893119,0.060668905748869,0.728921082893119,0.060668905748869,0.248083842498037
EGR1,-0.039527925804146,0.940704501767807,-0.036285374353928,0.8925171816854,-0.039527925804146,0.940704501767807,0.99271005183301
EGR2,-0.454376591527332,0.471039770294111,-0.449799849114561,0.535403537022838,-0.449799849114561,0.535403537022838,0.802810191723233
EHBP1,1.39158271933968,1.24070793528953E-09,1.37066007284842,1.82169756778903E-05,1.37066007284842,1.82169756778903E-05,0.000816653690145
EHBP1L1,0.174009106531512,0.418751639623826,0.174292338073599,0.56439510919784,0.174292338073599,0.56439510919784,0.822236507865968
EHD1,-0.889107109849809,0.000394611937693,-0.885817327630522,0.012249526447424,-0.885817327630522,0.012249526447424,0.087898721289771
EHD3,-0.810112135927227,0.11462748050406,-0.807376036543156,0.199588635037172,-0.807376036543156,0.199588635037172,0.489165035356975
EHD4,-0.640408020665791,0.012241498112284,-0.640220584038625,0.065839708666389,-0.640220584038625,0.065839708666389,0.259129303059576
EHMT1,-0.063379272653069,0.749934670721835,-0.063148914507224,0.779431744836885,-0.063148914507224,0.779431744836885,0.935987491142442
EHMT2,-0.336758095520754,0.102513735428094,-0.336513292447245,0.273112863096271,-0.336513292447245,0.273112863096271,0.579464066061449
EI24,0.391800434431691,0.240561293470195,0.394428844713281,0.507570972307216,0.394428844713281,0.507570972307216,0.784773973795026
EID1,0.017412679068012,0.961755113192938,0.017809107331929,0.989267519021444,0.017809107331929,0.989267519021444,0.999899522891475
EIF1,-0.935980877477578,0.002622773480011,-0.921970485338248,0.03794652733536,-0.921970485338248,0.03794652733536,0.183939589190145
EIF1AD,-0.434977816655041,0.080692871661733,-0.433908139927596,0.264413681553394,-0.433908139927596,0.264413681553394,0.569524099473235
EIF1AX,-0.014426648068573,0.997657135106522,-0.014352864224322,0.930295869230566,-0.014426648068573,0.997657135106522,0.999899522891475
EIF1B,-0.23820749793386,0.348514972293683,-0.238145375184822,0.533564879744052,-0.238145375184822,0.533564879744052,0.801780628683365
EIF2A,0.572838024534528,0.025029049457501,0.522784758379494,0.169945474976339,0.522784758379494,0.169945474976339,0.447049372530276
EIF2AK1,0.363187652353759,0.073252750053447,0.363245398129707,0.270451656874584,0.363245398129707,0.270451656874584,0.576331916252695
EIF2AK2,0.200227519229284,0.548561473374063,0.0794738504069,0.700432407326712,0.0794738504069,0.700432407326712,0.896078032008735
EIF2AK3,0.775775602862627,0.003178633931135,0.776956941555254,0.047766849955129,0.776956941555254,0.047766849955129,0.212248801843278
EIF2AK4,0.836961787849682,0.040697227126094,0.837233531357584,0.119225813181585,0.837233531357584,0.119225813181585,0.363928662489743
EIF2B1,-0.42606486493427,0.004273645138022,-0.425982936675746,0.038346522423167,-0.425982936675746,0.038346522423167,0.18522140736258
