,GPB.vs.GPA.Gene,GPB.vs.GPA.mRNA_logFC,GPB.vs.GPA.mRNA_FDR,GPB.vs.GPA.Change_type,GPB.vs.GPA.P.value,GPB.vs.GPA.FDR,GPB.vs.GPA.Direction
1,A1BG,-0.21525756832228,0.98956812928009,translational_only,0.138000184630952,0.633526669193895,-1
2,AAAS,-0.443113250365681,0.775908764946252,translational_only,0.676996611184964,0.97919582317402,-1
3,AACS,-0.273518730393117,0.942692545645703,translational_only,0.267722852624702,0.813903892407026,1
4,AAED1,-0.609310641307298,0.809139740655077,translational_only,0.344866591052499,0.874529450694225,-1
5,AAGAB,-0.156277703752657,0.958831126215339,translational_only,0.611255014091059,0.967049477364507,1
6,AAMP,-0.593178653854765,0.62081531658209,translational_only,0.766323241650027,0.986185228945099,1
7,AAR2,-0.766383904533622,0.449908422490379,translational_only,0.163217641303787,0.684977039720544,1
8,AARS,-0.519374264261497,0.776322594096151,translational_only,0.904974686854909,0.994746689651404,-1
9,AARS2,-0.349587931984398,0.879283464373445,translational_only,0.961597932411114,0.998549688396844,-1
10,AASDH,0.777614828031302,0.624256403815991,translational_only,0.179251563611394,0.716639811726098,-1
11,AASDHPPT,0.602820175927865,0.562957825331533,translational_only,0.308166976606975,0.851673462214583,-1
12,AATF,-0.412443531757635,0.753142662265808,translational_only,0.871409889160915,0.994344153929159,-1
13,ABAT,-0.399443389450047,0.91621465228688,translational_only,0.541515787854515,0.950880936025228,1
14,ABCA5,1.45749484866452,0.059493421463611,translational_only,0.079955382883151,0.50332428259168,-1
15,ABCA6,0.517513088229194,0.822196296777581,translational_only,0.058096408677205,0.430640088072219,-1
16,ABCA7,-0.50552529070875,0.818107920790342,translational_only,0.457814118344843,0.929410184196952,-1
17,ABCB10,0.554377614987517,0.755154350339999,translational_only,0.494035776347384,0.938321732957481,-1
18,ABCB6,-0.818338541933699,0.752667794552859,translational_only,0.444878217985112,0.922370477993707,-1
19,ABCB7,0.143400738241593,0.957806978963002,translational_only,0.517957550853648,0.942541607469753,-1
20,ABCB8,-0.672567107109251,0.730946377425551,translational_only,0.612919474469481,0.967049477364507,-1
21,ABCC1,-0.387194658458079,0.775961476979279,translational_only,0.886598007076337,0.994344153929159,-1
22,ABCC10,-0.75545704610974,0.628797092260812,translational_only,0.626729538869378,0.970886938777152,-1
23,ABCC4,0.150555622089372,0.942889755960843,translational_only,0.418733424391472,0.913444506750239,-1
24,ABCC5,-1.08638349195993,0.448554443439862,translational_only,0.977864083588256,0.998549688396844,-1
25,ABCD2,1.81132696997808,0.009567265469558,both,0.01817610568926,0.212755771525252,-1
26,ABCD3,0.892104594246716,0.449873078666699,translational_only,0.139692535228296,0.638050684456529,-1
27,ABCD4,-0.63653914173821,0.649318568726511,translational_only,0.840807547169036,0.993749382864656,-1
28,ABCE1,1.06314418054511,0.082998852298032,translational_only,0.229630108516456,0.778754588726213,-1
29,ABCF1,-0.279887973451837,0.854805805737265,translational_only,0.654078010888056,0.973555163357238,-1
30,ABCF2,-0.620897151846302,0.597651437454499,translational_only,0.6856503669997,0.981268618901632,1
31,ABCF3,-0.878373430849999,0.354335825824983,translational_only,0.932748949255333,0.99782569529383,1
32,ABCG1,-0.084383654993707,1,translational_only,0.396497495111855,0.901997209701921,-1
33,ABHD10,-0.052989351932778,1,translational_only,0.537153098509952,0.949383108588007,1
34,ABHD12,-0.089636115471902,1,translational_only,0.763614242431818,0.985419328329872,-1
35,ABHD14B,-0.623160770887765,0.601327288594591,translational_only,0.13416293807362,0.625205685208841,1
36,ABHD15,-0.228984538858581,0.938301133184292,translational_only,0.342852403330882,0.874529450694225,1
37,ABHD16A,-0.534622082797785,0.747565911438023,translational_only,0.953368940206962,0.998549688396844,1
38,ABHD17B,-0.078846118627133,1,translational_only,0.945280299052034,0.998235644426324,-1
39,ABHD17C,-0.12133734474457,1,translational_only,0.504094615278705,0.941353502275978,-1
40,ABHD2,-0.733954894893612,0.41775362301192,translational_only,0.608249312693311,0.965900937046774,1
41,ABHD3,0.549730770129489,0.720679915421306,translational_only,0.588415527242063,0.959689313263343,-1
42,ABHD4,-0.06554921724407,1,translational_only,0.979950969501665,0.998761806317428,1
43,ABHD5,0.666108522586046,0.703964394275141,translational_only,0.744535817496337,0.984436711240199,-1
44,ABHD6,0.077469825745862,0.989779544950431,translational_only,0.773819026599716,0.98716071359418,-1
45,ABHD8,0.199531537720697,0.950120796062871,translational_only,0.513858316172715,0.941353502275978,-1
46,ABI1,0.205089533896658,0.896986225912662,translational_only,0.262874280672598,0.811246884882503,-1
47,ABI2,-0.344167609901185,0.88931713624292,translational_only,0.914025546314926,0.995408174822243,1
48,ABL1,-1.08067009103971,0.409735116965806,translational_only,0.408223373161399,0.906602578845448,1
49,ABL2,-0.049349132341752,1,translational_only,0.158862989123272,0.67468652966682,1
50,ABLIM1,-0.885671890513316,0.492475866383163,translational_only,0.435870948340681,0.921817828399594,1
51,ABR,-0.388730742727663,0.784884042504371,translational_only,0.481344816918827,0.935052107949295,1
52,ABRACL,0.089462524989002,0.980652906773202,translational_only,0.174436091910218,0.710016384282595,1
53,ABT1,-0.223722866537768,0.93953831160787,translational_only,0.47536502846859,0.933778804514327,-1
54,ABTB1,-0.127051466012469,0.988161869489187,translational_only,0.921429404271003,0.997257831813356,-1
55,ABTB2,-0.361076004105561,0.941620594503687,translational_only,0.79566255929724,0.991435441186561,1
56,ACAA1,-0.130437420841592,0.977177554780078,translational_only,0.948961242352502,0.998374767908298,1
57,ACAA2,-0.065792383261504,1,translational_only,0.978790608985248,0.998549688396844,-1
58,ACACA,0.032893007849502,1,translational_only,0.84249645166382,0.993749382864656,1
59,ACAD10,-0.509573854552427,0.750222209794196,translational_only,0.998813799588775,0.999576442952443,1
60,ACAD8,-0.630066143718904,0.729289970333098,translational_only,0.749493930910839,0.984436711240199,1
61,ACAD9,-0.477511273849248,0.782301545652692,translational_only,0.69167472747814,0.982247176107318,-1
62,ACADM,0.787952587982089,0.451933899519215,translational_only,0.301523976737689,0.846493226825602,-1
63,ACADS,-0.639961744897363,0.832991272231172,translational_only,0.589430991546325,0.959689313263343,-1
64,ACADSB,0.893871819742593,0.407110915826398,translational_only,0.437867091275507,0.922370477993707,-1
65,ACADVL,-0.491710407106502,0.712053406882835,translational_only,0.874309502829361,0.994344153929159,-1
66,ACAP1,-0.757383830250508,0.544227670973555,translational_only,0.811610668965702,0.993749382864656,-1
67,ACAP2,0.939438915872554,0.18996522950668,translational_only,0.115655137367346,0.592869866691971,-1
68,ACAT1,-0.247526280883906,0.928731327860695,translational_only,0.505905264492442,0.941353502275978,-1
69,ACAT2,0.412342039922294,0.822988761751099,translational_only,0.267654700238301,0.813903892407026,-1
70,ACBD3,0.415134665085784,0.748254798932865,translational_only,0.508031857851374,0.941353502275978,-1
71,ACBD5,0.259431827069129,0.900213734419438,translational_only,0.806452203662244,0.993316307621484,-1
72,ACBD6,-0.175699781962937,0.953662222235653,translational_only,0.87978890900749,0.994344153929159,-1
73,ACD,-0.100654662256372,0.99777946996608,translational_only,0.204402000880253,0.752648236794193,-1
74,ACIN1,-0.561441779123256,0.59695776874392,translational_only,0.971151181406087,0.998549688396844,1
75,ACLY,-0.140522764601302,0.961099131359679,translational_only,0.473344376814821,0.933778804514327,-1
76,ACO1,-0.540825635853015,0.767243667624094,translational_only,0.871276381863527,0.994344153929159,-1
77,ACO2,-0.74233228908558,0.540645491021494,translational_only,0.152849018789634,0.662797629888235,-1
78,ACOT13,-0.011080742579523,1,translational_only,0.849561669803018,0.993749382864656,-1
79,ACOT2,-0.187384025038979,0.986391668790571,translational_only,0.345160883493427,0.874529450694225,-1
80,ACOT7,-0.508372755188603,0.856951322012555,translational_only,0.756936463871577,0.984436711240199,-1
81,ACOT8,-0.359522659882063,0.899909974187371,translational_only,0.619823451810778,0.969409655496293,-1
82,ACOT9,-0.564881183270098,0.759510366525496,translational_only,0.682927976576383,0.98035407527808,1
83,ACOX1,-0.391125705603645,0.82582172512799,translational_only,0.445419834841669,0.922370477993707,-1
84,ACOX3,-1.07267638542363,0.446331419584076,translational_only,0.509136053916224,0.941353502275978,-1
85,ACP1,-0.03313710240642,1,translational_only,0.719116190738152,0.984436711240199,-1
86,ACP2,-0.621350734396993,0.775402050561572,translational_only,0.521334453400334,0.943044700755097,-1
87,ACP5,-1.10987536694703,0.649406711957329,translational_only,0.543926138486526,0.951414417066811,-1
88,ACSF2,-0.684778115918586,0.761176690767973,translational_only,0.869322351619046,0.994344153929159,1
89,ACSF3,-0.602226669125724,0.697862649436163,translational_only,0.56058487767564,0.953249970515434,-1
90,ACSL1,0.579963078804743,0.530270069371756,translational_only,0.863150154802776,0.994344153929159,1
91,ACSL3,1.69489551295345,0.010498681021401,both,0.093591000207853,0.542694948364319,-1
92,ACSL4,1.57944618905665,0.002207834170467,both,0.011896106919991,0.163261893098443,-1
93,ACSL5,-0.305280414596048,0.846493366285816,translational_only,0.748746365391311,0.984436711240199,-1
94,ACSS1,-0.568700894846606,0.665684440454732,translational_only,0.302468873324518,0.846855108468121,1
95,ACSS2,-0.40743359557456,0.900545032626296,translational_only,0.629591732897615,0.970886938777152,1
96,ACTA2,-0.760147087791067,0.796648596592993,translational_only,0.049711647109387,0.400547890572717,-1
97,ACTB,-0.205035025752411,0.935230603104308,translational_only,0.02538092206896,0.264728657384157,-1
98,ACTG1,-0.289550538306361,0.870084685176017,translational_only,0.937324284216738,0.99783695426664,1
99,ACTL6A,-0.150125856728645,0.960442662941058,translational_only,0.756628201288057,0.984436711240199,-1
100,ACTN1,1.28581114347058,0.477067929293496,translational_only,0.497670491230299,0.939418332856158,-1
101,ACTN4,-0.10649781187749,0.992396460254577,translational_only,0.449961542860025,0.927078878395584,-1
102,ACTR10,-0.423618258454657,0.821330705702745,translational_only,0.725099953184587,0.984436711240199,1
103,ACTR1A,-0.624693938116773,0.53912785542968,translational_only,0.55238759721645,0.953225893251692,1
104,ACTR1B,-0.326839166935068,0.842586932025053,translational_only,0.434907524870615,0.921577598925268,-1
105,ACTR2,0.855079077977955,0.158151866226757,translational_only,0.058904294248524,0.434979854444417,-1
106,ACTR3,0.42814888502888,0.696330854238799,translational_only,0.512763964791633,0.941353502275978,-1
107,ACTR5,-0.571189147529735,0.83917658816509,translational_only,0.775260562010687,0.987192830360673,-1
108,ACTR6,0.717522364525773,0.516954862879501,translational_only,0.704244917460801,0.983927717172864,-1
109,ACTR8,-0.353138713785155,0.85610666108452,translational_only,0.181932502216486,0.719755893799141,-1
110,ACVR1,-0.127745196168679,0.996774731505479,translational_only,0.75432029462776,0.984436711240199,1
111,ADA,-1.1434954750958,0.570770583379139,translational_only,0.541190175126607,0.950880936025228,-1
112,ADAM10,1.04794992570765,0.075106773563239,translational_only,0.068429110100564,0.466016934370292,-1
113,ADAM15,-0.674077047110721,0.794508127435893,translational_only,0.642247848237886,0.972213618727502,-1
114,ADAM17,-0.189155779389266,0.951856366895485,translational_only,0.653465605729785,0.973437275312085,-1
115,ADAM19,-0.515147421075696,0.816869895649604,translational_only,0.235165773918991,0.781692963762921,1
116,ADAM28,0.271426592236716,0.935455235727157,translational_only,0.286606054186719,0.835223144516366,-1
117,ADAM8,0.426427712652763,0.769190997836371,translational_only,0.324502187841636,0.863621835367147,-1
118,ADAM9,2.5961897302101,0.004918562865566,both,0.068231299169361,0.465480270030976,-1
119,ADAMDEC1,0.614491480510155,0.755154350339999,translational_only,0.109151669425523,0.581910808286727,-1
120,ADAP1,-0.329266655204978,0.960442662941058,translational_only,0.434051039330758,0.921577598925268,-1
121,ADAP2,-1.14115727420998,0.47188338268908,translational_only,0.366594194371787,0.888580102614862,1
122,ADAR,-0.841122604246954,0.551250536539349,translational_only,0.44004416715945,0.922370477993707,1
123,ADAT1,-0.246382133100956,0.942889755960843,translational_only,0.757859034037518,0.984436711240199,1
124,ADAT2,0.851750807769721,0.483120020710056,translational_only,0.80220137034914,0.992412322580581,1
125,ADCK1,-0.639709977677367,0.805548398346422,translational_only,0.997117066701678,0.999331368353048,1
126,ADCK2,-0.719892960649619,0.603355022742393,translational_only,0.876774793693827,0.994344153929159,-1
127,ADCK3,-0.605118295993019,0.697228025998785,translational_only,0.765752681856292,0.985968635519761,-1
128,ADCK4,-0.575536307950107,0.767243667624094,translational_only,0.954144774125595,0.998549688396844,1
129,ADCY3,-0.409757540268131,0.836671544930693,translational_only,0.156207739073142,0.669870189147115,-1
130,ADCY7,-0.429921434502015,0.764683421845743,translational_only,0.801209245784449,0.992091984572535,1
131,ADD1,-0.737759703612414,0.428166760978615,translational_only,0.953566628571032,0.998549688396844,1
132,ADD3,0.227470069156369,0.926654517559084,translational_only,0.104719512347621,0.573953103314457,-1
133,ADGRE2,0.011724724193706,1,translational_only,0.111869132090805,0.588160429317775,-1
134,ADGRE5,-0.838270955170087,0.55373746759896,translational_only,0.239021506954547,0.787609762034445,-1
135,ADH5,-0.400234879914626,0.803082561086022,translational_only,0.761127067026224,0.984515026073562,-1
136,ADI1,-0.718784567489618,0.520233460934945,translational_only,0.024980153483252,0.261478252428617,1
137,ADIPOR1,-0.541881694325787,0.6796659265681,translational_only,0.698304128648612,0.98359564078994,-1
138,ADIPOR2,0.151125139881763,0.942889755960843,translational_only,0.340493158456327,0.873681767182712,1
139,ADIRF,-0.188930911343363,0.999305968751367,translational_only,0.081430100512683,0.5077049943761,-1
140,ADK,0.059284140982576,0.989779544950431,translational_only,0.33376326331232,0.868541339297954,-1
141,ADNP,0.057974640270124,0.988244824496839,translational_only,0.491710941932776,0.93707275371679,-1
142,ADNP2,-0.175091079746577,0.963544813056837,translational_only,0.735896155581479,0.984436711240199,-1
143,ADO,-0.095702241451169,0.989294792349676,translational_only,0.554649198700953,0.953225893251692,-1
144,ADORA2A,-0.150974460716166,1,translational_only,2.02418684258632E-07,6.59772455858551E-05,-1
145,ADPGK,0.016082341474742,1,translational_only,0.661123778213553,0.976402475603402,1
146,ADPRH,-0.440079613828052,0.765859288317113,translational_only,0.14298469260166,0.64391557749871,1
147,ADPRHL2,-0.827083264441815,0.57264046478464,translational_only,0.891794259008548,0.994344153929159,-1
148,ADPRM,-0.012943798970349,1,translational_only,0.817947247100342,0.993749382864656,-1
149,ADRBK1,-0.578695541705815,0.612605652456905,translational_only,0.763902823412336,0.985448079366793,1
150,ADRBK2,0.003517618316062,1,translational_only,0.384247635179793,0.89958696589202,1
151,ADRM1,-0.361004136327279,0.828921455925412,translational_only,0.173317729105982,0.70967036620784,-1
152,ADSL,-0.343528047630284,0.847460392832695,translational_only,0.452865541830817,0.927948637463443,-1
153,ADSS,0.193111962954851,0.916787259837505,translational_only,0.638787329358663,0.972132126214082,-1
154,AEBP1,-1.2277583162856,0.661052772759367,translational_only,0.180807376829171,0.71960140244606,-1
155,AEBP2,0.678402742379082,0.469149411567758,translational_only,0.318221223301355,0.860606769507301,-1
156,AEN,-0.389026317753719,0.829231136596079,translational_only,0.137877922039919,0.633344167446147,1
157,AES,-0.169431353448285,0.944108943966701,translational_only,0.640706739517832,0.972213618727502,-1
158,AFF1,0.01514258310491,1,translational_only,0.339255445536161,0.872604865831065,-1
159,AFF3,-0.474772400630991,0.86033997422889,translational_only,0.138560911351473,0.634611137313889,-1
160,AFF4,0.455773018513503,0.726539486584812,translational_only,0.389376502221259,0.900461938719798,-1
161,AFG3L2,-0.048015656840516,1,translational_only,0.824583464516646,0.993749382864656,-1
162,AFMID,-0.299857051769446,0.926656527145838,translational_only,0.854358178222072,0.993749382864656,-1
163,AFTPH,0.448594927861854,0.734552215084184,translational_only,0.443726089033233,0.922370477993707,-1
164,AGA,0.132517727839276,0.965620866538432,translational_only,0.455622804180974,0.928304755467813,-1
165,AGAP2,-0.562111307253787,0.736344336296132,translational_only,0.93943207635248,0.99783695426664,1
166,AGAP3,-0.257488006495065,0.947534514964197,translational_only,0.84814783681125,0.993749382864656,1
167,AGBL5,-0.658251252130181,0.726539486584812,translational_only,0.549681045456325,0.952412079811595,-1
168,AGFG1,0.29996017089928,0.830456544177411,translational_only,0.768580808623903,0.986602168621181,-1
169,AGFG2,-0.793515618537843,0.524059485769354,translational_only,0.780883823119831,0.988109007208751,1
170,AGGF1,1.23559685321796,0.095619902990306,translational_only,0.227327807374316,0.774525113742806,-1
171,AGK,-0.12594693899213,0.988161869489187,translational_only,0.532502365383319,0.946868124777673,1
172,AGL,1.07079881191743,0.215648967226974,translational_only,0.001124421920677,0.033917652486449,-1
173,AGMAT,-0.542787898681556,0.86951613674926,translational_only,0.844920996843697,0.993749382864656,1
174,AGO1,-0.598082953680374,0.612308710576192,translational_only,0.503199901846898,0.941353502275978,1
175,AGO2,-0.545365390603859,0.794280033612971,translational_only,0.365845228670677,0.888168855221989,-1
176,AGO3,0.297047147875854,0.905696668012229,translational_only,0.030406740848741,0.297978986780735,-1
177,AGO4,0.212063306655612,0.924571935016668,translational_only,0.974542597925872,0.998549688396844,1
178,AGPAT1,-0.412995638359833,0.814451617214992,translational_only,0.79011062464882,0.99062673809887,1
179,AGPAT3,-0.324012203507044,0.847970086093138,translational_only,0.29195611073423,0.839942236653692,1
180,AGPAT5,0.573292369571348,0.649318568726511,translational_only,0.959833681277899,0.998549688396844,1
181,AGPAT6,-0.209877892575785,0.920511711928538,translational_only,0.160685862918758,0.678233063125436,1
182,AGPS,0.900311366252671,0.284968676501521,translational_only,0.191687155041129,0.735788533918102,-1
183,AGRN,0.158782439178275,0.980176467534824,translational_only,0.525521611056623,0.944223449842686,-1
184,AGTPBP1,1.3390378762439,0.04082128864457,both,0.052286313912779,0.411010542025441,-1
185,AHCTF1,1.69899052500997,0.012504786651671,both,0.000508480462206,0.018821797298202,-1
186,AHCY,-0.321696472084203,0.842328897734747,translational_only,0.962857587257312,0.998549688396844,-1
187,AHCYL1,-0.964796886239331,0.218696949937275,translational_only,0.464300307034903,0.931936333005055,1
188,AHCYL2,-0.257259980388052,0.937949842023094,translational_only,0.576472528370381,0.955090031385172,1
189,AHDC1,-1.45813558808305,0.343428603398305,translational_only,0.692078768560836,0.982247176107318,-1
190,AHNAK,-0.537827966419269,0.796063180747709,translational_only,0.520785423129084,0.943044700755097,-1
191,AHSA1,-0.856253581757111,0.432075431183467,translational_only,0.373574267408961,0.89197962157068,1
192,AIDA,1.73206030140352,0.118463112584094,both,0.000505322245807,0.018764086178159,-1
193,AIFM1,-0.356120902560037,0.832410997013774,translational_only,0.689144540625681,0.982247176107318,-1
194,AIFM2,-0.493011901615609,0.879283464373445,translational_only,0.653376601427855,0.973437275312085,1
195,AIM1,-0.975748702391413,0.673694305468578,translational_only,0.470279983352412,0.933013081806956,-1
196,AIM2,-0.792736335495327,0.708629342409929,translational_only,0.055988684232464,0.422761403335731,-1
197,AIMP1,0.395605837267326,0.7867688106843,translational_only,0.248188036925352,0.79918727367785,-1
198,AIMP2,-0.24134581217142,0.944108943966701,translational_only,0.095834940215326,0.548995572687415,-1
199,AIP,-0.366522814087821,0.812517304731786,translational_only,0.607287423937088,0.965308945066078,-1
200,AK2,-0.3269990498454,0.832410997013774,translational_only,0.109875813948937,0.583798626196838,1
201,AK3,0.572780675434194,0.635933281052444,translational_only,0.70175580712499,0.983927717172864,-1
202,AK6,0.856557655727132,0.500561640655319,translational_only,0.12912501979008,0.616667880430119,-1
203,AKAP1,-0.423601825704803,0.785018582630849,translational_only,0.902580081156727,0.994746689651404,1
204,AKAP10,0.057456308727711,0.991877922932239,translational_only,0.657893048145102,0.97446566863603,-1
205,AKAP11,1.13248683485631,0.081620013545492,translational_only,0.016461652706351,0.200710495992234,-1
206,AKAP13,-0.272350914257183,0.899924877609415,translational_only,0.824746320144599,0.993749382864656,1
207,AKAP8,-0.33234372195085,0.847964669227848,translational_only,0.962935659561613,0.998549688396844,-1
208,AKAP8L,-0.431172583071375,0.770729885075624,translational_only,0.432822781618222,0.921577598925268,-1
209,AKAP9,1.97949010911333,0.014400835558453,both,0.000384543307932,0.015347725085981,-1
210,AKIRIN1,-0.36353288787693,0.816383871203522,translational_only,0.192950786935882,0.735917288378494,1
211,AKIRIN2,-0.556209675036326,0.700293776055265,translational_only,0.775261844564877,0.987192830360673,1
212,AKNA,-0.525880541883499,0.641856938683837,translational_only,0.872499516204129,0.994344153929159,1
213,AKR1A1,-0.642958046007189,0.557170866118111,translational_only,0.77649807511323,0.987282760090379,-1
214,AKR1B1,-0.094054191662991,1,translational_only,0.746974965840709,0.984436711240199,1
215,AKR7A2,0.006711373728244,1,translational_only,0.054525158298043,0.416883488769858,-1
216,AKT1,-0.617409524259015,0.653566100986998,translational_only,0.799813498075049,0.991860226829549,1
217,AKT1S1,-0.528018945743178,0.757727219830297,translational_only,0.228715973981902,0.777448794525966,1
218,AKT2,-1.03476736647523,0.330501295691756,translational_only,0.87981930865949,0.994344153929159,1
219,ALAD,-0.469810592978219,0.773323423049672,translational_only,0.568089450096162,0.954294963062794,1
220,ALAS1,-0.506140744473862,0.700293776055265,translational_only,0.983766006255402,0.998770916316385,-1
221,ALCAM,0.627085691769526,0.56259374895737,translational_only,0.111745970373488,0.587994267427132,-1
222,ALDH16A1,-0.493624009736314,0.826170751744268,translational_only,0.219072794220762,0.763592517836069,-1
223,ALDH18A1,-0.701027001465924,0.513770592078896,translational_only,0.527955925436031,0.945373848476483,-1
224,ALDH1B1,-0.050977725896264,1,translational_only,0.793879206985488,0.990999289981225,1
225,ALDH2,-0.54862895848933,0.928328455465229,translational_only,0.726022436355666,0.984436711240199,-1
226,ALDH3A2,-0.295512193352529,0.920206812985023,translational_only,0.949355359087727,0.998374767908298,-1
227,ALDH4A1,-0.741016235369401,0.715451445948586,translational_only,0.56332243791345,0.953249970515434,1
228,ALDH5A1,-0.710165810435885,0.651225803002764,translational_only,0.974712805333111,0.998549688396844,-1
229,ALDH6A1,-0.548169750260538,0.7867688106843,translational_only,0.625249638312323,0.970886938777152,-1
230,ALDH9A1,-0.551311847281732,0.706906316403846,translational_only,0.902033271733715,0.994746689651404,-1
231,ALDOA,-0.511819884802579,0.673794945829629,translational_only,0.692299607051688,0.982247176107318,-1
232,ALDOC,0.408335186402357,0.775516684854399,translational_only,0.956829735260994,0.998549688396844,1
233,ALG1,-0.191633932565959,0.970456739354475,translational_only,0.529166983408691,0.945659839906249,-1
234,ALG10,0.747064609687011,0.690530281894473,translational_only,0.109056989322144,0.581882144637172,-1
235,ALG10B,1.6551096954959,0.040049861791249,both,0.668940863949546,0.977275719440259,-1
236,ALG11,0.768266789892404,0.755154350339999,translational_only,1.81518185837781E-05,0.001703947514096,-1
237,ALG12,-0.154354271812278,0.988613975361323,translational_only,0.189313987788634,0.734509744450904,-1
238,ALG13,0.50934015101329,0.711042698494687,translational_only,0.234250857894757,0.781102462784052,-1
239,ALG2,-0.305822814653001,0.888749449061733,translational_only,0.75457177680612,0.984436711240199,-1
240,ALG3,-0.23230230297173,0.959388779797734,translational_only,0.104931410793419,0.574820342787106,-1
241,ALG5,0.219535450522198,0.926656527145838,translational_only,0.291859168160751,0.839942236653692,-1
242,ALG6,0.556049919075622,0.796648596592993,translational_only,0.677728555177866,0.97919582317402,-1
243,ALG8,-0.371977612179263,0.892348660562669,translational_only,0.470492030942676,0.933013081806956,-1
244,ALG9,-0.425381297416851,0.842586932025053,translational_only,0.966727557410798,0.998549688396844,1
245,ALKBH1,-0.428418465888738,0.877229637643004,translational_only,0.399561420781749,0.903694886537629,-1
246,ALKBH2,-0.104128339596066,1,translational_only,0.588042278247035,0.959689313263343,-1
247,ALKBH3,-0.40518721538688,0.882540871476267,translational_only,0.795322255319143,0.991435441186561,1
248,ALKBH4,-0.424494929501583,0.90431587979254,translational_only,0.612249518365157,0.967049477364507,1
249,ALKBH5,-0.677784118750411,0.524059485769354,translational_only,0.761746634112171,0.984649391574361,-1
250,ALKBH6,-0.453473816014488,0.90335736914702,translational_only,0.127139741166576,0.613662045244614,-1
251,ALKBH7,0.216876735069705,0.935556010883071,translational_only,0.000145510825056,0.007627631538786,-1
252,ALKBH8,1.07917473411465,0.284537270942605,translational_only,0.555005817672179,0.953225893251692,-1
253,ALMS1,0.894109098115207,0.511366353299854,translational_only,0.00380810204699,0.07690924168569,-1
254,ALOX5,-0.868536886033035,0.83438076898287,translational_only,0.434024745326605,0.921577598925268,-1
255,ALOX5AP,-0.976586233184645,0.632449206046744,translational_only,0.575409726034983,0.955090031385172,-1
256,ALPK1,-0.839345959666258,0.606490458441031,translational_only,0.410173367353245,0.906660221524737,-1
257,ALS2,0.141100269491488,0.952970016446645,translational_only,0.875080838637479,0.994344153929159,-1
258,ALYREF,-0.344445699292087,0.842586932025053,translational_only,0.274023553289165,0.819284851913034,-1
259,AMBRA1,-0.696967568319947,0.512796197557362,translational_only,0.729934974622141,0.984436711240199,-1
260,AMD1,0.716408090592176,0.367009139726999,translational_only,0.284994163982423,0.834204865710588,1
261,AMDHD2,-0.093972379551795,1,translational_only,0.245627681103485,0.795088333811944,-1
262,AMER1,-1.14853209796061,0.37468375509964,translational_only,0.147099522973066,0.653565241410815,1
263,AMFR,-0.627896003336804,0.54561408843482,translational_only,0.668548144670391,0.977275719440259,-1
264,AMICA1,1.17386109218342,0.402798115971213,translational_only,0.723865071450887,0.984436711240199,1
265,AMIGO2,-0.082560381742121,1,translational_only,0.741816056985587,0.984436711240199,-1
266,AMMECR1,0.526423566472809,0.714617819122199,translational_only,0.938414324542223,0.99783695426664,1
267,AMMECR1L,-0.408640292479661,0.7867688106843,translational_only,0.147811443515476,0.654414462694908,1
268,AMN1,0.105425943772221,0.983878253142597,translational_only,0.815166573222612,0.993749382864656,-1
269,AMPD2,-1.02367676474123,0.41842005912054,translational_only,0.693232778937052,0.982296030436827,-1
270,AMPD3,-0.369810898798721,0.872648915595516,translational_only,0.694770779596086,0.983164093458886,-1
271,AMZ2,-0.024625691537471,1,translational_only,0.934945251666594,0.99783695426664,-1
272,ANAPC1,0.007717573070535,1,translational_only,0.2578374394578,0.807755535115053,-1
273,ANAPC11,-0.480277248292274,0.871622231614419,translational_only,0.931238112328951,0.99782569529383,-1
274,ANAPC13,-0.158480978437826,0.980957547425396,translational_only,0.99765057219479,0.999439239659665,-1
275,ANAPC15,-0.106341508212044,1,translational_only,0.356413043748101,0.881566327011008,-1
276,ANAPC16,0.229850052106955,0.883654504163753,translational_only,0.683601086532415,0.98035407527808,1
277,ANAPC2,-0.767731524833039,0.530999767878958,translational_only,0.904799333651298,0.994746689651404,-1
278,ANAPC4,0.543699088576818,0.650331377628278,translational_only,0.419273490437816,0.913617131681946,-1
279,ANAPC5,-0.509656588086836,0.676671044436451,translational_only,0.930306573433801,0.99782569529383,1
280,ANAPC7,-0.121334466585772,0.980517588051382,translational_only,0.790078697953667,0.99062673809887,1
281,ANGEL1,-0.626825542788048,0.68142196026559,translational_only,0.483943222033423,0.93505512388279,1
282,ANGEL2,-0.045334982837308,1,translational_only,0.803058985107947,0.992443913604309,-1
283,ANK3,-1.02913539006532,0.769190997836371,translational_only,0.390621911853312,0.901279556001203,-1
284,ANKFY1,-0.580535949661074,0.635235501218558,translational_only,0.648373813203321,0.973437275312085,1
285,ANKH,-1.13909545836528,0.36913481208226,translational_only,0.651668433587948,0.973437275312085,1
286,ANKIB1,0.505842731945325,0.632449206046744,translational_only,0.286489960017897,0.835223144516366,-1
287,ANKLE1,-0.615795351553334,0.842741675373475,translational_only,0.948536596242941,0.998374767908298,-1
288,ANKLE2,0.103805558213477,0.97721559206555,translational_only,0.8884524444,0.994344153929159,1
289,ANKMY1,-0.195635106561742,0.981712306730828,translational_only,0.793728610544781,0.990999289981225,-1
290,ANKMY2,0.362023953472551,0.899909974187371,translational_only,0.216653268451874,0.76324995494576,-1
291,ANKRA2,-0.142606369942157,0.986950412861301,translational_only,0.394136786966756,0.901279556001203,1
