,GPB.vs.GPA.Gene,GPB.vs.GPA.mRNA_logFC,GPB.vs.GPA.mRNA_FDR,GPB.vs.GPA.Change_type,GPB.vs.GPA.P.value,GPB.vs.GPA.FDR,GPB.vs.GPA.Direction
5512,RBM26,1.02381827750834,0.103311301386545,translational_only,0.015329786664917,0.191158041154229,-1
5513,RBM27,1.02305079053083,0.086559329560192,translational_only,0.022344315983875,0.242991847780162,-1
5514,RBM28,-0.077670239370336,1,translational_only,0.591695164132038,0.960109102645661,-1
5515,RBM3,-0.149703461636443,0.947531011228438,translational_only,0.637624108780931,0.971672895121486,1
5516,RBM33,-0.271679510458044,0.879595203910516,translational_only,0.871609543852038,0.994344153929159,1
5517,RBM34,0.835554972153297,0.388339348600053,translational_only,0.155335424811327,0.668809406971962,-1
5518,RBM38,-0.649592997186091,0.612199263056145,translational_only,0.576381342159685,0.955090031385172,-1
5519,RBM39,0.622864245153453,0.443436022536686,translational_only,0.313956563992142,0.857823339565568,-1
5520,RBM4,-0.059814833964156,1,translational_only,0.444987375578894,0.922370477993707,1
5521,RBM41,1.13650427223622,0.479041921623366,translational_only,0.085084972246794,0.519430808786058,-1
5522,RBM42,-0.605126886875001,0.7076842625616,translational_only,0.289987245495787,0.838079955494438,-1
5523,RBM45,0.421520723058481,0.866665442156338,translational_only,0.026944002404116,0.274445246709979,-1
5524,RBM47,0.240932259697271,0.922839240007581,translational_only,0.535820052049174,0.94876916421533,-1
5525,RBM48,0.261469674319138,0.926223336924845,translational_only,0.471975468221876,0.9332929127259,-1
5526,RBM4B,-0.387480341221909,0.900838630539186,translational_only,0.487483459945692,0.936344887707112,-1
5527,RBM5,-0.268413626239754,0.87204552376957,translational_only,0.880972451775048,0.994344153929159,-1
5528,RBM6,0.114053852464176,0.95417677973536,translational_only,0.832989948216624,0.993749382864656,-1
5529,RBM7,0.488585421790976,0.727973991335109,translational_only,0.431832825531325,0.921577598925268,-1
5530,RBM8A,0.3770026897545,0.795757789846727,translational_only,0.674297212830667,0.978483112026702,-1
5531,RBMX,0.199896417821772,0.89421344095958,translational_only,0.456422851173789,0.928304755467813,1
5532,RBMX2,-0.162361024225234,0.96573243761721,translational_only,0.723531993528077,0.984436711240199,1
5533,RBMXL1,0.082035708868143,0.982827983179515,translational_only,0.327725383636453,0.865837638462791,-1
5534,RBPJ,0.864223466331497,0.280739010060891,translational_only,0.919680749224602,0.997015152989332,-1
5535,RBSN,-0.415194020578327,0.782116788939092,translational_only,0.55921540905753,0.95324744007981,1
5536,RBX1,-0.228452035833188,0.912267594975163,translational_only,0.286571780594715,0.835223144516366,-1
5537,RC3H1,0.364565601233851,0.80705459466856,translational_only,0.044320113394826,0.380990630457795,-1
5538,RC3H2,0.158112565144283,0.942889755960843,translational_only,0.120515649539066,0.600480098382759,-1
5539,RCAN3,-0.672560571162835,0.736546513668107,translational_only,0.703160510514915,0.983927717172864,-1
5540,RCBTB1,0.770944092066758,0.477067929293496,translational_only,0.862674527577248,0.994344153929159,-1
5541,RCC1,-0.400882828372186,0.805548398346422,translational_only,0.233944667804497,0.780747079641062,1
5542,RCC2,-0.499797821847843,0.669737437786238,translational_only,0.529200064100518,0.945659839906249,1
5543,RCE1,-0.589593065218423,0.818107920790342,translational_only,0.439114646902057,0.922370477993707,-1
5544,RCHY1,0.295954527920837,0.879141602893374,translational_only,0.535597906488057,0.94876916421533,1
5545,RCL1,-0.637495518841086,0.681545585663948,translational_only,0.39459614932775,0.901279556001203,-1
5546,RCN1,0.928397863038128,0.478806095652612,translational_only,0.450948561943932,0.927832794292495,-1
5547,RCN2,-0.196179949524128,0.944444163046838,translational_only,0.789298765666792,0.99062673809887,1
5548,RCOR3,0.103126327702864,0.980176467534824,translational_only,0.27085283787618,0.816899397561964,-1
5549,RCSD1,-0.822020365146116,0.537462945036813,translational_only,0.406568326349476,0.906174306917538,1
5550,RDH11,0.605116989135959,0.545286171446631,translational_only,0.822424969475777,0.993749382864656,1
5551,RDH13,-0.519323718610464,0.891556629534811,translational_only,0.931337821232334,0.99782569529383,-1
5552,RDX,1.23466972056616,0.046823193577557,both,0.385262006529231,0.89958696589202,-1
5553,REC8,-0.141497986784114,1,translational_only,0.793964916065578,0.990999289981225,-1
5554,RECQL,1.68281997526742,0.007417896419946,both,0.006883698336812,0.115172904110666,-1
5555,RECQL4,-0.574800087185654,0.88541074180198,translational_only,0.543288390152831,0.951414417066811,-1
5556,RECQL5,-0.522072234152065,0.754747350425608,translational_only,0.954740388612116,0.998549688396844,-1
5557,REEP4,-0.408859886285116,0.890954094180313,translational_only,0.967860410815012,0.998549688396844,-1
5558,REEP5,0.038225072597151,0.998072970860922,translational_only,0.610350182261123,0.967033356555769,-1
5559,REL,1.1710678678942,0.065377330703456,translational_only,0.213619082209632,0.760885340338392,-1
5560,RELA,-0.391007706581688,0.775516684854399,translational_only,0.383052336425578,0.898767469629621,-1
5561,RELB,0.067120850342995,0.984945408998969,translational_only,0.318720715743096,0.860606769507301,-1
5562,RELT,-0.207642596778391,0.942889755960843,translational_only,0.814951441179715,0.993749382864656,-1
5563,RENBP,-1.49479740131597,0.527895981596286,translational_only,0.204717334317179,0.752648236794193,-1
5564,REPIN1,-0.074924895430507,0.996807808884323,translational_only,0.790243869302195,0.99062673809887,-1
5565,REPS1,-0.236248367930077,0.914258616510448,translational_only,0.952950071603542,0.998549688396844,-1
5566,RER1,-0.457689252566125,0.716020895260118,translational_only,0.307369288329685,0.851031436824098,1
5567,RERE,-0.957777456679958,0.249664658542434,translational_only,0.670943709223028,0.978005048710724,-1
5568,REST,0.721649350213831,0.484006320423556,translational_only,0.028644465120015,0.287253184099769,-1
5569,RETSAT,-0.258657941513438,0.931403631186068,translational_only,0.988488243846584,0.999021941489714,-1
5570,REV1,0.676532982093922,0.511366353299854,translational_only,0.514757244326626,0.941353502275978,-1
5571,REV3L,1.50700975361069,0.06981515535262,both,0.012339552310813,0.167583688443373,-1
5572,REXO1,-0.393495445487065,0.831922448207617,translational_only,0.867140769044118,0.994344153929159,-1
5573,REXO2,-0.458126693219961,0.802687504400134,translational_only,0.629396133529145,0.970886938777152,1
5574,REXO4,-0.390893751063323,0.800616908192868,translational_only,0.850090951893818,0.993749382864656,1
5575,RFC1,0.765939006239857,0.365276971973152,translational_only,0.056590176834929,0.425260713897798,-1
5576,RFC2,-0.401283089002666,0.831922448207617,translational_only,0.818337406531353,0.993749382864656,-1
5577,RFC3,-0.003471487503512,1,translational_only,0.500652048051334,0.940818153788733,1
5578,RFC4,0.059222575206348,0.991715258046066,translational_only,0.888757105717625,0.994344153929159,-1
5579,RFC5,0.261265113109576,0.935253767562928,translational_only,0.557674106837685,0.953225893251692,-1
5580,RFFL,-1.11799417082359,0.407976892830377,translational_only,0.40486173078605,0.906174306917538,-1
5581,RFNG,-0.604630968615278,0.829231136596079,translational_only,0.476092918188604,0.933778804514327,-1
5582,RFT1,-0.544951274831314,0.760387158730513,translational_only,0.597699347487543,0.963379690030059,1
5583,RFTN1,-0.38113635238404,0.832410997013774,translational_only,0.710763065590693,0.984436711240199,1
5584,RFWD2,-0.288524806884893,0.889084842854698,translational_only,0.647752427202549,0.973437275312085,1
5585,RFWD3,-0.543302852655466,0.661148127075738,translational_only,0.797223389016928,0.991860226829549,1
5586,RFX1,-0.669186431587512,0.80920231804894,translational_only,0.548606579459258,0.952270651386825,-1
5587,RFX3,0.330162404803729,0.858853422164005,translational_only,0.153250131311143,0.663556103618062,-1
5588,RFX5,-0.777155097856772,0.48338418572643,translational_only,0.717996236271161,0.984436711240199,1
5589,RFX7,0.473502367413239,0.693399304456692,translational_only,0.127551727369339,0.614870661048337,-1
5590,RFXANK,-0.303013391755957,0.884831801772754,translational_only,0.586296851395046,0.959365117036602,-1
5591,RFXAP,0.84897767658839,0.582218339540896,translational_only,0.795136341011543,0.991435441186561,1
5592,RGL2,-0.102478767957817,1,translational_only,0.275283122535466,0.819754032432706,-1
5593,RGP1,-0.870582790947812,0.661052772759367,translational_only,0.625675318081617,0.970886938777152,-1
5594,RGS1,0.984645568001216,0.567076822262519,translational_only,0.555466129078818,0.953225893251692,-1
5595,RGS10,-0.280775610599939,0.899877468093407,translational_only,0.816603347223519,0.993749382864656,1
5596,RGS14,-0.475072897717813,0.793913056596439,translational_only,0.794630374444257,0.991435441186561,-1
5597,RGS16,-0.702817661098404,0.767499168392109,translational_only,0.286307842699416,0.835223144516366,1
5598,RGS19,-0.107468453332323,0.998387192060706,translational_only,0.0859472459589,0.519606102465191,-1
5599,RGS2,0.630204608871365,0.850798278606105,translational_only,0.289101646894976,0.836783109192315,-1
5600,RGS3,-1.12420893830353,0.597112197401694,translational_only,0.601670481596394,0.964767152554401,1
5601,RHBDD1,-0.373283095421373,0.86895314697439,translational_only,0.922238804737315,0.997257831813356,1
5602,RHBDD2,-0.296728126582295,0.944108943966701,translational_only,0.398963712279884,0.903694886537629,-1
5603,RHBDF2,-0.36021972632806,0.845725253838335,translational_only,0.588993678137366,0.959689313263343,-1
5604,RHEB,0.214744017076617,0.942889755960843,translational_only,0.554846239661705,0.953225893251692,-1
5605,RHNO1,-0.003490064616049,1,translational_only,0.883147210614571,0.994344153929159,1
5606,RHOA,-0.529676966781917,0.612199263056145,translational_only,0.484274781889568,0.935149243694547,1
5607,RHOB,-0.504723788288786,0.890037839862988,translational_only,0.576148406078151,0.955090031385172,1
5608,RHOBTB2,-1.59615168705102,0.13129574831904,both,0.274000133652385,0.819284851913034,1
5609,RHOC,-0.709662519401615,0.717390846642577,translational_only,0.805129573290375,0.99308169824039,1
5610,RHOF,0.540083317825027,0.661441200397694,translational_only,0.00250471546145,0.058083658546756,-1
5611,RHOG,-0.661748534032745,0.67220539357802,translational_only,0.397678037316104,0.902924992930648,-1
5612,RHOH,-0.458033783953785,0.759857152774338,translational_only,0.208664127471272,0.756426096976233,1
5613,RHOQ,0.879860354405504,0.375251481469279,translational_only,0.601339111513534,0.964767152554401,-1
5614,RHOT1,0.546516999154349,0.696801909604453,translational_only,0.188146725588,0.734065604738218,-1
5615,RHOT2,-0.145520799986993,0.974605311498183,translational_only,0.265889971086669,0.813141887689285,-1
5616,RIC1,0.077029461671362,0.982263729903877,translational_only,0.299213571751382,0.844029476738986,-1
5617,RIC8A,-0.717566462552965,0.469817691599603,translational_only,0.829135830951629,0.993749382864656,1
5618,RICTOR,1.50753909247436,0.05633143705446,both,0.000813113227732,0.026876255251304,-1
5619,RIF1,2.05907255095627,0.001574199777679,both,8.69360707405065E-05,0.00523132232856,-1
5620,RILPL2,-0.259243257161315,0.908672381950118,translational_only,0.346408273415598,0.874529450694225,1
5621,RIN2,0.416368022682351,0.886334858537346,translational_only,0.768780080240099,0.986602168621181,1
5622,RIN3,-1.18543157057333,0.217641388012166,translational_only,0.376455358990648,0.89437683385225,-1
5623,RING1,-0.394392039348123,0.829231136596079,translational_only,0.313531432673115,0.857529605490122,-1
5624,RINL,-0.657239458887237,0.560584308794662,translational_only,0.467627600454575,0.932811035818719,1
5625,RINT1,0.52709593599278,0.725815041194338,translational_only,0.198732774222911,0.743702836488002,-1
5626,RIOK1,0.775953254032182,0.443560452629586,translational_only,0.188933248445836,0.734509744450904,-1
5627,RIOK2,1.04644715336729,0.248782247544884,translational_only,0.03250596599945,0.310606681626668,-1
5628,RIOK3,0.23634305234756,0.891556629534811,translational_only,0.970705675278424,0.998549688396844,-1
5629,RIPK1,-0.017513323347513,1,translational_only,0.553835442193307,0.953225893251692,-1
5630,RIPK2,0.544863990520297,0.725948604338813,translational_only,0.320247621642253,0.861087440960173,-1
5631,RIPK3,-0.45850795075942,0.909232885049414,translational_only,0.688470471083107,0.982247176107318,-1
5632,RIT1,-0.025027677211245,1,translational_only,0.415114980330293,0.910206577355321,1
5633,RLF,1.27922079531029,0.063554945407384,translational_only,0.005240317527814,0.094478740154007,-1
5634,RLIM,0.66310943993294,0.510804769900633,translational_only,0.367137267303708,0.889226439078507,-1
5635,RLTPR,-0.548832990643273,0.651225803002764,translational_only,0.470163780817117,0.933013081806956,-1
5636,RMDN1,0.048442792995654,0.994422318365895,translational_only,0.782539473599353,0.988422354444278,-1
5637,RMDN3,-0.884904074218719,0.374722108423228,translational_only,0.648352858872438,0.973437275312085,1
5638,RMI1,1.01590338281783,0.527733991694073,translational_only,0.23040086484265,0.778754588726213,-1
5639,RMI2,-0.225600451350251,0.965620866538432,translational_only,0.030445694698821,0.297978986780735,1
5640,RMND1,0.055778870133842,0.994422318365895,translational_only,0.902439458275151,0.994746689651404,-1
5641,RMND5A,0.461494854375613,0.661441200397694,translational_only,0.374354709218673,0.89197962157068,1
5642,RMND5B,-0.629921265917669,0.632745550068695,translational_only,0.656368199876135,0.974153351641027,1
5643,RNASEH1,-0.034030416691341,1,translational_only,0.326553755331428,0.865157318821173,-1
5644,RNASEH2A,-0.507130974327547,0.863792648977746,translational_only,0.218353325892299,0.763592517836069,-1
5645,RNASEH2B,0.403336803512458,0.794048585004919,translational_only,0.987935136023473,0.999021941489714,1
5646,RNASEH2C,-0.337543834311007,0.890037839862988,translational_only,0.044952593667593,0.383896458584815,-1
5647,RNASET2,-0.371400405876577,0.949217916405303,translational_only,0.408542342627947,0.906642470951832,-1
5648,RNF10,-0.685113566236875,0.444933531868783,translational_only,0.995009672330757,0.999021941489714,-1
5649,RNF103,0.544837334492321,0.677007196785616,translational_only,0.486633137513828,0.935783879971691,-1
5650,RNF11,-0.450379221614866,0.799666650458055,translational_only,0.386300362256626,0.899635273507795,1
5651,RNF111,-0.351328140479934,0.834185391084381,translational_only,0.664708257811886,0.977159445898856,-1
5652,RNF113A,-0.417111942962031,0.864826448590223,translational_only,0.549466129927144,0.952412079811595,-1
5653,RNF114,-0.585546508112606,0.645644691271811,translational_only,0.603537257582266,0.964767152554401,1
5654,RNF115,-0.326639908876286,0.878632984678361,translational_only,0.934041561403798,0.99782569529383,1
5655,RNF121,-0.531782871146134,0.710072440783664,translational_only,0.37146413706756,0.890761668045668,1
5656,RNF123,-0.808218469408142,0.46607184235875,translational_only,0.780687320024987,0.988109007208751,-1
5657,RNF126,-0.206152348832774,0.952505453033185,translational_only,0.181429148981597,0.71960140244606,-1
5658,RNF13,1.01683945387912,0.26808532570629,translational_only,0.105466803284462,0.575411063514802,-1
5659,RNF130,0.00330960867899,1,translational_only,0.902545735916088,0.994746689651404,-1
5660,RNF135,-0.948331797755696,0.512744107145487,translational_only,0.866034661712618,0.994344153929159,-1
5661,RNF138,0.677842934333248,0.632745550068695,translational_only,0.614229842485298,0.967705472900587,1
5662,RNF139,0.036138794746184,0.999300097602625,translational_only,0.869194571980315,0.994344153929159,-1
5663,RNF14,-0.215472239880337,0.922599854114809,translational_only,0.621884286369584,0.970286004861151,1
5664,RNF141,0.495126257643329,0.717390846642577,translational_only,0.889771317491136,0.994344153929159,1
5665,RNF144B,0.535881181644387,0.7867688106843,translational_only,0.602828397890194,0.964767152554401,1
5666,RNF145,0.843340391782714,0.239481656064242,translational_only,0.953066517167371,0.998549688396844,1
5667,RNF146,0.054082574287893,0.992040260129982,translational_only,0.767036251307083,0.98633305692809,1
5668,RNF149,-0.401057657609154,0.892850746421814,translational_only,0.716984394793834,0.984436711240199,-1
5669,RNF167,-0.396724174902443,0.795803857164375,translational_only,0.950024635574115,0.998374767908298,-1
5670,RNF168,0.507463569344176,0.718478584804476,translational_only,0.745513973772242,0.984436711240199,-1
5671,RNF169,0.030226224176283,1,translational_only,0.829758052534253,0.993749382864656,-1
5672,RNF170,0.442615185221205,0.842586932025053,translational_only,0.773502433099492,0.98716071359418,-1
5673,RNF181,-0.337399131281549,0.849424519665879,translational_only,0.338070538423001,0.872604865831065,-1
5674,RNF185,-0.55426948338712,0.689447233475723,translational_only,0.007090125984388,0.117342085050507,1
5675,RNF187,0.014022344691983,1,translational_only,0.26254862357068,0.811246884882503,1
5676,RNF19A,0.76549575635764,0.618301667151098,translational_only,0.964073260433201,0.998549688396844,1
5677,RNF19B,0.238502869018648,0.892552636640737,translational_only,0.930359585354771,0.99782569529383,-1
5678,RNF2,-0.039537189025642,1,translational_only,0.106742885874666,0.577301499059975,-1
5679,RNF20,0.351142486826871,0.798123821181793,translational_only,0.676579652019478,0.979123292578043,-1
5680,RNF213,-1.03731519169529,0.223030076412746,translational_only,0.801612432768245,0.992146763553802,-1
5681,RNF214,-0.382031032187275,0.846755970200027,translational_only,0.71435544126798,0.984436711240199,-1
5682,RNF215,-0.04523768655114,1,translational_only,0.513281182073689,0.941353502275978,-1
5683,RNF216,-0.512184797699827,0.660884592301548,translational_only,0.659233542483298,0.975466127049056,1
5684,RNF219,1.48366307210218,0.070080369863566,translational_only,0.003911946085194,0.077669670666097,-1
5685,RNF220,-0.690300375863339,0.460974622984211,translational_only,0.073762903641577,0.483223843919882,1
5686,RNF25,-0.675072109627685,0.744351324182816,translational_only,0.489016658175021,0.93707275371679,-1
5687,RNF26,-0.321226418162293,0.91621465228688,translational_only,0.993239654615048,0.999021941489714,-1
5688,RNF31,-0.700943265301611,0.511439321577053,translational_only,0.655939415521156,0.974144137629246,-1
5689,RNF34,-0.375421672411358,0.80705459466856,translational_only,0.928263986179233,0.997766699293903,-1
5690,RNF38,-0.311132040601438,0.877229637643004,translational_only,0.697985054693096,0.98359564078994,1
5691,RNF4,-0.495059659084021,0.691173682982872,translational_only,0.275636022291184,0.819851225745185,1
5692,RNF40,-0.621223275654135,0.538059032815264,translational_only,0.489658309183632,0.93707275371679,1
5693,RNF41,-0.288660923773581,0.874515338703491,translational_only,0.438988639888694,0.922370477993707,1
5694,RNF44,-0.52974225885025,0.68254767005479,translational_only,0.830902134653788,0.993749382864656,1
5695,RNF6,1.34215854745803,0.022679959558707,both,0.034937304255846,0.326396758071734,-1
5696,RNF7,-0.131275953029954,0.985093406220423,translational_only,0.969305174555817,0.998549688396844,1
5697,RNF8,0.191115389913649,0.931955072090726,translational_only,0.929286032227954,0.99782569529383,1
5698,RNFT1,0.140550218528037,0.962610568545893,translational_only,0.822762212951945,0.993749382864656,-1
5699,RNGTT,0.649622238668875,0.530270069371756,translational_only,0.53352406336549,0.94724941133767,-1
5700,RNH1,-0.53998610036015,0.719845374051076,translational_only,0.913045700772769,0.995408174822243,-1
5701,RNMT,0.665967290334274,0.500561640655319,translational_only,0.844725689474758,0.993749382864656,1
5702,RNMTL1,-0.424808817060784,0.845308214907452,translational_only,0.779318220736188,0.987918324310223,-1
5703,RNPC3,0.899842246913219,0.540172435728913,translational_only,0.014067670105062,0.181196532396045,-1
5704,RNPEP,-1.03472728687095,0.348933356829714,translational_only,0.994268362011889,0.999021941489714,-1
5705,RNPEPL1,-0.373872459411378,0.827605749580913,translational_only,0.398504492095586,0.903584871545819,-1
5706,RNPS1,-0.430261042349112,0.721422174236246,translational_only,0.583406535002951,0.95810948659547,1
5707,ROCK1,1.85160961182792,0.000380736984836,both,0.008413952472841,0.130044338461862,-1
5708,ROCK2,1.67774872883005,0.00619428764687,both,0.002879328105975,0.063988704536945,-1
5709,ROMO1,0.324824456484689,0.908113678926617,translational_only,0.339209296366682,0.872604865831065,-1
5710,ROR1,0.720123217601035,0.714858752654564,translational_only,0.237781940038781,0.785731704988752,-1
5711,RP2,0.221441729142064,0.939607109953575,translational_only,0.229340935534191,0.778532841876408,-1
5712,RP9,0.063279470037136,0.992338367208744,translational_only,0.815017063165189,0.993749382864656,-1
5713,RPA1,-0.723769747323507,0.432014992667722,translational_only,0.725259127979493,0.984436711240199,-1
5714,RPA2,-0.75675379338327,0.440310207521794,translational_only,0.345356894151999,0.874529450694225,1
5715,RPA3,-0.516791734954908,0.755154350339999,translational_only,0.568659044150623,0.954294963062794,-1
5716,RPAIN,-0.244752097525102,0.90988422154474,translational_only,0.624846787726637,0.970886938777152,1
5717,RPAP1,-0.58248677911852,0.641057802905921,translational_only,0.869013931779615,0.994344153929159,-1
5718,RPAP2,1.21468270535321,0.268245831454582,translational_only,0.017029534311539,0.204948262165747,-1
5719,RPAP3,1.77622016958258,0.00137002922165,both,0.009130847292438,0.137360720678806,-1
5720,RPE,0.476490732656728,0.755626866514647,translational_only,0.619309935369272,0.969409655496293,1
5721,RPF1,0.131834171863715,0.956779314728545,translational_only,0.219045966434693,0.763592517836069,-1
5722,RPF2,0.662915868962941,0.639730348695023,translational_only,0.290478198312245,0.838079955494438,-1
5723,RPGRIP1L,0.814825517186487,0.695609850352354,translational_only,0.116657564606334,0.593645050434193,-1
5724,RPIA,-0.239751206197125,0.908989495171287,translational_only,0.339797759487488,0.873196895318192,1
5725,RPL10,0.88713776669596,0.228366759599578,translational_only,0.073711475944617,0.48320137359449,-1
5726,RPL10A,0.269452768696025,0.835765555378651,translational_only,0.406802283789229,0.906174306917538,-1
5727,RPL11,-0.006941885410971,1,translational_only,0.68325698667361,0.98035407527808,1
5728,RPL12,0.581826994370754,0.616241579860506,translational_only,0.96127661883717,0.998549688396844,1
5729,RPL13,0.258460101211148,0.844754332761757,translational_only,0.150696283062656,0.659556204944875,-1
5730,RPL13A,0.309718053186353,0.79330301474528,translational_only,4.6618616161398E-05,0.003299958641086,-1
5731,RPL14,0.419425898504682,0.693822340805767,translational_only,0.465694330234145,0.932334417469536,-1
5732,RPL15,0.240025909831191,0.853326930658665,translational_only,0.431243698981807,0.921546815489441,1
5733,RPL18,0.06102118211669,0.98569765877036,translational_only,0.355102605549693,0.881100670903034,-1
5734,RPL18A,1.43388385242138,0.055858642257767,translational_only,1.89347467483003E-07,6.59772455858551E-05,-1
5735,RPL19,0.315022042611925,0.785018582630849,translational_only,0.633872548416948,0.970886938777152,-1
5736,RPL22,0.522656701285797,0.597651437454499,translational_only,0.545343798907598,0.951414417066811,1
5737,RPL22L1,-0.215948252387813,0.936233457173295,translational_only,0.299267913299234,0.844029476738986,1
5738,RPL23,0.239162441281648,0.853326930658665,translational_only,0.295050359222735,0.840670123551644,1
5739,RPL23A,0.671776343971503,0.397684560890767,translational_only,0.589651382035738,0.959689313263343,-1
5740,RPL24,0.661633761475734,0.393649335773843,translational_only,0.33344649646737,0.868541339297954,-1
5741,RPL26,0.705371681690213,0.299989317280442,translational_only,0.443942012929386,0.922370477993707,1
5742,RPL27,0.10621243428891,0.956921520187409,translational_only,0.818556709344515,0.993749382864656,1
5743,RPL27A,0.43154533362561,0.683076999636458,translational_only,0.569097190298436,0.954294963062794,-1
5744,RPL28,-0.04719777722228,1,translational_only,0.121663728630252,0.602363793986235,-1
5745,RPL29,0.820818391638531,0.296042686955405,translational_only,0.2893921575743,0.837210941069241,-1
5746,RPL3,0.193494386263305,0.896986225912662,translational_only,0.094451133938566,0.546224546887694,-1
5747,RPL30,0.413461410183337,0.683167676407401,translational_only,0.741284529601139,0.984436711240199,-1
5748,RPL31,0.655458100505313,0.357029473159347,translational_only,0.13382378620183,0.625205685208841,-1
5749,RPL32,0.386334592691905,0.720231715772546,translational_only,0.848627447953826,0.993749382864656,-1
5750,RPL34,0.704636440088107,0.289068181713151,translational_only,0.387123141762939,0.899917331039854,-1
5751,RPL35,0.486404686974581,0.690530281894473,translational_only,0.000943605614365,0.02976416204022,-1
5752,RPL35A,0.034234734141484,0.999305968751367,translational_only,0.884859332709105,0.994344153929159,-1
5753,RPL36,0.256906722021555,0.844998295001452,translational_only,0.274936559310447,0.819754032432706,-1
5754,RPL36AL,0.745847892065953,0.333237971330652,translational_only,0.243423414171027,0.791862490519258,-1
5755,RPL37,0.431614290722478,0.682789260104279,translational_only,0.757931672095271,0.984436711240199,-1
5756,RPL37A,0.40980213645617,0.697228025998785,translational_only,0.58267605319602,0.958101209255122,-1
5757,RPL38,0.171852995305665,0.911715994971375,translational_only,0.93890425485777,0.99783695426664,1
5758,RPL39,0.761605586772663,0.249302683398803,translational_only,0.151700194350515,0.661312844016788,1
5759,RPL39L,-0.820840764371609,0.694856479634085,translational_only,0.736406197460769,0.984436711240199,1
5760,RPL4,0.156361428474276,0.942798535451413,translational_only,0.690032626459526,0.982247176107318,-1
5761,RPL41,1.32143802407048,0.09287492283894,translational_only,0.021790979980789,0.238744499621449,1
5762,RPL5,0.692595109695472,0.32356401107361,translational_only,0.700725414964645,0.983927717172864,-1
5763,RPL6,1.75584507764419,0.00196754461974,both,0.046312890980553,0.389001762896071,-1
5764,RPL7,2.04546726103964,0.000949128944895,both,0.016078952909793,0.197767749940789,-1
5765,RPL7A,0.501277136656521,0.616241579860506,translational_only,0.22438031110166,0.77081007556994,-1
5766,RPL7L1,0.478934908900817,0.753142662265808,translational_only,0.076276181764491,0.490693375452049,-1
5767,RPL8,-0.019094333857942,1,translational_only,0.04979420136122,0.400547890572717,-1
5768,RPL9,0.825041385893959,0.204574899829507,translational_only,0.605177493669415,0.964767152554401,-1
5769,RPLP0,0.288817165459152,0.8136812859558,translational_only,0.900250229425415,0.994746689651404,1
5770,RPLP1,0.241304109727791,0.86033997422889,translational_only,0.7092607754709,0.984304655913572,-1
5771,RPLP2,-0.216752352889184,0.913743777391363,translational_only,0.571088986648527,0.954294963062794,1
5772,RPN1,-0.514586269139211,0.650505108030543,translational_only,0.610205636933903,0.966934901253533,-1
5773,RPN2,-0.491728904851229,0.649781315528922,translational_only,0.493419296114074,0.938321732957481,-1
5774,RPP14,-0.107952207677621,0.990948776141619,translational_only,0.133874792774046,0.625205685208841,1
5775,RPP25L,-0.365723594597356,0.923424379712021,translational_only,0.505760758731622,0.941353502275978,1
5776,RPP30,-0.161175799742403,0.96573243761721,translational_only,0.423611111829449,0.916756323534996,-1
5777,RPP38,-0.139434096615402,0.989294792349676,translational_only,0.880725670439426,0.994344153929159,-1
5778,RPRD1A,0.424919484724194,0.767243667624094,translational_only,0.844490507230085,0.993749382864656,1
5779,RPRD1B,-0.510824374187982,0.714617819122199,translational_only,0.374382106377672,0.89197962157068,1
5780,RPRD2,-0.776979157916666,0.418286172230495,translational_only,0.629188747568462,0.970886938777152,-1
5781,RPS11,0.044285797283096,0.993330347332099,translational_only,0.022436156526742,0.243310887231553,-1
5782,RPS12,0.419325619082257,0.670860485949939,translational_only,0.947613235319658,0.998374767908298,-1
5783,RPS13,0.548713406856665,0.538332954616494,translational_only,0.472335667567002,0.933371619452699,-1
5784,RPS14,-0.116832333879799,0.970907145274943,translational_only,0.368862070990927,0.88938438796505,1
5785,RPS15,0.536519561688486,0.714617819122199,translational_only,0.025071343789074,0.262198884154179,-1
5786,RPS15A,0.175592272895658,0.908046203224339,translational_only,0.120401106287078,0.600419286516181,1
5787,RPS16,0.098713899631227,0.966025510883911,translational_only,0.422637332608411,0.91600045453031,-1
5788,RPS17,3.22182244867915,0.000230396454931,both,3.15741449785634E-06,0.00040713298591,-1
5789,RPS18,0.261294438320748,0.842586932025053,translational_only,0.990645266428328,0.999021941489714,-1
5790,RPS19,0.361462511954818,0.773724083753541,translational_only,0.037250921324664,0.340928683409834,-1
5791,RPS19BP1,-0.268469803913657,0.909093751233512,translational_only,0.132983398635216,0.62342277250724,-1
5792,RPS2,0.783395994030639,0.325073716514306,translational_only,0.000744988819339,0.025265025451238,-1
5793,RPS20,0.564331967791751,0.527895981596286,translational_only,0.557410616219929,0.953225893251692,1
5794,RPS21,-0.203360448017635,0.922067186021421,translational_only,0.077928009703422,0.496420882660126,1
5795,RPS23,0.341232501826861,0.765548215113714,translational_only,0.958804183525493,0.998549688396844,-1
5796,RPS24,0.694202145415678,0.453352616591696,translational_only,0.199098179225207,0.743702836488002,-1
5797,RPS25,0.29898786419651,0.793297546896178,translational_only,0.442770513576945,0.922370477993707,-1
5798,RPS26,1.15587828040707,0.43937676345575,translational_only,0.042538880145226,0.3708404306271,-1
5799,RPS27,0.932847867409526,0.261074867390183,translational_only,0.890595436273962,0.994344153929159,1
