,Control.vs.Treated.Gene,Control.vs.Treated.mRNA_logFC,Control.vs.Treated.mRNA_FDR,Control.vs.Treated.Change_type,Control.vs.Treated.P.value,Control.vs.Treated.FDR,Control.vs.Treated.Direction
6269,FAM53A,0,1,translational_only,NA,NA,1
6270,FAM53B,0.245051800166424,1,translational_only,NA,NA,1
6271,FAM53B-AS1,0.781491426608722,1,translational_only,NA,NA,1
6272,FAM53C,-0.065735700636919,1,translational_only,NA,NA,1
6273,FAM57A,0.068039172841533,1,translational_only,0.862237949828466,1,-1
6274,FAM57B,0,1,translational_only,NA,NA,1
6275,FAM58A,-0.976168653847515,1,translational_only,NA,NA,1
6276,FAM60A,0.114552306862519,1,translational_only,0.893359891397491,1,1
6277,FAM63A,-1.05412979597315,1,translational_only,NA,NA,1
6278,FAM63B,-0.024953299050871,1,translational_only,0.820996050567938,1,-1
6279,FAM64A,0.293770770332953,1,translational_only,NA,NA,1
6280,FAM65A,0.250582355236815,1,translational_only,0.876418015914675,1,1
6281,FAM65B,0.332227927143729,1,translational_only,NA,NA,1
6282,FAM65C,-0.211290569990717,1,translational_only,0.58760728559675,1,1
6283,FAM66A,2.26650861544074,1,both,NA,NA,1
6284,FAM66B,0,1,translational_only,NA,NA,1
6285,FAM66C,-2.38306025409439,1,both,NA,NA,1
6286,FAM66D,0,1,translational_only,NA,NA,1
6287,FAM66E,0,1,translational_only,NA,NA,1
6288,FAM69A,0.281442412285753,1,translational_only,0.207505511684408,1,-1
6289,FAM69B,-0.825574156320546,0.008360426915587,both,0.808435557159954,1,-1
6290,FAM69C,0,1,translational_only,NA,NA,1
6291,FAM71A,0,1,translational_only,NA,NA,1
6292,FAM71B,0,1,translational_only,NA,NA,1
6293,FAM71C,0,1,translational_only,NA,NA,1
6294,FAM71D,-3.23632305644025,1,both,NA,NA,1
6295,FAM71E1,0.068419782873462,1,translational_only,0.884072157101594,1,1
6296,FAM71E2,0,1,translational_only,NA,NA,1
6297,FAM71F1,2.26652831179568,1,both,NA,NA,1
6298,FAM71F2,0.729543646443773,1,translational_only,NA,NA,1
6299,FAM72A,0,1,translational_only,NA,NA,1
6300,FAM72B,-0.960386181655893,1,translational_only,NA,NA,1
6301,FAM72C,0,1,translational_only,NA,NA,1
6302,FAM72D,-2.38306247773265,1,both,NA,NA,1
6303,FAM73A,0.029789215638143,1,translational_only,0.804230046060707,1,-1
6304,FAM73B,1.13138817805574,1,translational_only,NA,NA,1
6305,FAM74A1,0,1,translational_only,NA,NA,1
6306,FAM74A3,-0.133036274769475,1,translational_only,NA,NA,1
6307,FAM74A4,-0.516534003100954,1,translational_only,NA,NA,1
6308,FAM74A6,0,1,translational_only,NA,NA,1
6309,FAM74A7,0,1,translational_only,NA,NA,1
6310,FAM76A,0.939497336731394,1,translational_only,NA,NA,1
6311,FAM76B,-0.116893359352241,1,translational_only,NA,NA,1
6312,FAM78A,0.776914096975559,1,translational_only,NA,NA,1
6313,FAM78B,-0.138351049632102,1,translational_only,NA,NA,1
6314,FAM81A,0,1,translational_only,NA,NA,1
6315,FAM81B,3.10548981321731,1,both,NA,NA,1
6316,FAM83A,-0.662693655279233,1,translational_only,NA,NA,1
6317,FAM83A-AS1,0,1,translational_only,NA,NA,1
6318,FAM83B,0,1,translational_only,NA,NA,1
6319,FAM83C,-0.97369361903901,1,translational_only,NA,NA,1
6320,FAM83C-AS1,0,1,translational_only,NA,NA,1
6321,FAM83D,0.673183916133276,1,translational_only,NA,NA,1
6322,FAM83E,0.72210799358776,1,translational_only,NA,NA,1
6323,FAM83F,0,1,translational_only,NA,NA,1
6324,FAM83G,-0.336606218051166,1,translational_only,NA,NA,1
6325,FAM83H,0.128783873688757,1,translational_only,NA,NA,1
6326,FAM83H-AS1,0.469542497245247,1,translational_only,0.720245873247076,1,-1
6327,FAM84A,-0.66579784917307,1,translational_only,NA,NA,1
6328,FAM84B,0.123949389287362,1,translational_only,NA,NA,1
6329,FAM86B1,0,1,translational_only,NA,NA,1
6330,FAM86B2,0,1,translational_only,NA,NA,1
6331,FAM86B3P,-0.143768242919087,1,translational_only,NA,NA,1
6332,FAM86C1,3.11493592897745,1,both,NA,NA,1
6333,FAM86C2P,-1.05412968266065,1,translational_only,NA,NA,1
6334,FAM86DP,0,1,translational_only,NA,NA,1
6335,FAM86EP,-0.62135868771783,1,translational_only,0.711787198955125,1,1
6336,FAM86FP,-0.449066591740042,1,translational_only,NA,NA,1
6337,FAM86HP,3.09539101796062,1,both,NA,NA,1
6338,FAM86JP,-1.51490538941761,1,both,NA,NA,1
6339,FAM87A,-0.153174802003488,1,translational_only,NA,NA,1
6340,FAM87B,-0.400635595850491,1,translational_only,NA,NA,1
6341,FAM89A,0.716315448725541,1,translational_only,NA,NA,1
6342,FAM89B,0.81456863687192,1,translational_only,NA,NA,1
6343,FAM8A1,1.51513745418526,1,both,NA,NA,1
6344,FAM90A1,-0.971950382031698,1,translational_only,NA,NA,1
6345,FAM90A10P,-2.38394345275878,1,both,NA,NA,1
6346,FAM90A25P,-2.38306469881614,1,both,NA,NA,1
6347,FAM90A27P,0,1,translational_only,NA,NA,1
6348,FAM90A2P,0,1,translational_only,NA,NA,1
6349,FAM90A7P,1.24940882365293,1,translational_only,NA,NA,1
6350,FAM91A1,0.632869245893069,1,translational_only,0.031619634623241,0.554461471777227,-1
6351,FAM92A1,0.799316146602477,1,translational_only,0.144286036094079,1,-1
6352,FAM92A1P2,0.669499434244618,1,translational_only,NA,NA,1
6353,FAM92B,2.26654800262042,1,both,NA,NA,1
6354,FAM95A,0,1,translational_only,NA,NA,1
6355,FAM95B1,0,1,translational_only,NA,NA,1
6356,FAM95C,0,1,translational_only,NA,NA,1
6357,FAM96A,0.92721996003665,1,translational_only,NA,NA,1
6358,FAM96B,-2.17674183407942,1,both,NA,NA,1
6359,FAM98A,0.122920257975123,1,translational_only,0.946726014701044,1,-1
6360,FAM98B,1.22941881925058,1,translational_only,NA,NA,1
6361,FAM98C,-1.50791576196519,1,both,NA,NA,1
6362,FAM99A,0,1,translational_only,NA,NA,1
6363,FAM99B,0,1,translational_only,NA,NA,1
6364,FAM9A,0,1,translational_only,NA,NA,1
6365,FAM9B,0,1,translational_only,NA,NA,1
6366,FAM9C,0,1,translational_only,NA,NA,1
6367,FAN1,0.090757393398522,1,translational_only,0.598849331467366,1,-1
6368,FANCA,-0.126199509368365,1,translational_only,0.666050575711016,1,-1
6369,FANCB,1.2510079941167,1,translational_only,NA,NA,1
6370,FANCC,-0.332745029802628,1,translational_only,NA,NA,1
6371,FANCD2,0.582679231565564,1,translational_only,0.301680638856973,1,-1
6372,FANCD2OS,-0.197065189311644,1,translational_only,0.518939111822787,1,-1
6373,FANCE,1.23812624787104,1,translational_only,NA,NA,1
6374,FANCF,-0.401498890577179,1,translational_only,0.494635200911591,1,1
6375,FANCG,1.08161219681027,1,translational_only,NA,NA,1
6376,FANCI,-0.089892865645252,1,translational_only,0.98167241555834,1,-1
6377,FANCL,-0.20984717987103,1,translational_only,0.989050552536924,1,-1
6378,FANCM,-0.116892566891303,1,translational_only,NA,NA,1
6379,FANK1,-0.974461745099952,1,translational_only,NA,NA,1
6380,FANK1-AS1,0,1,translational_only,NA,NA,1
6381,FAP,0,1,translational_only,NA,NA,1
6382,FAR1,1.6327196630902,1,both,NA,NA,1
6383,FAR2,0.362721230366822,1,translational_only,0.405155105407493,1,-1
6384,FAR2P1,0,1,translational_only,NA,NA,1
6385,FAR2P2,-0.244641803545458,1,translational_only,NA,NA,1
6386,FARP1,-0.068734979821026,1,translational_only,0.303579695370399,1,-1
6387,FARP2,0.07358011681452,1,translational_only,0.612481621274407,1,-1
6388,FARS2,-0.97616647419713,1,translational_only,NA,NA,1
6389,FARSA,0.175035317353572,1,translational_only,0.67591769304354,1,1
6390,FARSB,0.330327677659352,1,translational_only,NA,NA,1
6391,FAS,0.114555885586281,1,translational_only,NA,NA,1
6392,FAS-AS1,4.58641421916558,1,both,NA,NA,1
6393,FASLG,0,1,translational_only,NA,NA,1
6394,FASN,0.525939978285516,1,translational_only,1,1,1
6395,FASTK,0.722107709986597,1,translational_only,NA,NA,1
6396,FASTKD1,-1.3597648412315,1,translational_only,NA,NA,1
6397,FASTKD2,-0.146840560012054,1,translational_only,0.78785376724198,1,1
6398,FASTKD3,4.0225267689327,1,both,NA,NA,1
6399,FASTKD5,-1.89469133014433,1,both,NA,NA,1
6400,FAT1,0.672351242655133,1,translational_only,0.054174788077503,0.701063797533367,-1
6401,FAT2,0.667634431736266,1,translational_only,0.445386746127647,1,-1
6402,FAT3,0.232607762416197,1,translational_only,NA,NA,1
6403,FAT4,1.63563692808123,1,both,NA,NA,1
6404,FATE1,0,1,translational_only,NA,NA,1
6405,FAU,0.286347831070788,1,translational_only,NA,NA,1
6406,FAXC,0,1,translational_only,NA,NA,1
6407,FAXDC2,0.44345431344261,1,translational_only,0.034563202302678,0.571516823133779,-1
6408,FBF1,2.26198163967655,1,both,NA,NA,1
6409,FBL,0.007837423632002,1,translational_only,0.893725171691119,1,1
6410,FBLIM1,0.545151972655769,1,translational_only,0.03446103856718,0.571516823133779,-1
6411,FBLL1,0,1,translational_only,NA,NA,1
6412,FBLN1,-0.09680509285199,1,translational_only,0.782686471512685,1,-1
6413,FBLN2,0,1,translational_only,NA,NA,1
6414,FBLN5,0,1,translational_only,NA,NA,1
6415,FBLN7,2.26658884706266,1,both,NA,NA,1
6416,FBN1,1.18328891942236,1,translational_only,NA,NA,1
6417,FBN2,0.933929487962816,1,translational_only,NA,NA,1
6418,FBN3,0,1,translational_only,NA,NA,1
6419,FBP1,0,1,translational_only,NA,NA,1
6420,FBP2,-0.713286613477273,1,translational_only,0.09167331543161,0.852717916039014,1
6421,FBRS,-0.328863415505053,1,translational_only,NA,NA,1
6422,FBRSL1,-1.2895603777922,1,translational_only,NA,NA,1
6423,FBXL12,0.505575226987096,1,translational_only,NA,NA,1
6424,FBXL13,0.174427234551891,1,translational_only,0.488353611454387,1,-1
6425,FBXL14,-0.525868389897333,1,translational_only,NA,NA,1
6426,FBXL15,0.112045668429806,1,translational_only,NA,NA,1
6427,FBXL16,0.108188865279624,1,translational_only,NA,NA,1
6428,FBXL17,0.637907761447377,1,translational_only,NA,NA,1
6429,FBXL18,0.181535358439515,1,translational_only,0.427854212578993,1,-1
6430,FBXL19,-0.149786551039998,1,translational_only,0.581314419803943,1,1
6431,FBXL19-AS1,0.159945120060727,1,translational_only,0.912262453474728,1,1
6432,FBXL2,0.061659608501105,1,translational_only,0.828224242853022,1,-1
6433,FBXL20,0.284481331945643,1,translational_only,0.893555659733114,1,-1
6434,FBXL21,0,1,translational_only,NA,NA,1
6435,FBXL22,0.552308568550543,1,translational_only,NA,NA,1
6436,FBXL3,0.16413199422162,1,translational_only,NA,NA,1
6437,FBXL4,-0.13522955803556,1,translational_only,NA,NA,1
6438,FBXL5,2.18498727143134,1,both,NA,NA,1
6439,FBXL6,-0.976166478706368,1,translational_only,NA,NA,1
6440,FBXL7,1.31858256959674,1,translational_only,NA,NA,1
6441,FBXL8,0.508346001008386,1,translational_only,NA,NA,1
6442,FBXO10,0.516150310056209,1,translational_only,0.855820388930252,1,-1
6443,FBXO11,0.078354833382659,1,translational_only,0.982988273753816,1,-1
6444,FBXO15,0,1,translational_only,NA,NA,1
6445,FBXO16,0,1,translational_only,NA,NA,1
6446,FBXO17,0.700932749954486,1,translational_only,NA,NA,1
6447,FBXO18,-0.334736572775584,1,translational_only,0.453803346849598,1,1
6448,FBXO2,0,1,translational_only,NA,NA,1
6449,FBXO21,0.162817175822727,1,translational_only,NA,NA,1
6450,FBXO22,0.424401740760096,1,translational_only,NA,NA,1
6451,FBXO22-AS1,-0.271968203751045,1,translational_only,1,1,1
6452,FBXO24,0.741085103221677,1,translational_only,NA,NA,1
6453,FBXO25,-0.66775537713809,1,translational_only,NA,NA,1
6454,FBXO27,0.153141350176585,1,translational_only,0.398211677570558,1,-1
6455,FBXO28,0.379625014794209,1,translational_only,NA,NA,1
6456,FBXO3,1.02001366647036,1,translational_only,NA,NA,1
6457,FBXO3-AS1,0,1,translational_only,NA,NA,1
6458,FBXO30,-0.678043539246216,1,translational_only,NA,NA,1
6459,FBXO31,-0.140461692906023,1,translational_only,NA,NA,1
6460,FBXO32,-0.344927874406792,1,translational_only,NA,NA,1
6461,FBXO33,0.837636956476454,1,translational_only,NA,NA,1
6462,FBXO34,0.414543869983343,1,translational_only,NA,NA,1
6463,FBXO36,-3.77136865729349,1,both,NA,NA,1
6464,FBXO38,0.306364799920574,1,translational_only,NA,NA,1
6465,FBXO39,0,1,translational_only,NA,NA,1
6466,FBXO4,-2.38306691766409,1,both,NA,NA,1
6467,FBXO40,-0.310583355936609,1,translational_only,NA,NA,1
6468,FBXO41,-0.795564546380053,1,translational_only,NA,NA,1
6469,FBXO42,0.548327285568649,1,translational_only,NA,NA,1
6470,FBXO43,3.10548981321731,1,both,NA,NA,1
6471,FBXO44,-0.589459218742194,1,translational_only,NA,NA,1
6472,FBXO45,0.136042476992254,1,translational_only,0.674646634769993,1,-1
6473,FBXO46,0.260055122749561,1,translational_only,NA,NA,1
6474,FBXO47,0,1,translational_only,NA,NA,1
6475,FBXO48,0.839118324767615,1,translational_only,NA,NA,1
6476,FBXO5,0.426174385801607,1,translational_only,NA,NA,1
6477,FBXO6,0.487824632836312,1,translational_only,0.200536078372217,1,-1
6478,FBXO7,0.572606025364224,1,translational_only,NA,NA,1
6479,FBXO8,0.443726131040546,1,translational_only,0.158573740985396,1,-1
6480,FBXO9,1.69869065085744,1,both,NA,NA,1
6481,FBXW10,-0.976165216282283,1,translational_only,NA,NA,1
6482,FBXW11,2.04496304035548,0.489200960522269,both,NA,NA,1
6483,FBXW12,0,1,translational_only,NA,NA,1
6484,FBXW2,-0.145881749560707,1,translational_only,0.365662073206812,1,1
6485,FBXW4,0.205611349456777,1,translational_only,0.563096308312434,1,-1
6486,FBXW4P1,0,1,translational_only,NA,NA,1
6487,FBXW5,0.219380511421005,1,translational_only,NA,NA,1
6488,FBXW7,-0.781204365083553,1,translational_only,NA,NA,1
6489,FBXW8,0.067352330930823,1,translational_only,NA,NA,1
6490,FBXW9,3.11493254095545,1,both,NA,NA,1
6491,FCAMR,0,1,translational_only,NA,NA,1
6492,FCAR,0.102955601041693,1,translational_only,0.861733805785673,1,-1
6493,FCER1A,0,1,translational_only,NA,NA,1
6494,FCER1G,0,1,translational_only,NA,NA,1
6495,FCER2,0,1,translational_only,NA,NA,1
6496,FCF1,0.103392986411207,1,translational_only,0.814920229256967,1,-1
6497,FCGBP,0,1,translational_only,NA,NA,1
6498,FCGR1A,0,1,translational_only,NA,NA,1
6499,FCGR1B,0,1,translational_only,NA,NA,1
6500,FCGR1C,0,1,translational_only,NA,NA,1
6501,FCGR2A,2.26199419197805,1,both,NA,NA,1
6502,FCGR2B,0,1,translational_only,NA,NA,1
6503,FCGR2C,0,1,translational_only,NA,NA,1
6504,FCGR3A,0,1,translational_only,NA,NA,1
6505,FCGR3B,0,1,translational_only,NA,NA,1
6506,FCGRT,0,1,translational_only,NA,NA,1
6507,FCHO1,0,1,translational_only,NA,NA,1
6508,FCHO2,2.20246678083992,1,both,NA,NA,1
6509,FCHSD1,0.162409567545645,1,translational_only,0.451350437893243,1,-1
6510,FCHSD2,0.073643910784067,1,translational_only,0.393141069254727,1,-1
6511,FCMR,-0.564300334516438,0.366055950271273,translational_only,0.808435557159954,1,1
6512,FCN1,0,1,translational_only,NA,NA,1
6513,FCN2,0,1,translational_only,NA,NA,1
6514,FCN3,-0.139198305865872,1,translational_only,NA,NA,1
6515,FCRL1,2.26200670771795,1,both,NA,NA,1
6516,FCRL2,0,1,translational_only,NA,NA,1
6517,FCRL3,0,1,translational_only,NA,NA,1
6518,FCRL4,0,1,translational_only,NA,NA,1
6519,FCRL5,0,1,translational_only,NA,NA,1
6520,FCRL6,0,1,translational_only,NA,NA,1
6521,FCRLA,0,1,translational_only,NA,NA,1
6522,FCRLB,0.560712208930737,1,translational_only,NA,NA,1
6523,FDCSP,0,1,translational_only,NA,NA,1
6524,FDFT1,1.23052028470874,0.549556282629635,translational_only,1.98110100191329E-06,0.000644848376123,-1
6525,FDPS,0.235964880637679,1,translational_only,0.229868288947255,1,-1
6526,FDPSP2,0.226364987807084,1,translational_only,0.794176016760373,1,1
6527,FDX1,-0.8313615623519,1,translational_only,NA,NA,1
6528,FDX1L,-0.116877959259868,1,translational_only,NA,NA,1
6529,FDXACB1,-0.280616846019796,1,translational_only,NA,NA,1
6530,FDXR,4.32309412597464,1,both,NA,NA,1
6531,FECH,0.263393295721239,1,translational_only,NA,NA,1
6532,FEM1A,0.374535585178815,1,translational_only,NA,NA,1
6533,FEM1B,-0.063711060079979,1,translational_only,NA,NA,1
6534,FEM1C,2.90263365458696,1,both,NA,NA,1
6535,FEN1,0.543293138317601,1,translational_only,0.073739827015674,0.790199627772899,-1
6536,FENDRR,1.19742242610895,1,translational_only,NA,NA,1
6537,FER,0.163293718477026,1,translational_only,0.712155994314705,1,-1
6538,FER1L4,1.23300411534066,1,translational_only,NA,NA,1
6539,FER1L5,0.801932930618836,1,translational_only,NA,NA,1
6540,FER1L6,2.26201918873912,1,both,NA,NA,1
6541,FER1L6-AS1,0,1,translational_only,NA,NA,1
6542,FER1L6-AS2,0,1,translational_only,NA,NA,1
6543,FERD3L,0,1,translational_only,NA,NA,1
6544,FERMT1,0.32141910811094,1,translational_only,NA,NA,1
6545,FERMT2,0.966881759821746,1,translational_only,NA,NA,1
6546,FERMT3,0.093831550774976,1,translational_only,0.222559212320095,1,-1
6547,FES,0,1,translational_only,NA,NA,1
6548,FETUB,0,1,translational_only,NA,NA,1
6549,FEV,0,1,translational_only,NA,NA,1
6550,FEZ1,-0.247878663559525,1,translational_only,0.714838409224937,1,-1
6551,FEZ2,0.518899527349258,1,translational_only,NA,NA,1
6552,FEZF1,-2.38394230130174,1,both,NA,NA,1
6553,FEZF1-AS1,-0.143604433341834,1,translational_only,NA,NA,1
6554,FEZF2,0,1,translational_only,NA,NA,1
6555,FFAR1,0,1,translational_only,NA,NA,1
6556,FFAR2,0.134747777189966,1,translational_only,NA,NA,1
6557,FFAR3,0,1,translational_only,NA,NA,1
6558,FFAR4,0.487601596781896,1,translational_only,NA,NA,1
6559,FGA,0,1,translational_only,NA,NA,1
6560,FGB,0.217259249915272,1,translational_only,NA,NA,1
6561,FGD1,0.071320696712033,1,translational_only,0.897585344016961,1,-1
6562,FGD2,2.2665996873784,1,both,NA,NA,1
6563,FGD3,0,1,translational_only,NA,NA,1
6564,FGD4,-0.069827603221221,1,translational_only,NA,NA,1
6565,FGD5,-3.23632443352593,1,both,NA,NA,1
6566,FGD5-AS1,0.092279846863856,1,translational_only,0.635397951924216,1,-1
6567,FGD5P1,0.170539518653955,1,translational_only,NA,NA,1
6568,FGD6,0.174348974492512,1,translational_only,NA,NA,1
6569,FGF1,-0.665703916796465,1,translational_only,NA,NA,1
6570,FGF10,0,1,translational_only,NA,NA,1
6571,FGF10-AS1,0,1,translational_only,NA,NA,1
6572,FGF11,0.721936076178704,1,translational_only,NA,NA,1
6573,FGF12,-2.38394115187976,1,both,NA,NA,1
6574,FGF12-AS1,0,1,translational_only,NA,NA,1
6575,FGF13,-0.83222062221684,1,translational_only,NA,NA,1
6576,FGF13-AS1,-3.23817200225033,1,both,NA,NA,1
6577,FGF14,0,1,translational_only,NA,NA,1
6578,FGF14-AS1,0,1,translational_only,NA,NA,1
6579,FGF14-AS2,0,1,translational_only,NA,NA,1
6580,FGF14-IT1,0,1,translational_only,NA,NA,1
6581,FGF16,0,1,translational_only,NA,NA,1
6582,FGF17,0,1,translational_only,NA,NA,1
6583,FGF18,0,1,translational_only,NA,NA,1
6584,FGF19,0,1,translational_only,NA,NA,1
6585,FGF2,-0.12722687887829,1,translational_only,0.645106388401682,1,1
6586,FGF20,0,1,translational_only,NA,NA,1
6587,FGF21,0,1,translational_only,NA,NA,1
6588,FGF22,0,1,translational_only,NA,NA,1
6589,FGF23,0,1,translational_only,NA,NA,1
6590,FGF3,0,1,translational_only,NA,NA,1
6591,FGF4,0,1,translational_only,NA,NA,1
6592,FGF5,-0.068646608707838,1,translational_only,0.846286788809618,1,-1
6593,FGF6,0,1,translational_only,NA,NA,1
6594,FGF7,-0.839371600074126,1,translational_only,NA,NA,1
6595,FGF8,0,1,translational_only,NA,NA,1
6596,FGF9,0,1,translational_only,NA,NA,1
6597,FGFBP1,0,1,translational_only,NA,NA,1
6598,FGFBP2,0,1,translational_only,NA,NA,1
6599,FGFBP3,-0.406485242807418,1,translational_only,NA,NA,1
6600,FGFR1,0.128012679709555,1,translational_only,0.891773583611536,1,-1
6601,FGFR1OP,4.32351589764144,1,both,NA,NA,1
6602,FGFR1OP2,0.974685689697349,1,translational_only,0.058266030739396,0.721782107947309,-1
6603,FGFR2,0.690646658395822,1,translational_only,NA,NA,1
6604,FGFR3,-1.35629132306601,1,translational_only,NA,NA,1
6605,FGFR4,-0.120974831512858,1,translational_only,NA,NA,1
6606,FGFRL1,-0.314104955517698,1,translational_only,NA,NA,1
6607,FGG,0,1,translational_only,NA,NA,1
6608,FGGY,-0.66321547839957,1,translational_only,NA,NA,1
6609,FGL1,0,1,translational_only,NA,NA,1
6610,FGL2,0.314756989485104,1,translational_only,NA,NA,1
6611,FGR,0,1,translational_only,NA,NA,1
6612,FH,1.07253744152314,1,translational_only,NA,NA,1
6613,FHAD1,-0.306758986773707,1,translational_only,NA,NA,1
6614,FHDC1,0.140542409800984,1,translational_only,NA,NA,1
6615,FHIT,0,1,translational_only,NA,NA,1
6616,FHL1,0.496479123727528,1,translational_only,NA,NA,1
6617,FHL2,-0.454425882823288,1,translational_only,NA,NA,1
6618,FHL3,-2.383069134607,1,both,NA,NA,1
6619,FHL5,0,1,translational_only,NA,NA,1
6620,FHOD1,0.21501082326564,1,translational_only,0.675419585618387,1,1
6621,FHOD3,0.638442921872125,1,translational_only,0.337085260034796,1,-1
6622,FIBCD1,0,1,translational_only,NA,NA,1
6623,FIBIN,0,1,translational_only,NA,NA,1
6624,FIBP,0.245052999598655,1,translational_only,NA,NA,1
6625,FICD,-0.530270171762977,1,translational_only,NA,NA,1
6626,FIG4,1.08161798571388,1,translational_only,NA,NA,1
6627,FIGF,0,1,translational_only,NA,NA,1
6628,FIGLA,0,1,translational_only,NA,NA,1
6629,FIGN,2.26203163693315,1,both,NA,NA,1
6630,FIGNL1,0.568714484527998,1,translational_only,NA,NA,1
6631,FIGNL2,-1.36154713115432,1,translational_only,NA,NA,1
6632,FILIP1,0,1,translational_only,NA,NA,1
6633,FILIP1L,0.505387025651499,1,translational_only,NA,NA,1
6634,FIP1L1,0.084039041961367,1,translational_only,0.67014469481021,1,1
